MaizeGDB: Details of Map Genetic 7
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
pco101160	133.02		GRMZM2G000718	Chr7	168697254	168700858	Zm00001d022275	Chr7	174207485	174211005	Zm00001eb328740	chr7	177705799	177709512																	
GRMZM2G300709	133.04		GRMZM2G300709	Chr7	168720518	168741026	Zm00001d022276	Chr7	174238859	174259533	Zm00001eb328750	chr7	177737141	177757923																	
npi380	133.43																														
prdx1	133.98		GRMZM2G129761	Chr7	168825649	168826990	Zm00001d022278	Chr7	174336203	174337471	Zm00001eb328770	chr7	177834533	177835859																	
px17	134.00		GRMZM2G427903	Chr7	168831949	168833389	Zm00001d022279	Chr7	174342434	174343644	Zm00001eb328780	chr7	177840770	177842266																	
IDP1611	134.10		GRMZM2G427937	Chr7	168846937	168849013	Zm00001d022280	Chr7	174357832	174359086	Zm00001eb328790	chr7	177856187	177857634																	
prx85	134.12		GRMZM2G427954	Chr7	168853664	168855128	Zm00001d022281	Chr7	174364090	174365550	Zm00001eb328800	chr7	177862281	177864036																	
prx79	134.13		GRMZM2G129935	Chr7	168860736	168862574	Zm00001d022282	Chr7	174371833	174373313	Zm00001eb328810	chr7	177870132	177871668																	
LOC103633481	134.15		GRMZM2G437207	Chr7	168905171	168906738	Zm00001d022283	Chr7	174421503	174422768	Zm00001eb328820	chr7	177919853	177921290																	
Zm00001d022284	134.16		GRMZM2G504757	Chr7	168936397	168937266	Zm00001d022284	Chr7	174454005	174455529	Zm00001eb328830	chr7	177952352	177953876																	
prx76	134.18		GRMZM2G027217	Chr7	168944205	168945545	Zm00001d022285	Chr7	174463306	174464790	Zm00001eb328840	chr7	177961659	177963143																	
prx81	134.18		GRMZM2G150731	Chr7	169033778	169035310	Zm00001d022289	Chr7	174559300	174560747	Zm00001eb328860	chr7	178057079	178058553																	
cl8749_1c	134.19		GRMZM2G150696	Chr7	169076480	169078677	Zm00001d022291	Chr7	174602470	174605524	Zm00001eb328880	chr7	178100517	178100947																	
prx86	134.19		GRMZM2G451097	Chr7	169071153	169073160	Zm00001d022290	Chr7	174596758	174598577	Zm00001eb328870	chr7	178094286	178096443																	
hsftf27	134.20		GRMZM2G025685	Chr7	169214787	169218220	Zm00001d022295	Chr7	174697653	174700664	Zm00001eb328900	chr7	178195168	178198811																	
AY106318	134.30		GRMZM2G090195	Chr7	169134818	169135457	Zm00001d022301	Chr7	174759534	174762931	Zm00001eb328950	chr7	178257322	178260743																	
IDP7986	134.66		GRMZM2G006119	Chr7	169255863	169258189	Zm00001d022303	Chr7	174794633	174796900	Zm00001eb328980	chr7	178292543	178294724																	
cdrk1	134.68		GRMZM2G015703	Chr7	169290536	169296592	Zm00001d022305	Chr7	174827718	174833760	Zm00001eb328990	chr7	178325407	178331476																	
mmp67	135.20		GRMZM2G014295	Chr7	169303886	169310403	Zm00001d022306	Chr7	174841429	174845474	Zm00001eb329010	chr7	178340996	178343111																	
LOC100193174	135.24		GRMZM2G013652	Chr7	169308485	169310488	Zm00001d022307	Chr7	174845532	174847522	Zm00001eb329030	chr7	178343373	178345376																	
Zm00001d022312	135.38		AC209621.2_FG002	Chr7	169419857	169420096	Zm00001d022312	Chr7	174935398	174949167																					
chr25	135.40		GRMZM2G148249	Chr7	169444105	169449018	Zm00001d022313	Chr7	174972193	174977307	Zm00001eb329060	chr7	178470031	178476107																	
Zm00001eb329070	135.42		GRMZM2G120971	Chr7	169484381	169486976	Zm00001d022314	Chr7	175011111	175013805	Zm00001eb329070	chr7	178508951	178511680																	
IDP7929	135.58		GRMZM2G120954	Chr7	169492825	169497883	Zm00001d022315	Chr7	175019667	175024752	Zm00001eb329080	chr7	178517431	178522677																	
IDP744	135.60		GRMZM2G130398	Chr7	169575027	169580058	Zm00001d022316	Chr7	175113240	175117402	Zm00001eb329090	chr7	178601733	178606665																	
cxe18	135.65		GRMZM2G104141	Chr7	169882372	169883683	Zm00001d022320	Chr7	175339919	175340989	Zm00001eb329110	chr7	178829209	178830604																	
gpm743d	135.66		GRMZM2G037177	Chr7	169878080	169881096	Zm00001d022324	Chr7	175460208	175464217	Zm00001eb329150	chr7	178949523	178953580																	
LOC100284807	135.67		GRMZM2G301932	Chr7	169965054	169967512	Zm00001d022326	Chr7	175514899	175515924	Zm00001eb329160	chr7	179003682	179005708																	
pco145234	135.68		GRMZM2G301934	Chr7	169977938	169979914	Zm00001d022327	Chr7	175527741	175528814	Zm00001eb329180	chr7	179016739	179018399																	
IDP705	135.70		GRMZM2G003172	Chr7	170004164	170009921	Zm00001d022330	Chr7	175560514	175565324	Zm00001eb329190	chr7	179049346	179054994																	
rad51d	135.80		GRMZM2G055464	Chr7	170060949	170067054	Zm00001d022332	Chr7	175618085	175622494	Zm00001eb329200	chr7	179106476	179111901																	
mmp25	135.85																														
umc2541	135.90		GRMZM2G018771	Chr7	170150816	170154134	Zm00001d022337	Chr7	175701774	175703113	Zm00001eb329240	chr7	179191164	179192523																	
trrap1	136.00		GRMZM2G322846	Chr7	170154776	170155361	Zm00001d022338	Chr7	175705901	175727170	Zm00001eb329250	chr7	179195140	179216632																	
gpm629a	136.01		GRMZM2G024484	Chr7	170285189	170288776	Zm00001d022341	Chr7	175842148	175845738	Zm00001eb329270	chr7	179331320	179335137																	
prh69	136.05		GRMZM2G161544	Chr7	170406834	170411310	Zm00001d022347	Chr7	175951628	175974505	Zm00001eb329360	chr7	179460272	179463998																	
pco063756	136.10		GRMZM2G111713	Chr7	170463298	170477999	Zm00001d022352	Chr7	176050452	176065009	Zm00001eb329390	chr7	179539947	179554736																	
bsdtf7	136.20		GRMZM2G111672	Chr7	170460497	170462364	Zm00001d022353	Chr7	176066383	176067741	Zm00001eb329400	chr7	179555608	179557649																	
cl4951_1b	136.21		GRMZM2G412296	Chr7	170457517	170459460	Zm00001d022354	Chr7	176069148	176071128	Zm00001eb329410	chr7	179558551	179560651																	
gpm895	136.22		GRMZM2G020574	Chr7	170519545	170528688					Zm00001eb329440	chr7	179570348	179596892																	
IDP3835	136.24		GRMZM2G083580	Chr7	170528909	170535709	Zm00001d022360	Chr7	176107593	176114527	Zm00001eb329470	chr7	179600334	179603731																	
phi069	136.30		GRMZM2G448739	Chr7	170582456	170583944					Zm00001eb329500	chr7	179650529	179651963																	
mab15	136.30		GRMZM2G148213	Chr7	170591410	170601470	Zm00001d022366	Chr7	176169913	176179943	Zm00001eb329510	chr7	179659322	179669465																	
glu16	136.32		GRMZM2G148176	Chr7	170607054	170610131	Zm00001d022367	Chr7	176185596	176188604	Zm00001eb329520	chr7	179674794	179678084																	
nrf4	136.38		GRMZM2G148133	Chr7	170608085	170612010	Zm00001d022368	Chr7	176188740	176190494	Zm00001eb329530	chr7	179675986	179679929																	
si687004h04	136.40		GRMZM2G436082	Chr7	170660805	170663393	Zm00001d022369	Chr7	176239136	176241970	Zm00001eb329540	chr7	179728550	179731398																	
Zm00001eb329550	136.42		GRMZM2G133400	Chr7	170683745	170685433	Zm00001d022371	Chr7	176262384	176263895	Zm00001eb329550	chr7	179751710	179753303																	
Zm00001eb329560	136.44		GRMZM2G133392	Chr7	170689270	170690530	Zm00001d022372	Chr7	176267946	176268766	Zm00001eb329560	chr7	179757376	179758196																	
mmp17	136.93																														
pco089815a	136.95		GRMZM2G433767	Chr7	170695916	170699704	Zm00001d022374	Chr7	176275329	176278440	Zm00001eb329580	chr7	179764745	179767692																	
LOC103633514	136.96		GRMZM2G133275	Chr7	170711461	170712521	Zm00001d022376	Chr7	176289923	176290983																					
npi113a	136.97		GRMZM2G152963	Chr7	170848917	170860312	Zm00001d022378	Chr7	176432889	176444003	Zm00001eb329590	chr7	179922337	179933502																	
prx83	136.98		GRMZM2G323182	Chr7	170940483	170947643	Zm00001d022383	Chr7	176510773	176513774																					
Zm00001d022386	136.99		GRMZM6G832911	scaffold_256	1	1448	Zm00001d022386	Chr7	176531871	176537425	Zm00001eb329680	chr7	180020845	180026967																	
T6-7(5181)(7)	137.00																														
fgs1	137.04		GRMZM2G036609	Chr7	171002271	171021085	Zm00001d022388	Chr7	176589186	176606869	Zm00001eb329710	chr7	180078246	180096892																	
cl16097_1	137.10		GRMZM2G036134	Chr7	171029922	171032363	Zm00001d022390	Chr7	176616853	176618205	Zm00001eb329730	chr7	180105705	180107876																	
dek504	137.20		GRMZM2G326263	Chr7	171082515	171085303	Zm00001d022394	Chr7	176671689	176674778	Zm00001eb329770	chr7	180161054	180164245																	
csu1151a	137.22		GRMZM2G326270	Chr7	171086132	171089050	Zm00001d022395	Chr7	176675147	176679923	Zm00001eb329780	chr7	180164678	180167664																	
Zm00001eb329800	137.26		GRMZM2G478994	Chr7	171212555	171218328	Zm00001d022397	Chr7	176800203	176805912	Zm00001eb329800	chr7	180290012	180292642																	
sina6	137.35		GRMZM2G009265	Chr7	171227376	171231746	Zm00001d022401	Chr7	176819817	176824124	Zm00001eb329840	chr7	180309254	180313590																	
LOC100284992	137.37		GRMZM2G009804	Chr7	171248684	171249805	Zm00001d022403	Chr7	176841474	176842085	Zm00001eb329850	chr7	180327469	180331701																	
cl48276_1	137.40		GRMZM2G010342	Chr7	171273581	171292567	Zm00001d022405	Chr7	176865421	176884518																					
LOC100192104	137.42		AC234159.1_FG002	Chr7	171387757	171390726	Zm00001d022406	Chr7	176977358	176982506	Zm00001eb329860	chr7	180466754	180472038																	
ubp38	137.68		GRMZM2G330690	Chr7	171523487	171527246	Zm00001d022414	Chr7	177124433	177130239	Zm00001eb329890	chr7	180613500	180619705																	
erdh2	137.70		GRMZM2G037189	Chr7	171577921	171579167	Zm00001d022416	Chr7	177131087	177131428	Zm00001eb329900	chr7	180618966	180621035																	
ddt4	137.80		GRMZM2G128176	Chr7	171605886	171616500	Zm00001d022417	Chr7	177212840	177223260	Zm00001eb329910	chr7	180702276	180712794																	
elfb1	137.83		GRMZM2G439201	Chr7	171672556	171675411	Zm00001d022513	Chr7	179170038	179171958	Zm00001eb329960	chr7	180768306	180770522																	
pco061836	138.03		GRMZM2G136803	Chr7	171740501	171744719	Zm00001d022510	Chr7	179105094	179113606	Zm00001eb329980	chr7	180826794	180835681																	
Zm00001eb330010	138.41		GRMZM2G025885	Chr7	171769874	171771120	Zm00001d022506	Chr7	179065385	179066414	Zm00001eb330010	chr7	180874033	180875152																	
sod2	138.43		GRMZM2G025992	Chr7	171775019	171778224	Zm00001d022505	Chr7	179056206	179061245	Zm00001eb330020	chr7	180879241	180882406																	
nhx5	138.53		GRMZM2G027851	Chr7	171783843	171788818	Zm00001d022504	Chr7	179047417	179052457	Zm00001eb330030	chr7	180887848	180893223																	
pco133868b	138.63		GRMZM2G327394	Chr7	171790143	171830013	Zm00001d022502	Chr7	179002712	179046270	Zm00001eb330040	chr7	180894338	180937800																	
pco131748	138.83		GRMZM2G181284	Chr7	171901568	171903911	Zm00001d022501	Chr7	178945426	178947715	Zm00001eb330060	chr7	180992475	180995082																	
col20	138.93		GRMZM2G414423	Chr7	171863679	171865613	Zm00001d022500	Chr7	178894022	178895945	Zm00001eb330070	chr7	181045092	181045533																	
umc2368	139.73		GRMZM2G047995	Chr7	172155305	172159697	Zm00001d022493	Chr7	178734676	178739082	Zm00001eb330150	chr7	181202109	181205868																	
Zm00001d022492	139.74		GRMZM2G048210	Chr7	172160391	172165393	Zm00001d022492	Chr7	178728981	178733982	Zm00001eb330160	chr7	181206557	181211558																	
cl8788_1	139.75		GRMZM2G081639	Chr7	172186603	172199760	Zm00001d022491	Chr7	178668199	178683112	Zm00001eb330170	chr7	181257501	181272451																	
Zm00001d022490	139.77		GRMZM2G081682	Chr7	172200469	172205233	Zm00001d022490	Chr7	178662946	178667470	Zm00001eb330180	chr7	181273180	181277705																	
bd1	140.23		GRMZM2G307119	Chr7	172248843	172250339	Zm00001d022488	Chr7	178605958	178606905	Zm00001eb330200	chr7	181333225	181334753																	
Zm00001eb330210	140.25		GRMZM2G020606	Chr7	172281379	172285988	Zm00001d022487	Chr7	178592700	178597597	Zm00001eb330210	chr7	181342186	181347856					Zm00039ab336990	chr7	175917094	175922035									
hak7	140.53		GRMZM2G020766	Chr7	172301266	172312464	Zm00001d022485	Chr7	178566133	178577476	Zm00001eb330230	chr7	181363037	181374549																	
si683010e05b	140.91		GRMZM2G144971	Chr7	172381310	172395119	Zm00001d022481	Chr7	178467571	178481639	Zm00001eb330260	chr7	181459126	181473214																	
emp17	140.93		AC212684.3_FG012	Chr7	172405097	172407361	Zm00001d022480	Chr7	178455391	178457655	Zm00001eb330270	chr7	181482735	181485632																	
cdlb13	140.99		GRMZM2G364643	Chr7	172475107	172476227	Zm00001d022478	Chr7	178396449	178397393	Zm00001eb330300	chr7	181543256	181544342																	
hipp54	141.12		GRMZM2G113863	Chr7	172537058	172538647	Zm00001d022474	Chr7	178334240	178335780	Zm00001eb330340	chr7	181604872	181606854																	
aas9	141.13		GRMZM2G414460	Chr7	172543131	172550332	Zm00001d022473	Chr7	178322344	178329811	Zm00001eb330350	chr7	181610867	181618423																	
ralf22	141.41		GRMZM2G414475	Chr7	172553700	172554329	Zm00001d022472	Chr7	178318703	178319089	Zm00001eb330370	chr7	181621575	181622171																	
lrx7	141.42		GRMZM2G113941	Chr7	172555847	172557011	Zm00001d022471	Chr7	178316200	178317623																					
prmt3	141.43		GRMZM2G041328	Chr7	172613719	172625776	Zm00001d022469	Chr7	178246469	178259360	Zm00001eb330380	chr7	181681199	181693117																	
Zm00001d022467	141.93		GRMZM2G174192	Chr7	172699731	172701464	Zm00001d022467	Chr7	178218340	178219782	Zm00001eb330430	chr7	181720552	181722435																	
mir164d	142.03		zma-MIR164d	Chr7	172764725	172764940	zma-MIR164d	Chr7	178154786	178155001																					
csu27	142.33		GRMZM2G472852	Chr7	172716583	172717293	Zm00001d022464	Chr7	178202555	178202923	Zm00001eb330460	chr7	181737556	181738263																	
Zm00001d022463	142.35		GRMZM2G063617	Chr7	172752656	172754684	Zm00001d022463	Chr7	178165232	178167051	Zm00001eb330470	chr7	181773608	181775454																	
ereb200	142.63		GRMZM2G025062	Chr7	172771420	172772631	Zm00001d022461	Chr7	178147095	178148306	Zm00001eb330490	chr7	181792450	181793710																	
cdo938d	142.73																														
pme20	143.03		GRMZM2G025182	Chr7	172777366	172780913	Zm00001d022460	Chr7	178138828	178142500	Zm00001eb330500	chr7	181798418	181801793																	
LOC103633555	143.31		GRMZM2G322547	Chr7	172784210	172785302	Zm00001d022459	Chr7	178134478	178135248	Zm00001eb330520	chr7	181805410	181806382																	
px16	143.33		GRMZM2G025441	Chr7	172793880	172796124	Zm00001d022458	Chr7	178123617	178125871	Zm00001eb330530	chr7	181814911	181817064																	
px3	143.43		GRMZM2G427815	Chr7	172809274	172811080	Zm00001d022457	Chr7	178107698	178109315	Zm00001eb330540	chr7	181831453	181833093																	
px26	143.53		GRMZM2G126261	Chr7	172820457	172822288	Zm00001d022456	Chr7	178096703	178098298	Zm00001eb330550	chr7	181842470	181844103																	
prx77	143.59		GRMZM2G042347	Chr7	172865164	172866926	Zm00001d022453	Chr7	178050752	178052455	Zm00001eb330580	chr7	181888286	181890102																	
cipk29	143.61		GRMZM2G177050	Chr7	172920911	172923332	Zm00001d022451	Chr7	177999485	178000798	Zm00001eb330590	chr7	181939892	181941508																	
cipk2	143.83		GRMZM2G166658	Chr7	172966825	172969803	Zm00001d022450	Chr7	177955827	177957182	Zm00001eb330600	chr7	181977849	181986648																	
hak9	143.93		GRMZM2G166738	Chr7	172976981	172981341	Zm00001d022449	Chr7	177942945	177946883	Zm00001eb330610	chr7	181993814	181997946																	
ofp31	144.28		GRMZM5G845472	Chr7	173016115	173017181	Zm00001d022446	Chr7	177907261	177908001	Zm00001eb330640	chr7	182032719	182033843																	
agal5	144.38		GRMZM2G053554	Chr7	173020722	173025426	Zm00001d022445	Chr7	177898812	177903461	Zm00001eb330650	chr7	182037303	182042011																	
LOC103633562	144.66		GRMZM2G006732	Chr7	173081141	173084000	Zm00001d022443	Chr7	177801636	177803309	Zm00001eb330670	chr7	182137528	182139464																	
bzip58	144.68		GRMZM2G149040	Chr7	173190014	173195685	Zm00001d022442	Chr7	177744976	177750636	Zm00001eb330680	chr7	182190235	182195900																	
abi32	144.78		GRMZM2G158162	Chr7	173216702	173223537	Zm00001d022440	Chr7	177716517	177723636	Zm00001eb330690	chr7	182217234	182224317																	
GRMZM5G881387	144.88		GRMZM5G881387	Chr7	173226488	173230173	Zm00001d022439	Chr7	177710234	177713974	Zm00001eb330700	chr7	182226980	182230661																	
csu163a	144.92		GRMZM2G158304	Chr7	173235560	173258146	Zm00001d022438	Chr7	177702901	177704949																					
wrky17	144.98		GRMZM2G381378	Chr7	173263217	173265322	Zm00001d022437	Chr7	177695470	177698120	Zm00001eb330710	chr7	182242663	182245204																	
chr26	145.00		GRMZM2G381402	Chr7	173285493	173288481	Zm00001d022436	Chr7	177672319	177694404	Zm00001eb330720	chr7	182246314	182268566																	
rps6k1	145.06		GRMZM2G080001	Chr7	173311235	173314883	Zm00001d022434	Chr7	177646176	177649676	Zm00001eb330740	chr7	182290937	182294703																	
cl25718_1b	146.00		GRMZM2G080270	Chr7	173321321	173326383	Zm00001d022432	Chr7	177634512	177639698	Zm00001eb330760	chr7	182301132	182306327																	
umc1154	146.08		GRMZM2G349655	Chr7	173368466	173370050	Zm00001d022430	Chr7	177582454	177583056	Zm00001eb330780	chr7	182357727	182359033																	
cl55962_1b	146.10		GRMZM2G106790	Chr7	173448889	173462476					Zm00001eb330790	chr7	182449947	182463761																	
umc2222	146.48		GRMZM2G106732	Chr7	173463974	173474476	Zm00001d022429	Chr7	177465475	177491074	Zm00001eb330800	chr7	182465096	182475496																	
Zm00001d022428	146.50		GRMZM2G017894	Chr7	173474948	173484155	Zm00001d022428	Chr7	177456153	177465116	Zm00001eb330810	chr7	182475829	182482091																	
c3h20	147.08		GRMZM2G311665	Chr7	173486547	173490629	Zm00001d022427	Chr7	177449434	177453594	Zm00001eb330830	chr7	182487358	182491564																	
apy2	147.10		GRMZM2G131026	Chr7	173527843	173531900	Zm00001d022425	Chr7	177408003	177412319	Zm00001eb330840	chr7	182528757	182532945																	
pht5	147.28		GRMZM2G041595	Chr7	172022758	172024519																									
nactf122	147.48		GRMZM2G430849	Chr7	173556184	173558723	Zm00001d022424	Chr7	177373961	177376027	Zm00001eb330850	chr7	182564903	182567517																	
csu632b	148.08		GRMZM2G469380	Chr7	173595109	173596932	Zm00001d022421	Chr7	177324035	177325796	Zm00001eb330880	chr7	182614902	182616925																	
csu814a	148.09		GRMZM2G348125	Chr7	173641491	173642947	Zm00001d022420	Chr7	177288787	177289404	Zm00001eb330890	chr7	182651454	182652478																	
LOC103633573	148.09		GRMZM2G410766	Chr7	173692012	173693306	Zm00001d022516	Chr7	179243833	179244627	Zm00001eb330900	chr7	182704718	182706122																	
nactf2	148.10		GRMZM2G181605	Chr7	173780290	173782115	Zm00001d022517	Chr7	179273873	179275691	Zm00001eb330910	chr7	182734869	182736688																	
pco089198	148.12		GRMZM2G181607	Chr7	173786766	173788675	Zm00001d022518	Chr7	179280394	179282173	Zm00001eb330920	chr7	182741326	182743238																	
wox12a	148.35						Zm00001d022524	Chr7	179332232	179334819	Zm00001eb330990	chr7	182793242	182797113																	
dof47	149.70		AC155434.2_FG006	Chr7	173848308	173849744	Zm00001d022525	Chr7	179337787	179341946	Zm00001eb331000	chr7	182798875	182802975																	
glk59	149.73		AC155434.2_FG005	Chr7	173860841	173863018	Zm00001d022526	Chr7	179348954	179352026	Zm00001eb331010	chr7	182809977	182813133																	
