MaizeGDB: Details of Map Genetic 4
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-B97-REFERENCE-NAM-1.0_gene_model	Zm-B97-REFERENCE-NAM-1.0_chr	Zm-B97-REFERENCE-NAM-1.0_start	Zm-B97-REFERENCE-NAM-1.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-CML322-REFERENCE-NAM-1.0_gene_model	Zm-CML322-REFERENCE-NAM-1.0_chr	Zm-CML322-REFERENCE-NAM-1.0_start	Zm-CML322-REFERENCE-NAM-1.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-CML52-REFERENCE-NAM-1.0_gene_model	Zm-CML52-REFERENCE-NAM-1.0_chr	Zm-CML52-REFERENCE-NAM-1.0_start	Zm-CML52-REFERENCE-NAM-1.0_end	Zm-Il14H-REFERENCE-NAM-1.0_gene_model	Zm-Il14H-REFERENCE-NAM-1.0_chr	Zm-Il14H-REFERENCE-NAM-1.0_start	Zm-Il14H-REFERENCE-NAM-1.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-M162W-REFERENCE-NAM-1.0_gene_model	Zm-M162W-REFERENCE-NAM-1.0_chr	Zm-M162W-REFERENCE-NAM-1.0_start	Zm-M162W-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Mo18W-REFERENCE-NAM-1.0_gene_model	Zm-Mo18W-REFERENCE-NAM-1.0_chr	Zm-Mo18W-REFERENCE-NAM-1.0_start	Zm-Mo18W-REFERENCE-NAM-1.0_end	Zm-Ms71-REFERENCE-NAM-1.0_gene_model	Zm-Ms71-REFERENCE-NAM-1.0_chr	Zm-Ms71-REFERENCE-NAM-1.0_start	Zm-Ms71-REFERENCE-NAM-1.0_end	Zm-NC350-REFERENCE-NAM-1.0_gene_model	Zm-NC350-REFERENCE-NAM-1.0_chr	Zm-NC350-REFERENCE-NAM-1.0_start	Zm-NC350-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-Oh7B-REFERENCE-NAM-1.0_gene_model	Zm-Oh7B-REFERENCE-NAM-1.0_chr	Zm-Oh7B-REFERENCE-NAM-1.0_start	Zm-Oh7B-REFERENCE-NAM-1.0_end	Zm-P39-REFERENCE-NAM-1.0_gene_model	Zm-P39-REFERENCE-NAM-1.0_chr	Zm-P39-REFERENCE-NAM-1.0_start	Zm-P39-REFERENCE-NAM-1.0_end	Zm-Tx303-REFERENCE-NAM-1.0_gene_model	Zm-Tx303-REFERENCE-NAM-1.0_chr	Zm-Tx303-REFERENCE-NAM-1.0_start	Zm-Tx303-REFERENCE-NAM-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Sequence
gpm875	163.20		GRMZM2G115340	Chr4	236302566	236303321					Zm00001d053785	Chr4	241014851	241015599	Zm00001eb207110	chr4	244350994	244351749																																																																									
umc2046	163.30		GRMZM2G115342	Chr4	236304585	236308119					Zm00001d053786	Chr4	241016863	241020231	Zm00001eb207120	chr4	244353013	244356411																																																																									
Zm00001eb207130	163.32		GRMZM2G036880	Chr4	236369092	236370422					Zm00001d053787	Chr4	241059714	241060959	Zm00001eb207130	chr4	244395839	244397140																																																																									
aldh33	163.42										Zm00001d053791	Chr4	241126559	241127896	Zm00001eb207190	chr4	244462618	244464099																																																																									
IDP8998	163.45		GRMZM2G142967	Chr4	236453001	236453544					Zm00001d053792	Chr4	241158773	241159221	Zm00001eb207210	chr4	244494896	244495424																																																																									
hyd1	163.50																																																																																										
hyd7	163.50		GRMZM2G163683	Chr4	236566951	236568885					Zm00001d053795	Chr4	241260118	241261991	Zm00001eb207240	chr4	244596333	244597572																																																																									
gcsh3	163.58		GRMZM2G051208	Chr4	236651091	236653129					Zm00001d053800	Chr4	241341720	241343521	Zm00001eb207290	chr4	244677821	244679676																																																																									
PCO088312	163.60		GRMZM2G051276	Chr4	236654329	236658102					Zm00001d053801	Chr4	241344798	241348496	Zm00001eb207300	chr4	244680843	244684640																																																																									
dek10	163.62		GRMZM2G087226	Chr4	236755443	236770419					Zm00001d053802	Chr4	241403906	241405327	Zm00001eb207310	chr4	244737412	244741555																																																																									
GRMZM2G041060	163.72		GRMZM2G041060	Chr4	236728325	236730175					Zm00001d053805	Chr4	241441900	241443616	Zm00001eb207360	chr4	244778048	244779799																																																																									
pco070684	163.74		GRMZM2G041159	Chr4	236714717	236718993					Zm00001d053807	Chr4	241453021	241456437	Zm00001eb207370	chr4	244789111	244793346																																																																									
umc1101	163.75		GRMZM2G041310	Chr4	236710843	236714482					Zm00001d053808	Chr4	241457479	241460882	Zm00001eb207380	chr4	244793609	244797106																																																																									
AY107910	164.00		GRMZM2G168629	Chr4	236906063	236916978					Zm00001d053813	Chr4	241592153	241604223	Zm00001eb207390	chr4	244929431	244941308																																																																									
saur45	164.02		GRMZM2G471304	Chr4	236922304	236923096					Zm00001d053815	Chr4	241609820	241610200	Zm00001eb207400	chr4	244945763	244946764																																																																									
LOC100272428	164.03		GRMZM2G168888	Chr4	236926845	236932705					Zm00001d053816	Chr4	241615198	241618538	Zm00001eb207410	chr4	244951137	244954792																																																																									
Zm00001d053818	164.09		GRMZM2G169020	Chr4	236956692	236959656					Zm00001d053818	Chr4	241643895	241648565	Zm00001eb207430	chr4	244980095	244984937																																																																									
arftf16	165.00		GRMZM2G028980	Chr4	237016081	237022029					Zm00001d053819	Chr4	241710056	241716042	Zm00001eb207450	chr4	245046338	245052434																																																																									
php20608a	167.45		GRMZM2G101818	Chr4	237244514	237245531					Zm00001d053828	Chr4	241949508	241950525	Zm00001eb207550	chr4	245285643	245286831																																																																									
bnlg589	167.48		GRMZM2G101920	Chr4	237277300	237279434					Zm00001d053831	Chr4	241982040	241984774	Zm00001eb207580	chr4	245318430	245319097																																																																									
ubi2	167.51		GRMZM2G419891	Chr4	237423191	237427552					Zm00001d053838	Chr4	242132524	242136885																																																																													
dba1	167.51																																																																																										
Zm00001d053836	167.54		GRMZM2G119157	Chr4	237412928	237413518					Zm00001d053836	Chr4	242117301	242118086	Zm00001eb207620	chr4	245453882	245454229																																																																									
prx45	167.58		GRMZM2G419953	Chr4	237429736	237433365					Zm00001d053839	Chr4	242139070	242141067	Zm00001eb207640	chr4	245475239	245478905																																																																									
c3h1	167.60		GRMZM2G119640	Chr4	237433598	237440210					Zm00001d053841	Chr4	242143111	242149682	Zm00001eb207650	chr4	245479236	245485897																																																																									
IDP7425	167.62		GRMZM2G419994	Chr4	237447041	237448532					Zm00001d053843	Chr4	242157651	242157947	Zm00001eb207660	chr4	245493067	245494569																																																																									
stp14	167.65		GRMZM2G420004	Chr4	237460894	237462901					Zm00001d053846	Chr4	242170073	242172587	Zm00001eb207680	chr4	245506369	245508746																																																																									
umc1532	167.68		GRMZM2G111293	Chr4	237495366	237496278					Zm00001d053851	Chr4	242207541	242208121	Zm00001eb207710	chr4	245543785	245544119																																																																									
si707005d07	167.70		GRMZM2G111304	Chr4	237495401	237500609					Zm00001d053852	Chr4	242208559	242212798	Zm00001eb207720	chr4	245544714	245548881																																																																									
umc124b(chk)	168.10		GRMZM2G111319	Chr4	237502083	237505189					Zm00001d053853	Chr4	242214223	242216703	Zm00001eb207730	chr4	245550418	245552102																																																																									
why2	168.15		GRMZM2G012262	Chr4	237573503	237579217					Zm00001d053855	Chr4	242281659	242285564	Zm00001eb207760	chr4	245617830	245623535																																																																									
LOC100272855	168.18		GRMZM2G009871	Chr4	237585169	237590369					Zm00001d053857	Chr4	242293269	242298482	Zm00001eb207780	chr4	245629316	245634717																																																																									
ehd1	168.20		GRMZM2G052740	Chr4	237679545	237684012					Zm00001d053858	Chr4	242390665	242395306	Zm00001eb207790	chr4	245726865	245733299																																																																									
ereb98	168.21		GRMZM2G052720	Chr4	237684792	237686205					Zm00001d053859	Chr4	242396086	242396676																																																																													
GRMZM2G351027	168.22		GRMZM2G351027	Chr4	237690352	237693569					Zm00001d053860	Chr4	242400871	242404592	Zm00001eb207810	chr4	245740221	245740893																																																																									
cl821_1	168.23		GRMZM2G003157	Chr4	237802001	237811994					Zm00001d053861	Chr4	242512382	242522531	Zm00001eb207820	chr4	245848592	245858913																																																																									
IDP7964	168.24		GRMZM2G303374	Chr4	237811785	237816032					Zm00001d053862	Chr4	242512732	242523643	Zm00001eb207830	chr4	245858473	245859845																																																																									
Zm00001d053863	168.26		GRMZM2G303374	Chr4	237811785	237816032					Zm00001d053863	Chr4	242524003	242526153	Zm00001eb207840	chr4	245860203	245862367																																																																									
Zm00001d053864	168.28		GRMZM2G450937	Chr4	237851280	237857810					Zm00001d053864	Chr4	242557991	242560362	Zm00001eb207850	chr4	245894195	245896584																																																																									
cl919_2b	168.48		GRMZM2G451061	Chr4	237914680	237915913					Zm00001d053870	Chr4	242621418	242623305	Zm00001eb207910	chr4	245957574	245958855																																																																									
cl1012_1a	168.50		GRMZM5G851807	Chr4	237933907	237936944					Zm00001d053872	Chr4	242631115	242643653	Zm00001eb207920	chr4	245967450	245979902																																																																									
LOC100279602	168.52		GRMZM2G153899	Chr4	237937204	237942913					Zm00001d053873	Chr4	242643886	242649671	Zm00001eb207930	chr4	245980077	245985876																																																																									
si707029e04a	168.54		GRMZM2G058004	Chr4	237983903	237987548					Zm00001d053874	Chr4	242693585	242697891	Zm00001eb207940	chr4	246029679	246033757																																																																									
Zm00001d053875	168.56		GRMZM2G166162	Chr4	237991959	237997623					Zm00001d053875	Chr4	242702075	242707311	Zm00001eb207950	chr4	246037578	246043512																																																																									
zll4	168.60		GRMZM2G166147	Chr4	238032253	238033263					Zm00001d000306	B73V4_ctg107	58890	59216																																																																													
hb24	168.65		GRMZM2G166041	Chr4	238046062	238047920					Zm00001d000303	B73V4_ctg107	44572	45477	Zm00001eb208000	chr4	246109392	246110982																																																																									
prh70	168.67		GRMZM2G166035	Chr4	238052005	238055564					Zm00001d000302	B73V4_ctg107	36639	40287	Zm00001eb208010	chr4	246114806	246118717																																																																									
LOC103654917	168.69		GRMZM2G166032	Chr4	238060385	238063017					Zm00001d000301	B73V4_ctg107	28850	31668	Zm00001eb208020	chr4	246123335	246126910																																																																									
eif5	168.70		GRMZM2G165917	Chr4	238064651	238068549					Zm00001d000300	B73V4_ctg107	25722	27077	Zm00001eb208030	chr4	246127933	246131299																																																																									
LOC103656033	168.88																																																																																										
cct24	168.90		GRMZM2G155370	Chr4	238141556	238145187					Zm00001d053880	Chr4	242868767	242871205	Zm00001eb208040	chr4	246204751	246213078																																																																									
cl21841_1b	168.91		GRMZM2G117441	Chr4	238226539	238228371					Zm00001d053883	Chr4	242953208	242954479	Zm00001eb208070	chr4	246290048	246291910																																																																									
Zm00001d053882	168.91		GRMZM2G117346	Chr4	238220388	238226297					Zm00001d053882	Chr4	242948908	242952750	Zm00001eb208060	chr4	246283967	246290017																																																																									
saur46	168.92		AC196708.3_FG006	Chr4	238231511	238231909					Zm00001d053884	Chr4	242957976	242958374	Zm00001eb208090	chr4	246295096	246295494																																																																									
cl19683_1b	168.93		GRMZM2G117459	Chr4	238236490	238240143					Zm00001d053885	Chr4	242962955	242966398	Zm00001eb208100	chr4	246300075	246303528																																																																									
umc1720	168.94		GRMZM2G165931	Chr4	238247843	238254875					Zm00001d053886	Chr4	242972197	242981389	Zm00001eb208110	chr4	246309170	246318613																																																																									
cnx6	168.95		GRMZM2G165966	Chr4	238255268	238256301					Zm00001d053887	Chr4	242981995	242982564	Zm00001eb208120	chr4	246318860	246319915																																																																									
cas1	169.00		GRMZM2G065494	Chr4	238310811	238319374					Zm00001d053889	Chr4	243042533	243050543	Zm00001eb208140	chr4	246376204	246388362																																																																									
sbp20	169.02		GRMZM2G065451	Chr4	238318275	238321628					Zm00001d053890	Chr4	243050411	243053629	Zm00001eb208150	chr4	246387303	246390553																																																																									
LOC103656035	169.04		GRMZM2G139341	Chr4	238485504	238492301					Zm00001d053894	Chr4	243184586	243227697	Zm00001eb208190	chr4	246552962	246564808																																																																									
bhlh51	169.20		GRMZM2G139372	Chr4	238494709	238498244					Zm00001d053895	Chr4	243230105	243233634	Zm00001eb208200	chr4	246567487	246571022																																																																									
rop2	170.00		GRMZM5G846811	Chr4	238592881	238596701					Zm00001d053899	Chr4	243343911	243347704	Zm00001eb208230	chr4	246681265	246685147																																																																									
fold3	170.20		AC233922.1_FG005	Chr4	238598643	238601466					Zm00001d053900	Chr4	243349088	243352645	Zm00001eb208240	chr4	246686677	246690035																																																																									
gts3	170.22		AC233922.1_FG004	Chr4	238603361	238603591					Zm00001d053901	Chr4	243354098	243358656	Zm00001eb208250	chr4	246691348	246696658																																																																									
aldh34	170.26		AC233922.1_FG003	Chr4	238615905	238618619					Zm00001d053906	Chr4	243382173	243392450	Zm00001eb208270	chr4	246708148	246720831																																																																									
csd2	171.95		GRMZM2G389768	Chr4	238665158	238666872					Zm00001d053908	Chr4	243422436	243423185	Zm00001eb208310	chr4	246759379	246760666																																																																									
GRMZM2G090156	171.97		GRMZM2G090156	Chr4	238707295	238712177					Zm00001d053909	Chr4	243464108	243468711	Zm00001eb208320	chr4	246800971	246806124																																																																									
npi451	172.18		GRMZM2G042664	Chr4	238766010	238772848					Zm00001d053911	Chr4	243523053	243529919	Zm00001eb208350	chr4	246860204	246867385																																																																									
