MaizeGDB: Details of Map Genetic 6
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Ki11-REFERENCE-NAM-1.0_gene_model	Zm-Ki11-REFERENCE-NAM-1.0_chr	Zm-Ki11-REFERENCE-NAM-1.0_start	Zm-Ki11-REFERENCE-NAM-1.0_end	Sequence
AY110400	118.08		GRMZM5G872417	Chr6	162862269	162867072	Zm00001d038914	Chr6	166871193	166875978	Zm00001eb294900	chr6	174188312	174192843													
wakl37	118.10		GRMZM2G017157	Chr6	162869903	162873650	Zm00001d038915	Chr6	166879015	166882711	Zm00001eb294910	chr6	174195787	174199903													
ring412	118.15		GRMZM2G320399	Chr6	162879353	162886738	Zm00001d038916	Chr6	166888284	166895783	Zm00001eb294920	chr6	174205198	174213135													
cl65062_1a	118.20		GRMZM2G017269	Chr6	162887447	162890818	Zm00001d038917	Chr6	166896688	166899871	Zm00001eb294930	chr6	174213487	174217001													
ipt8	119.00		GRMZM2G025429	Chr6	162939562	162941480	Zm00001d038921	Chr6	166949706	166950815	Zm00001eb294970	chr6	174266460	174268235													
cfm1	120.00		GRMZM5G813259	Chr6	162967857	162970961	Zm00001d038922	Chr6	166977536	166982310	Zm00001eb294980	chr6	174294537	174299331													
npi419a	120.25																										
rack1	120.50		GRMZM2G038032	Chr6	163078693	163081080	Zm00001d038923	Chr6	167106090	167108422	Zm00001eb294990	chr6	174423091	174425464													
si707005a05	120.70		GRMZM2G113129	Chr6	163111934	163115120	Zm00001d038925	Chr6	167142116	167146479	Zm00001eb295010	chr6	174459148	174463591													
qsox1	120.90		GRMZM2G113216	Chr6	163118403	163123994	Zm00001d038927	Chr6	167149767	167155236	Zm00001eb295030	chr6	174466741	174472400													
Zm00001d038928	120.92		GRMZM2G113382	Chr6	163125596	163130137	Zm00001d038928	Chr6	167156842	167161458	Zm00001eb295040	chr6	174473829	174478535													
atp2	121.00		GRMZM2G113408	Chr6	163133778	163137313	Zm00001d038929	Chr6	167164721	167168568	Zm00001eb295050	chr6	174481713	174485777													
myb130	122.00		GRMZM2G069325	Chr6	163187174	163188702	Zm00001d038930	Chr6	167214153	167215654	Zm00001eb295060	chr6	174531169	174533398													
pco100771	122.18		GRMZM2G057251	Chr6	163202448	163209585	Zm00001d038931	Chr6	167229386	167236425	Zm00001eb295070	chr6	174546426	174553545													
umc2323	122.20		GRMZM2G057369	Chr6	163209693	163214633	Zm00001d038932	Chr6	167236940	167241191	Zm00001eb295080	chr6	174553690	174558687													
mmp113	122.95																										
LOC100283193	123.98		GRMZM2G039385	Chr6	163287273	163296169	Zm00001d038936	Chr6	167317799	167323586	Zm00001eb295120	chr6	174634769	174640619													
cl22071_1	124.00		GRMZM2G039385	Chr6	163287273	163296169	Zm00001d038937	Chr6	167324066	167326614	Zm00001eb295130	chr6	174641078	174643494													
Zm00001d038946	124.12		GRMZM2G481261	Chr6	163374733	163377635	Zm00001d038946	Chr6	167402294	167403996	Zm00001eb295180	chr6	174719342	174721048													
gogat3	124.20		GRMZM2G375064	Chr6	163414060	163425833	Zm00001d038948	Chr6	167441439	167452966	Zm00001eb295220	chr6	174762356	174770324													
pao7	124.30						Zm00001d038952	Chr6	167574706	167576212	Zm00001eb295270	chr6	174892088	174892698													
IDP7180	124.50		GRMZM2G149800	Chr6	163617979	163625400	Zm00001d038954	Chr6	167624782	167632082	Zm00001eb295310	chr6	174941766	174949229													
LOC100285412	124.52		GRMZM2G149717	Chr6	163625571	163632543	Zm00001d038955	Chr6	167632187	167639074	Zm00001eb295320	chr6	174949294	174956336													
IDP9005	124.60		GRMZM6G743306	Chr6	163700114	163701871	Zm00001d038959	Chr6	167699425	167706622	Zm00001eb295350	chr6	175016381	175023762													
IDP7155	124.80		GRMZM2G097738	Chr6	163829916	163834258	Zm00001d038964	Chr6	167834181	167838452	Zm00001eb295390	chr6	175151245	175155640													
pup7	124.82		GRMZM2G069016	Chr6	163863244	163864768	Zm00001d038965	Chr6	167867757	167868857	Zm00001eb295400	chr6	175184562	175186121													
bhlh183	124.84						Zm00001d038966	Chr6	167873405	167874182	Zm00001eb295410	chr6	175189992	175192787													
LOC100193034	124.88		GRMZM2G141461	Chr6	163966798	163968573	Zm00001d038968	Chr6	167937166	167939239	Zm00001eb295430	chr6	175254621	175256399													
LOC103630716	124.90		GRMZM2G381739	Chr6	164015843	164018799	Zm00001d038969	Chr6	167985167	167988002	Zm00001eb295440	chr6	175302242	175305530													
cl22324_1	125.26		GRMZM2G086132	Chr6	164022005	164029591	Zm00001d038970	Chr6	167991224	167998724	Zm00001eb295460	chr6	175308365	175316282													
AY104289	125.30		GRMZM2G085849	Chr6	164035491	164040532	Zm00001d038972	Chr6	168004770	168021297	Zm00001eb295480	chr6	175321914	175327004													
uce10	125.30		GRMZM2G381709	Chr6	164043237	164047725	Zm00001d038972	Chr6	168004770	168021297	Zm00001eb295490	chr6	175329821	175338466													
cl17145_1b	125.32		GRMZM2G085675	Chr6	164057997	164061032	Zm00001d038973	Chr6	168027264	168030325	Zm00001eb295500	chr6	175344462	175347522													
LOC103630719	125.38		AC195860.3_FG005	Chr6	164072117	164073768	Zm00001d038976	Chr6	168040258	168043248	Zm00001eb295530	chr6	175357369	175360443													
iaa47	125.71		GRMZM2G084993	Chr6	164128145	164133375	Zm00001d038980	Chr6	168099647	168104795	Zm00001eb295580	chr6	175416890	175422184													
TIDP2711	125.72		GRMZM2G150264	Chr6	164186479	164190030	Zm00001d038981	Chr6	168192154	168195705	Zm00001eb295590	chr6	175509390	175512900													
cl42689_2	125.73		GRMZM2G150257	Chr6	164179562	164184487	Zm00001d038982	Chr6	168195382	168207024	Zm00001eb295600	chr6	175514915	175524259													
psah1	125.75		GRMZM2G451224	Chr6	164173766	164175105	Zm00001d038984	Chr6	168207284	168208191	Zm00001eb295610	chr6	175524528	175525588													
si486053d12a	125.77		GRMZM2G079832	Chr6	164338059	164341072	Zm00001d038988	Chr6	168296702	168299778	Zm00001eb295630	chr6	175613957	175616953													
ropgef11	125.78		GRMZM2G377615	Chr6	164341592	164344368	Zm00001d038989	Chr6	168300047	168303054	Zm00001eb295640	chr6	175617292	175620402													
umc2165	125.80		GRMZM2G079583	Chr6	164347217	164350301	Zm00001d038991	Chr6	168305998	168308728	Zm00001eb295670	chr6	175623148	175625984													
bnlg1759a	125.85		GRMZM2G157218	Chr6	164386900	164388730	Zm00001d038993	Chr6	168345096	168345887	Zm00001eb295690	chr6	175662674	175663054													
thx1	125.87		GRMZM2G157219	Chr6	164397872	164405814	Zm00001d038994	Chr6	168356470	168357501	Zm00001eb295700	chr6	175673055	175681060													
Zm00001eb295710	125.88		GRMZM2G007122	Chr6	164460247	164463569	Zm00001d038995	Chr6	168419978	168423074	Zm00001eb295710	chr6	175737205	175740527													
ga2ox8	125.90		GRMZM2G155686	Chr6	164507675	164509560	Zm00001d038996	Chr6	168446326	168448293	Zm00001eb295720	chr6	175763538	175765716													
cle15	126.00		AC210731.3_FG002	Chr6	164521729	164522010	Zm00001d038997	Chr6	168460675	168460956																	
si660071f05a	126.18		GRMZM2G038183	Chr6	164567120	164571509	Zm00001d038998	Chr6	168506016	168510678	Zm00001eb295740	chr6	175823319	175827858													
din7	126.20		GRMZM2G038284	Chr6	164572347	164575688	Zm00001d038999	Chr6	168511300	168514580	Zm00001eb295750	chr6	175828593	175831934													
dnaJ67	126.22		GRMZM2G039886	Chr6	164577178	164579660	Zm00001d039000	Chr6	168516159	168518324	Zm00001eb295770	chr6	175833424	175835739													
IDP2448a	126.25		GRMZM2G040102	Chr6	164586945	164588778	Zm00001d039001	Chr6	168525940	168527755	Zm00001eb295790	chr6	175843449	175844981													
hb3	126.40		GRMZM2G122750	Chr6	164671161	164681928	Zm00001d039002	Chr6	168609968	168621490	Zm00001eb295800	chr6	175927277	175938873													
nactf87	126.50		GRMZM2G031200	Chr6	164697457	164699173	Zm00001d039004	Chr6	168636237	168637959	Zm00001eb295810	chr6	175953581	175955309													
cl37601_1a	126.53		GRMZM2G031053	Chr6	164699355	164706569	Zm00001d039005	Chr6	168638018	168645494	Zm00001eb295820	chr6	175955406	175962982													
arftf24	126.57		GRMZM2G030710	Chr6	164719893	164725158	Zm00001d039006	Chr6	168658572	168663801	Zm00001eb295830	chr6	175975687	175981396													
mms21	126.60		GRMZM2G022065	Chr6	164732469	164735613	Zm00001d039007	Chr6	168671553	168674425	Zm00001eb295840	chr6	175988906	175991782													
umc1248	126.70		GRMZM2G021794	Chr6	164751211	164752438	Zm00001d039010	Chr6	168690217	168691038	Zm00001eb295850	chr6	176007415	176008720													
grx14	126.74		GRMZM2G318180	Chr6	164757948	164758552	Zm00001d039011	Chr6	168696882	168697316	Zm00001eb295860	chr6	176012964	176015130													
c3h53	126.80		GRMZM2G020928	Chr6	164773159	164775979	Zm00001d039014	Chr6	168713527	168714450	Zm00001eb295890	chr6	176029270	176032246													
ring414	126.90		GRMZM2G020814	Chr6	164778158	164784622	Zm00001d039015	Chr6	168716951	168722841	Zm00001eb295900	chr6	176034161	176040785													
ras11C3	127.00		GRMZM2G020661	Chr6	164784901	164786729	Zm00001d039016	Chr6	168723799	168725535	Zm00001eb295910	chr6	176041013	176042961													
wox9c	128.00		GRMZM2G409881	Chr6	164845767	164849983	Zm00001d039017	Chr6	168767482	168771320	Zm00001eb295920	chr6	176084528	176089143													
ereb165	128.43		GRMZM2G317596	Chr6	164875430	164876438	Zm00001d039019	Chr6	168819645	168820517	Zm00001eb295930	chr6	176136754	176137949													
umc62	128.45		GRMZM2G022453	Chr6	164878054	164881643	Zm00001d039020	Chr6	168822275	168828891	Zm00001eb295940	chr6	176139639	176143180													
bnlg1740	128.47		GRMZM2G023133	Chr6	164888194	164890029	Zm00001d039021	Chr6	168832409	168834314	Zm00001eb295960	chr6	176149773	176151800													
csu928	128.48		GRMZM2G154648	Chr6	164972790	164978045	Zm00001d039029	Chr6	168918320	168921679	Zm00001eb296010	chr6	176239209	176241029													
wrky117	128.50		GRMZM2G453571	Chr6	164999993	165002960	Zm00001d039032	Chr6	168945257	168948458	Zm00001eb296020	chr6	176262652	176265843													
emb15	128.70		GRMZM2G165694	Chr6	165043699	165048894	Zm00001d039036	Chr6	168999800	169005010	Zm00001eb296050	chr6	176317183	176322463													
mpk20	128.72		GRMZM2G165679	Chr6	165049806	165051519	Zm00001d039037	Chr6	169005842	169010502	Zm00001eb296060	chr6	176323317	176328469													
cl2592_1	128.80		GRMZM2G102779	Chr6	165090982	165093128	Zm00001d039038	Chr6	169020979	169022727	Zm00001eb296070	chr6	176338057	176340314													
Zm00001d039039	128.85		GRMZM2G102605	Chr6	165096684	165100062	Zm00001d039039	Chr6	169026421	169029775	Zm00001eb296080	chr6	176343839	176347482													
lhcb7	128.90		GRMZM2G402936	Chr6	165101052	165102377	Zm00001d039040	Chr6	169030660	169031891	Zm00001eb296090	chr6	176348080	176349774													
si606061f01	129.00		GRMZM2G101515	Chr6	165183328	165194687	Zm00001d039041	Chr6	169128664	169140520	Zm00001eb296100	chr6	176445928	176457794													
grf7	129.02		GRMZM2G366778	Chr6	165198082	165211593	Zm00001d039042	Chr6	169143130	169157350	Zm00001eb296110	chr6	176460809	176474765													
LOC100282399	129.70		GRMZM2G065757	Chr6	165214021	165220621	Zm00001d039043	Chr6	169159820	169166340	Zm00001eb296120	chr6	176477256	176483315													
wrky51	130.00		GRMZM2G366795	Chr6	165221558	165224020	Zm00001d039044	Chr6	169167038	169169532	Zm00001eb296130	chr6	176484649	176487393													
mybr47	130.20		GRMZM2G117497	Chr6	165301952	165303494	Zm00001d039049	Chr6	169245888	169247273	Zm00001eb296170	chr6	176563304	176564688													
dmag3	130.21		GRMZM2G117574	Chr6	165303871	165305294	Zm00001d039050	Chr6	169248094	169248969	Zm00001eb296180	chr6	176565068	176566505													
Zm00001eb296190	130.23		GRMZM2G160504	Chr6	165325124	165330453	Zm00001d039051	Chr6	169293985	169306439	Zm00001eb296190	chr6	176611274	176616970													
Zm00001eb296200	130.25		GRMZM2G160460	Chr6	165331718	165337586	Zm00001d039051	Chr6	169293985	169306439	Zm00001eb296200	chr6	176617014	176623911													
npi260	130.28		GRMZM2G160430	Chr6	165352073	165357787	Zm00001d039052	Chr6	169320793	169327039	Zm00001eb296220	chr6	176638132	176644042													
kcs16	130.30		GRMZM2G160417	Chr6	165362283	165364762	Zm00001d039053	Chr6	169331804	169333348	Zm00001eb296230	chr6	176648625	176651154													
pco153568a	130.36		GRMZM2G348873	Chr6	165448578	165453759	Zm00001d039059	Chr6	169394180	169398433	Zm00001eb296290	chr6	176711730	176716187													
GRMZM2G092475	130.38		GRMZM2G092475	Chr6	165484031	165501223	Zm00001d039061	Chr6	169431270	169449026	Zm00001eb296300	chr6	176748737	176766481													
cl68545_1	130.40		GRMZM2G394962	Chr6	165502919	165516196	Zm00001d039062	Chr6	169450029	169464591	Zm00001eb296310	chr6	176767557	176782068													
Zm00001eb296320	130.42		AC188023.3_FG005	Chr6	165516914	165518066	Zm00001d039064	Chr6	169464744	169465894	Zm00001eb296320	chr6	176782218	176783205													
gbf1	130.48		GRMZM2G011932	Chr6	165543429	165548373	Zm00001d039065	Chr6	169491185	169496107	Zm00001eb296340	chr6	176808589	176813758													
pco110419	130.60		GRMZM2G011662	Chr6	165549784	165553311	Zm00001d039066	Chr6	169497057	169501065	Zm00001eb296350	chr6	176814611	176818640													
IDP3790	131.20		GRMZM2G145527	Chr6	165590132	165591136	Zm00001d039070	Chr6	169540188	169541266	Zm00001eb296400	chr6	176857650	176858850													
spa2	131.22		GRMZM2G145556	Chr6	165593302	165602395	Zm00001d039072	Chr6	169543363	169552829	Zm00001eb296410	chr6	176860912	176870382													
pco108695b	131.24		GRMZM5G846343	Chr6	165685848	165687279	Zm00001d039076	Chr6	169623657	169625207	Zm00001eb296420	chr6	176941243	176942921													
ereb34	131.30		GRMZM5G846057	Chr6	165687986	165689517	Zm00001d039077	Chr6	169626430	169627293	Zm00001eb296430	chr6	176943641	176945017													
idh2	131.48		GRMZM5G829778	Chr6	165734052	165737680	Zm00001d039079	Chr6	169685197	169688921	Zm00001eb296460	chr6	177002710	177006491													
mads70	131.50		GRMZM5G891280	Chr6	165738341	165739291	Zm00001d039080	Chr6	169689637	169690380	Zm00001eb296470	chr6	177007044	177008001													
npi597a	131.55		GRMZM5G855337	Chr6	165740749	165742725	Zm00001d039081	Chr6	169691992	169698377	Zm00001eb296480	chr6	177009468	177016020													
vq37	131.60		GRMZM5G814101	Chr6	165760129	165761079	Zm00001d039082	Chr6	169711274	169712224	Zm00001eb296490	chr6	177029549	177029782													
LOC100276192	131.62		GRMZM2G163283	Chr6	165761778	165762499	Zm00001d039083	Chr6	169713138	169713554	Zm00001eb296500	chr6	177030097	177031280													
Zm00001d039086	131.65		GRMZM5G811731	Chr6	165782296	165784898	Zm00001d039086	Chr6	169733422	169738386	Zm00001eb296520	chr6	177050873	177056244													
Zm00001eb296530	131.67		AC231411.1_FG011	Chr6	165825783	165826985	Zm00001d039087	Chr6	169776869	169778071	Zm00001eb296530	chr6	177093919	177095763													
mdh2	131.70		GRMZM2G154595	Chr6	165831537	165836297	Zm00001d039089	Chr6	169782693	169787367	Zm00001eb296550	chr6	177099811	177104921													
npi561	131.70																										
LOC103630761	131.88		GRMZM2G354604	Chr6	165905099	165907609	Zm00001d039091	Chr6	169864685	169867294	Zm00001eb296580	chr6	177182228	177185069													
kcs18	131.90		GRMZM2G156620	Chr6	166000612	166002984	Zm00001d039094	Chr6	169955183	169956712	Zm00001eb296590	chr6	177272550	177274781													
c3h3	132.00		GRMZM2G149347	Chr6	166060984	166063087	Zm00001d039101	Chr6	170023704	170025807	Zm00001eb296640	chr6	177341332	177343475													
LOC100272852	132.02		GRMZM2G097132	Chr6	116678772	116680485	Zm00001d039102	Chr6	170102019	170103743	Zm00001eb296650	chr6	177420240	177422073													
Zm00001d039103	132.76		GRMZM2G364208	Chr6	166138947	166140014	Zm00001d039103	Chr6	170106206	170106700	Zm00001eb296670	chr6	177424157	177424977													
chup1	132.78		GRMZM2G062738	Chr6	166141772	166146276	Zm00001d039104	Chr6	170108921	170113150	Zm00001eb296680	chr6	177426073	177431552													
mpk12	132.80		GRMZM2G062761	Chr6	166147896	166153617	Zm00001d039105	Chr6	170114771	170120452	Zm00001eb296690	chr6	177432982	177438789													
rps12a	132.90		GRMZM2G132929	Chr6	166161670	166163427	Zm00001d039106	Chr6	170128583	170130302	Zm00001eb296700	chr6	177446077	177448576													
bnlg1136a	132.95		GRMZM5G847466	Chr6	166188864	166189789	Zm00001d039110	Chr6	170150152	170150670	Zm00001eb296740	chr6	177468126	177469067													
cl15744_1	133.00		GRMZM2G026013	Chr6	166252347	166255716	Zm00001d039111	Chr6	170221278	170225996	Zm00001eb296750	chr6	177540900	177544423													
tsh1	133.20		GRMZM2G325850	Chr6	166277494	166278842	Zm00001d039113	Chr6	170248013	170249485	Zm00001eb296770	chr6	177566430	177567740													
dmag2	133.50		GRMZM2G114592	Chr6	166365839	166367252	Zm00001d039115	Chr6	170339523	170340530	Zm00001eb296790	chr6	177657869	177659350													
zhd6	133.60		GRMZM2G414844	Chr6	166375940	166377410	Zm00001d039116	Chr6	170344563	170350619	Zm00001eb296830	chr6	177667981	177669448													
rl1	133.70		GRMZM2G114503	Chr6	166381903	166382762	Zm00001d039118	Chr6	170355507	170356366	Zm00001eb296840	chr6	177674010	177674807													
mybr57	133.77		GRMZM2G139174	Chr6	166438508	166439034	Zm00001d039119	Chr6	170394361	170395337	Zm00001eb296850	chr6	177712798	177713774													
umc1653	133.78		GRMZM2G438895	Chr6	166449605	166457305	Zm00001d039120	Chr6	170405737	170413431	Zm00001eb296870	chr6	177724170	177731885													
pco148677	133.80		GRMZM2G320802	Chr6	166662667	166676268	Zm00001d039127	Chr6	170606812	170620414	Zm00001eb296950	chr6	177925231	177938833													
sbt37	133.82		GRMZM2G455283	Chr6	166762596	166763145	Zm00001d039130	Chr6	170708207	170708431	Zm00001eb296970	chr6	178026627	178026851													
agp2	134.10		GRMZM2G027955	Chr6	166787452	166793059	Zm00001d039131	Chr6	170732907	170739381	Zm00001eb296990	chr6	178052132	178057800													
afd1	135.00		GRMZM2G059037	Chr6	166795461	166827341	Zm00001d039133	Chr6	170759206	170773388	Zm00001eb297030	chr6	178088113	178091923													
tdy1	135.02		GRMZM2G321778	Chr6	166836363	166837893	Zm00001d039135	Chr6	170789131	170789949	Zm00001eb297040	chr6	178107405	178109564													
TIDP2736	135.04		GRMZM2G163888	Chr6	166995641	167004294	Zm00001d039138	Chr6	170946769	170955570	Zm00001eb297070	chr6	178263946	178273687													
LOC103630785	135.05		GRMZM2G163883	Chr6	167010383	167011787	Zm00001d039139	Chr6	170961639	170963179	Zm00001eb297090	chr6	178279203	178281169													
mpk13	135.06		GRMZM2G163861	Chr6	167018695	167023853	Zm00001d039141	Chr6	170970064	170973973	Zm00001eb297110	chr6	178288229	178293094													
LOC100282721	135.07		GRMZM2G163809	Chr6	167024321	167029621	Zm00001d039142	Chr6	170975626	170982870	Zm00001eb297120	chr6	178293716	178298992													
si496006e06c	135.09		GRMZM2G159016	Chr6	167086176	167088019	Zm00001d039146	Chr6	171035380	171036741	Zm00001eb297170	chr6	178353325	178355048													
asg7a	135.10		GRMZM2G158998	Chr6	167097462	167099961	Zm00001d039147	Chr6	171041056	171048997	Zm00001eb297180	chr6	178359154	178367119													
pco129004(525)	135.20		AC233870.1_FG006	Chr6	167207086	167219697	Zm00001d039154	Chr6	171163852	171169201	Zm00001eb297230	chr6	178474590	178487288													
si603001h10	135.28		AC233870.1_FG004	Chr6	167231018	167233769	Zm00001d039155	Chr6	171177893	171180993	Zm00001eb297240	chr6	178495992	178500156													
pza01875	135.28		AC233870.1_FG003	Chr6	167234209	167236984	Zm00001d039156	Chr6	171181094	171184464	Zm00001eb297250	chr6	178498374	178502589													
pco086635(414)	135.30		GRMZM2G144372	Chr6	167313271	167317323	Zm00001d039157	Chr6	171239022	171243031	Zm00001eb297260	chr6	178557144	178561193													
TIDP2987	135.40		GRMZM2G172274	Chr6	167337882	167339803	Zm00001d039158	Chr6	171285758	171287677	Zm00001eb297270	chr6	178603468	178605802													
