MaizeGDB: Details of Map Genetic 3
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Sequence
glp43	144.14		GRMZM2G425638	Chr3	204765149	204766294	Zm00001d043710	Chr3	207990045	207990707	Zm00001eb155450	chr3	210036675	210037814									
clc4	144.56		GRMZM2G333833	Chr3	205063871	205069744	Zm00001d043721	Chr3	208292239	208298368	Zm00001eb155530	chr3	210338369	210345013									
GRMZM2G035276	144.58		GRMZM2G035276	Chr3	205070404	205073328	Zm00001d043722	Chr3	208299038	208301621	Zm00001eb155540	chr3	210346445	210348390									
LOC100275866	144.59		GRMZM2G035222	Chr3	205077942	205079550	Zm00001d043723	Chr3	208306504	208307754	Zm00001eb155550	chr3	210352892	210354612									
si683005a07	144.60		GRMZM2G034975	Chr3	205088843	205097491	Zm00001d043724	Chr3	208317553	208325762	Zm00001eb155560	chr3	210363054	210372616									
pmei44	144.70		GRMZM2G003838	Chr3	205178929	205180093	Zm00001d043725	Chr3	208413833	208415194	Zm00001eb155570	chr3	210460268	210461519									
umc1825	144.88																						
fps3	145.00		GRMZM2G098569	Chr3	205218174	205222694	Zm00001d043727	Chr3	208452423	208456825	Zm00001eb155590	chr3	210498832	210503408									
y10	145.28																						
IDP8087	145.60						Zm00001d043729	Chr3	208584372	208585516	Zm00001eb155610	chr3	210630723	210632377									
dhn18	145.62						Zm00001d043730	Chr3	208597979	208599185	Zm00001eb155620	chr3	210644563	210645769									
sbt23	145.64						Zm00001d043731	Chr3	208601277	208604025	Zm00001eb155630	chr3	210647819	210651480									
Zm00001d043734	145.78		GRMZM6G559102	scaffold_201	373	1362	Zm00001d043734	Chr3	208686575	208689586	Zm00001eb155650	chr3	210733163	210736225									
sweet2a	145.80		GRMZM6G056015	Chr3	205331971	205333959	Zm00001d043735	Chr3	208692615	208694505	Zm00001eb155660	chr3	210739191	210741141									
TIDP3676	145.89		GRMZM2G126853	Chr3	205336002	205340004	Zm00001d043736	Chr3	208699685	208703666	Zm00001eb155670	chr3	210746274	210750259									
umc17a	146.38		GRMZM2G057283	Chr3	205369890	205371486	Zm00001d043737	Chr3	208732833	208734429	Zm00001eb155680	chr3	210779427	210781020									
AW258116	146.38						Zm00001d043743	Chr3	208855278	208867486													
mkkk22	146.38		GRMZM2G041774	Chr3	205438138	205439773	Zm00001d043740	Chr3	208800675	208802444	Zm00001eb155710	chr3	210847204	210853152									
mkkk19	146.38		GRMZM2G165099	Chr3	205449653	205451359	Zm00001d043741	Chr3	208812098	208813525	Zm00001eb155720	chr3	210858687	210860215									
Zm00001d043738	146.38		GRMZM2G335826	Chr3	205423101	205424452	Zm00001d043738	Chr3	208785996	208787123	Zm00001eb155690	chr3	210832314	210834089									
Zm00001d043742	146.38		GRMZM2G404078	Chr3	205466922	205468432	Zm00001d043742	Chr3	208848838	208850514	Zm00001eb155730	chr3	210895738	210897400									
miR11970	146.38																						
LOC100304381	146.39		GRMZM2G051683	Chr3	205769270	205770970	Zm00001d043752	Chr3	209087178	209088617	Zm00001eb155800	chr3	211133379	211135406									
Zm00001eb155880	146.39		AC233882.1_FG005	Chr3	205890563	205895100	Zm00001d043765	Chr3	209275481	209277669	Zm00001eb155880	chr3	211322153	211324394									
LOC103634467	146.39		AC207884.3_FG002	Chr3	209705392	209709481	Zm00001d043755	Chr3	209111737	209117524	Zm00001eb155820	chr3	211159960	211160412									
cyp63	146.39		GRMZM5G833207	Chr3	205847179	205848771	Zm00001d043762	Chr3	209228407	209235345	Zm00001eb155860	chr3	211275057	211281914									
LOC103651302	146.39		AC233882.1_FG003	Chr3	205916618	205926201	Zm00001d043766	Chr3	209298709	209308984	Zm00001eb155890	chr3	211345607	211355603									
peamt1	146.40		GRMZM2G122296	Chr3	206225251	206228777	Zm00001d043771	Chr3	209626178	209629716	Zm00001eb155940	chr3	211672738	211676418									
LOC100383754	146.40		GRMZM2G469747	Chr3	206044739	206049295	Zm00001d043767	Chr3	209432515	209436007	Zm00001eb155910	chr3	211479089	211483058									
gtf18	146.40		GRMZM2G152057	Chr3	206091518	206100888	Zm00001d043768	Chr3	209493445	209502914	Zm00001eb155920	chr3	211540084	211549747									
TIDP2877	146.90		GRMZM2G466139	Chr3	206396162	206414447	Zm00001d043775	Chr3	209789777	209811322	Zm00001eb155980	chr3	211836356	211857958									
ppr152	148.00		GRMZM2G050697	Chr3	206557927	206560435	Zm00001d043778	Chr3	209949057	209951249	Zm00001eb156000	chr3	211995316	211998042									
pth1	149.00	3.08	GRMZM2G050596	Chr3	206596608	206608212	Zm00001d043779	Chr3	209987653	209999017	Zm00001eb156010	chr3	212034291	212045764									
thr1	149.51		GRMZM2G050570	Chr3	206609421	206611387	Zm00001d043780	Chr3	210000302	210002017	Zm00001eb156020	chr3	212046957	212048922									
ereb126	149.51		GRMZM2G169654	Chr3	206678255	206680041	Zm00001d043782	Chr3	210069089	210070258	Zm00001eb156040	chr3	212115620	212117266									
Zm00001d043781	149.51		GRMZM2G349243	Chr3	206628789	206630986	Zm00001d043781	Chr3	210019721	210021739	Zm00001eb156030	chr3	212066243	212068568									
cct16	149.52		AC233946.1_FG004	Chr3	206753989	206754759	Zm00001d043783	Chr3	210146038	210147109	Zm00001eb156050	chr3	212192943	212193865									
GRMZM2G109976	149.53		GRMZM2G109976	Chr3	206779085	206783855	Zm00001d043785	Chr3	210178246	210185201	Zm00001eb156070	chr3	212224764	212232017									
LOC100382233	149.54		GRMZM2G146878	Chr3	206829568	206832162	Zm00001d043786	Chr3	210232151	210234695	Zm00001eb156080	chr3	212278924	212281549									
gst20	149.55		GRMZM2G447632	Chr3	206949798	206950761	Zm00001d043787	Chr3	210237044	210238359	Zm00001eb156150	chr3	212364314	212365489									
gst51	149.55		GRMZM2G146913	Chr3	206848212	206849257	Zm00001d043789	Chr3	210250790	210261339	Zm00001eb156130	chr3	212297358	212298697									
gst48	149.56		GRMZM2G056388	Chr3	206923290	206924321	Zm00001d043795	Chr3	210370495	210371606	Zm00001eb156190	chr3	212410664	212411823									
GRMZM2G055807	149.56		GRMZM2G055807	Chr3	206937314	206945700	Zm00001d043797	Chr3	210378040	210393095	Zm00001eb156220	chr3	212424662	212433206									
Zm00001eb156200	149.56		GRMZM2G359076	Chr3	206927175	206927685	Zm00001d043796	Chr3	210374621	210374884	Zm00001eb156200	chr3	212414629	212415032									
wakl25	149.57		GRMZM2G028568	Chr3	207029164	207037370	Zm00001d043800	Chr3	210461398	210469715	Zm00001eb156250	chr3	212494337	212509850									
wak24	149.57		GRMZM2G497710	Chr3	207022058	207023791	Zm00001d043799	Chr3	210454354	210455724	Zm00001eb156250	chr3	212494337	212509850									
GRMZM2G055905	149.57		GRMZM2G055905	Chr3	206930807	206936573	Zm00001d043797	Chr3	210378040	210393095	Zm00001eb156210	chr3	212418157	212424054									
wak23	149.57		GRMZM2G448710	Chr3	207013909	207015353	Zm00001d043798	Chr3	210436622	210437891	Zm00001eb156230	chr3	212461547	212478065									
ring216	149.58		GRMZM2G312712	Chr3	207142596	207158898	Zm00001d043805	Chr3	210580504	210592391	Zm00001eb156300	chr3	212620513	212632501									
ipt3B	149.60		GRMZM2G415751	Chr3	207330115	207331215	Zm00001d043812	Chr3	210777669	210778733	Zm00001eb156350	chr3	212809994	212812028									
pco129446	149.61		GRMZM2G019437	Chr3	207497548	207507222	Zm00001d043815	Chr3	210944625	210954298	Zm00001eb156380	chr3	212977846	212987668									
cl4501_1	149.62		GRMZM2G073045	Chr3	207552342	207563736	Zm00001d043827	Chr3	211032709	211043826	Zm00001eb156450	chr3	213055263	213066462									
Zm00001d043831	149.62	3.08	GRMZM2G106028	Chr3	207631017	207636260	Zm00001d043831	Chr3	211089173	211094146	Zm00001eb156480	chr3	213111808	213117064									
LOC103651335	149.62		GRMZM2G073244	Chr3	207549228	207550709	Zm00001d043829	Chr3	211045741	211047186	Zm00001eb156460	chr3	213068127	213069819									
npi91a	149.63		GRMZM2G427067	Chr3	207787771	207793173	Zm00001d043835	Chr3	211258240	211305383	Zm00001eb156510	chr3	213278285	213325759									
pco073308	149.63		GRMZM2G041275	Chr3	207695833	207700328	Zm00001d043834	Chr3	211155659	211160136	Zm00001eb156500	chr3	213187607	213192035									
mate24	149.64		AC233945.1_FG003	Chr3	207971265	207978310	Zm00001d043838	Chr3	211449477	211455993	Zm00001eb156530	chr3	213469176	213476082									
myb192	149.64		GRMZM5G849099	Chr3	207850188	207851192	Zm00001d043837	Chr3	211320510	211321978	Zm00001eb156520	chr3	213340716	213342311									
orc4	149.65		GRMZM5G876520	Chr3	207987759	207990967	Zm00001d043840	Chr3	211465861	211479699	Zm00001eb156550	chr3	213485912	213499821									
ktn2	149.66		GRMZM2G054715	Chr3	208122523	208133257	Zm00001d043841	Chr3	211598479	211613691	Zm00001eb156560	chr3	213618677	213629396									
pco085330a	149.67		GRMZM2G178227	Chr3	208168727	208194489	Zm00001d043843	Chr3	211643667	211669331	Zm00001eb156600	chr3	213663619	213689499									
pco148275a	149.67		GRMZM2G054470	Chr3	208139059	208145193	Zm00001d043842	Chr3	211615072	211621282	Zm00001eb156580	chr3	213636316	213641350									
lacs3	149.68		GRMZM2G152127	Chr3	208546055	208552820	Zm00001d043851	Chr3	212034975	212041814	Zm00001eb156650	chr3	214039807	214046688									
gogat2	149.68		GRMZM2G085078	Chr3	208411907	208423617	Zm00001d043845	Chr3	211901764	211913669	Zm00001eb156610	chr3	213906583	213918687									
apy6	149.68		GRMZM2G150151	Chr3	208485534	208486059	Zm00001d043848	Chr3	211975552	211976077	Zm00001eb156630	chr3	213980337	213980858									
wsd1	149.69		GRMZM2G077375	Chr3	208615874	208618953	Zm00001d043853	Chr3	212106534	212109443	Zm00001eb156680	chr3	214111405	214114365									
cl50078_1	149.69		GRMZM2G077401	Chr3	208621833	208624132	Zm00001d043854	Chr3	212112334	212114561	Zm00001eb156690	chr3	214117247	214119486									
LOC100276778	149.69		GRMZM2G077607	Chr3	208692475	208697514	Zm00001d043855	Chr3	212182979	212187895	Zm00001eb156700	chr3	214187812	214192855									
IDP748	149.70		GRMZM2G092152	Chr3	208983735	208986596	Zm00001d043863	Chr3	212451956	212454856	Zm00001eb156770	chr3	214456894	214459850									
ect3	149.70		GRMZM2G127780	Chr3	208862305	208867531	Zm00001d043860	Chr3	212349764	212355788	Zm00001eb156740	chr3	214354338	214360795									
pup8	149.70		GRMZM2G366520	Chr3	208793350	208794645	Zm00001d043858	Chr3	212290219	212291409	Zm00001eb156730	chr3	214294779	214296391									
LOC100273869	149.71		AC207418.3_FG003	Chr3	208998069	208998489	Zm00001d043864	Chr3	212467687	212472046	Zm00001eb156780	chr3	214472561	214477364									
hipp33	149.75		GRMZM2G092867	Chr3	209016848	209018154	Zm00001d043868	Chr3	212516107	212517456	Zm00001eb156800	chr3	214521053	214522359									
IDP7505	149.80		AC229993.1_FG009	Chr3	209022956	209024344																	
gpm3	149.85		GRMZM2G164674	Chr3	209108962	209111500	Zm00001d043873	Chr3	212618411	212621012	Zm00001eb156850	chr3	214623407	214625961									
nactf94	149.90		GRMZM2G122615	Chr3	209169170	209170481	Zm00001d043877	Chr3	212680911	212681900	Zm00001eb156890	chr3	214685782	214687102									
rum1	150.00		GRMZM2G037368	Chr3	209176237	209179599	Zm00001d043878	Chr3	212687925	212691045	Zm00001eb156910	chr3	214692862	214696018									
Zm00001eb156920	150.02		GRMZM2G037469	Chr3	209208204	209212398	Zm00001d043879	Chr3	212719865	212723908	Zm00001eb156920	chr3	214724785	214729013									
LOC100274517	150.09		GRMZM2G037789	Chr3	209288118	209291823	Zm00001d043881	Chr3	212800386	212802531	Zm00001eb156950	chr3	214807148	214808570									
IDP8107	150.15		GRMZM2G300031	Chr3	209415807	209418691					Zm00001eb156980	chr3	214934414	214935853									
ropgef6	150.19		GRMZM2G059052	Chr3	209572240	209574768	Zm00001d043889	Chr3	213109041	213112135	Zm00001eb157000	chr3	215085961	215088881									
Zm00001d043890	150.21		GRMZM2G078926	Chr3	209624891	209634088	Zm00001d043890	Chr3	213161401	213171531	Zm00001eb157010	chr3	215137438	215148537									
tubtf15	152.30		GRMZM2G062154	Chr3	209720836	209725600	Zm00001d043895	Chr3	213249521	213254004	Zm00001eb157040	chr3	215226260	215230743									
umc2274	152.32		GRMZM2G062121	Chr3	209737061	209737905	Zm00001d043898	Chr3	213265745	213266609	Zm00001eb157060	chr3	215242782	215243243									
mkkk45	152.55		GRMZM2G080499	Chr3	209796183	209812031	Zm00001d043900	Chr3	213325562	213341325	Zm00001eb157070	chr3	215302198	215318227									
thx17	152.60		GRMZM2G080583	Chr3	209815458	209817472	Zm00001d043902	Chr3	213345213	213346432	Zm00001eb157080	chr3	215320895	215327210									
dof4	152.70		GRMZM2G327189	Chr3	209919655	209921032	Zm00001d043904	Chr3	213449817	213451294	Zm00001eb157100	chr3	215426549	215428591									
Zm00001d043906	152.71		GRMZM2G034526	Chr3	209933505	209936300	Zm00001d043906	Chr3	213463797	213466549	Zm00001eb157130	chr3	215439983	215443408									
bzip19	152.73		GRMZM5G848942	Chr3	210000778	210007937	Zm00001d043908	Chr3	213533138	213534279													
ms39	152.80		GRMZM5G804976	Chr3	210053567	210055699	Zm00001d043909	Chr3	213579332	213586250	Zm00001eb157150	chr3	215556014	215563301									
mmc0251	152.85																						
fb2	152.85		GRMZM2G069018	Chr3	210131673	210135228	Zm00001d043911	Chr3	213661974	213665430	Zm00001eb157160	chr3	215638590	215642306									
A0A1D6NG77	152.86		GRMZM2G059799	Chr3	210146159	210148750	Zm00001d043912	Chr3	213676301	213677814	Zm00001eb157170	chr3	215653062	215654588									
Zm00001eb157180	152.87		GRMZM2G059799	Chr3	210146159	210148750	Zm00001d043913	Chr3	213677956	213678732	Zm00001eb157180	chr3	215654450	215655726									
hb99	152.90		GRMZM2G159357	Chr3	210208545	210222742	Zm00001d043915	Chr3	213742292	213756288	Zm00001eb157230	chr3	215731604	215732967									
cdo118	152.95																						
nactf82	153.00		GRMZM2G058518	Chr3	210312706	210317109	Zm00001d043921	Chr3	213845082	213849487	Zm00001eb157260	chr3	215821613	215826326									
arftf12	153.20		GRMZM2G437460	Chr3	210346707	210354569	Zm00001d043922	Chr3	213879427	213887358	Zm00001eb157270	chr3	215855867	215864377									
IDP5868	153.30		GRMZM2G142207	Chr3	210438732	210441465	Zm00001d043923	Chr3	213970968	213973403	Zm00001eb157280	chr3	215947011	215950525									
LOC103651378	153.32		GRMZM2G034676	Chr3	210453043	210457803	Zm00001d043924	Chr3	213988702	213996934	Zm00001eb157290	chr3	215972225	215973044									
Zm00001d043925	153.34		GRMZM2G327999	Chr3	210458051	210460475	Zm00001d043925	Chr3	213996526	213998950													
IDP4364	153.70		GRMZM2G402088	Chr3	210501079	210512481	Zm00001d043928	Chr3	214056501	214066936	Zm00001eb157300	chr3	216013218	216029722									
fla6	153.90		GRMZM2G022931	Chr3	210588269	210590012	Zm00001d043929	Chr3	214131859	214132767	Zm00001eb157310	chr3	216094109	216095684									
grx9	153.96		GRMZM2G023237	Chr3	210603647	210604747	Zm00001d043932	Chr3	214147146	214147625	Zm00001eb157340	chr3	216109543	216110992									
Zm00001d043935	153.98		GRMZM2G023436	Chr3	210617226	210619029	Zm00001d043935	Chr3	214160559	214162270	Zm00001eb157350	chr3	216122966	216124860									
wox9b	154.00		GRMZM2G031882	Chr3	210664178	210668618	Zm00001d043937	Chr3	214207527	214211612	Zm00001eb157360	chr3	216169990	216175023									
prx31	154.02		AC230013.2_FG002	Chr3	210752029	210754858	Zm00001d043938	Chr3	214301131	214304383	Zm00001eb157370	chr3	216263503	216267118									
IDP546	154.50		GRMZM5G816356	Chr3	210776802	210783406	Zm00001d043941	Chr3	214325374	214331106	Zm00001eb157380	chr3	216287975	216294074									
pco155588a	154.53		AC230013.2_FG007	Chr3	210795643	210797026	Zm00001d043942	Chr3	214343446	214345260	Zm00001eb157400	chr3	216306062	216307840									
Zm00001eb157430	154.56		GRMZM2G024391	Chr3	210832633	210836808	Zm00001d043944	Chr3	214380163	214384694	Zm00001eb157430	chr3	216342076	216346944									
umc1915	154.60		GRMZM2G150631	Chr3	210902222	210932732	Zm00001d043948	Chr3	214449721	214480026	Zm00001eb157470	chr3	216412228	216442749									
hmg4	154.60		GRMZM2G024247	Chr3	210840744	210844797	Zm00001d043946	Chr3	214388200	214392378	Zm00001eb157450	chr3	216350784	216354964									
GRMZM2G024144	154.60		GRMZM2G024144	Chr3	210870493	210872567	Zm00001d043947	Chr3	214418090	214419685	Zm00001eb157460	chr3	216380558	216382696									
pco079824	154.61		GRMZM2G422651	Chr3	211227556	211229856	Zm00001d043955	Chr3	214775698	214777826	Zm00001eb157540	chr3	216738238	216740651									
wrky95	154.61		GRMZM2G151763	Chr3	211059226	211062376	Zm00001d043950	Chr3	214609031	214612175	Zm00001eb157490	chr3	216571663	216575317									
mpk18	154.61		GRMZM2G122335	Chr3	211209690	211216968	Zm00001d043954	Chr3	214757882	214765155	Zm00001eb157530	chr3	216720489	216727838									
LOC103652550	154.61		GRMZM2G010211	Chr3	211105829	211108166	Zm00001d043951	Chr3	214655863	214657601	Zm00001eb157510	chr3	216618578	216620336									
Zm00001eb157570	154.61		GRMZM2G031400	Chr3	211311671	211315424	Zm00001d043959	Chr3	214836513	214840243	Zm00001eb157570	chr3	216799184	216802937									
mybr89	154.62		GRMZM2G121753	Chr3	211692320	211693746	Zm00001d043968	Chr3	215274473	215277881													
LOC100279398	154.62		GRMZM2G055585	Chr3	211614266	211618366	Zm00001d043965	Chr3	215164803	215168155	Zm00001eb157610	chr3	217121663	217125140									
bnlg1108	154.65																						
cl26679_1	154.68		GRMZM2G060156	Chr3	211800137	211802644	Zm00001d043970	Chr3	215386427	215388902	Zm00001eb157640	chr3	217343267	217345953									
IDP7662	154.68										Zm00001eb157670	chr3	217353731	217356197									
gata35	154.68		GRMZM2G123909	Chr3	211762877	211763862	Zm00001d043969	Chr3	215346971	215347825	Zm00001eb157620	chr3	217303509	217305012									
Zm00001d043972	154.68		GRMZM2G360021	Chr3	211808805	211809914	Zm00001d043972	Chr3	215395529	215396080	Zm00001eb157660	chr3	217352145	217353091									
cl912_1	154.69		GRMZM2G152774	Chr3	212049140	212050240	Zm00001d043985	Chr3	215637632	215638234	Zm00001eb157800	chr3	217594425	217595398									
Zm00001eb157740	154.69		GRMZM2G173989	Chr3	211939866	211947419	Zm00001d043981	Chr3	215530039	215537594	Zm00001eb157740	chr3	217486881	217494491									
caspl16	154.69		GRMZM2G159498	Chr3	212029236	212032264	Zm00001d043984	Chr3	215620670	215622897	Zm00001eb157790	chr3	217577212	217579858									
pco139502b	154.70		GRMZM2G152686	Chr3	212058673	212068751	Zm00001d043986	Chr3	215646672	215656976	Zm00001eb157810	chr3	217603497	217614024									
chn1	154.76		GRMZM2G453805	Chr3	212090496	212091850	Zm00001d043988	Chr3	215679092	215679979	Zm00001eb157820	chr3	217635788	217636989									
dba2	154.76		GRMZM2G070360	Chr3	212237694	212247053	Zm00001d043991	Chr3	215828080	215837379	Zm00001eb157850	chr3	217784985	217794399									
LOC100384626	154.76		GRMZM2G382632	Chr3	212099938	212102572	Zm00001d043989	Chr3	215689351	215692318	Zm00001eb157830	chr3	217646118	217650268									
miR319a	154.76		zma-MIR319a	Chr3	212198195	212198403	zma-MIR319a	Chr3	215788718	215788926													
cdlb7	154.76		GRMZM2G033576	Chr3	212107164	212108496	Zm00001d043990	Chr3	215697796	215698632	Zm00001eb157840	chr3	217654013	217655689									
bzip1	154.77		GRMZM2G117851	Chr3	212260636	212276109	Zm00001d043992	Chr3	215850507	215866477	Zm00001eb157860	chr3	217808010	217823551									
csu456(uce)	154.78		GRMZM5G814314	Chr3	212517693	212521582	Zm00001d043998	Chr3	216138268	216142177	Zm00001eb157900	chr3	218064363	218067802									
ereb208	154.80		GRMZM2G160971	Chr3	212582559	212584989	Zm00001d044004	Chr3	216213660	216214559	Zm00001eb157950	chr3	218138818	218140735									
wrky74	155.00		GRMZM2G408462	Chr3	212821185	212822609	Zm00001d044010	Chr3	216438639	216439909	Zm00001eb158000	chr3	218364100	218365540									
prh8	156.00		GRMZM2G122228	Chr3	212913668	212919667	Zm00001d044015	Chr3	216531011	216536924	Zm00001eb158020	chr3	218456535	218462539									
lacs4	156.78		GRMZM5G861300	Chr3	213048021	213067089	Zm00001d044016	Chr3	216679147	216698259	Zm00001eb158030	chr3	218593941	218613156									
si687007d05	156.80		GRMZM2G150952	Chr3	213086587	213098517	Zm00001d044018	Chr3	216727982	216729823	Zm00001eb158040	chr3	218632621	218644742									
GRMZM2G116592	156.81		GRMZM2G116592	Chr3	213284256	213290392	Zm00001d044019	Chr3	216874858	216881572	Zm00001eb158050	chr3	218789790	218798031									
sdg115	157.82		GRMZM2G033350	Chr3	213339505	213342831	Zm00001d044020	Chr3	216927985	216932381	Zm00001eb158060	chr3	218840069	218847282									
