MaizeGDB: Details of Map Genetic 1
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
umc1737	258.00		GRMZM2G082312	Chr1	290377065	290381073					Zm00001d034533	Chr1	295778554	295782540	Zm00001eb061630	chr1	297317483	297321372																	
zim19	258.20		GRMZM2G382794	Chr1	290452059	290455157					Zm00001d034536	Chr1	295853517	295853873	Zm00001eb061650	chr1	297392282	297392885																	
Zm00001d034538	258.24		GRMZM2G161306	Chr1	290467200	290468430					Zm00001d034538	Chr1	295876661	295877302	Zm00001eb061670	chr1	297415285	297416360																	
Zm00001eb061690	258.28		GRMZM2G349274	Chr1	290505491	290507743					Zm00001d034539	Chr1	295906280	295908463	Zm00001eb061690	chr1	297447031	297447372																	
Zm00001d034541	258.32		AC186529.4_FG014	Chr1	290513722	290514102					Zm00001d034541	Chr1	295914259	295916268	Zm00001eb061720	chr1	297454836	297455177																	
Zm00001d034542	258.34		GRMZM2G013724	Chr1	290515053	290515786					Zm00001d034542	Chr1	295917401	295921282																					
pet7	258.36		GRMZM2G013342	Chr1	290521010	290522107					Zm00001d034543	Chr1	295923427	295924026	Zm00001eb061730	chr1	297462047	297463187																	
umc2670	258.38		GRMZM2G013206	Chr1	290544901	290547090					Zm00001d034546	Chr1	295948499	295948984	Zm00001eb061740	chr1	297485982	297488168																	
umc1118	258.40		GRMZM2G012224	Chr1	290594631	290596761					Zm00001d034547	Chr1	295996848	295998888	Zm00001eb061750	chr1	297535337	297537830																	
pgl104	258.45		GRMZM2G092758	Chr1	290642908	290643646					Zm00001d034551	Chr1	296036999	296045917	Zm00001eb061770	chr1	297575792	297585017																	
pgl103	258.47		GRMZM2G111609	Chr1	290662055	290663838					Zm00001d034552	Chr1	296067356	296069221	Zm00001eb061780	chr1	297606266	297608170																	
cesa5	258.51		GRMZM2G111642	Chr1	290666783	290672751					Zm00001d034553	Chr1	296072136	296078144	Zm00001eb061800	chr1	297611037	297617013																	
nbs46	258.52		GRMZM5G896529	Chr1	290759819	290761251					Zm00001d034555	Chr1	296175631	296185070	Zm00001eb061810	chr1	297690140	297701616																	
pgl102	258.54		GRMZM2G004500	Chr1	290891772	290893608					Zm00001d034559	Chr1	296317213	296319077	Zm00001eb061830	chr1	297833552	297835687																	
cdpk34	258.58		GRMZM2G104125	Chr1	291003373	291007975					Zm00001d034562	Chr1	296437168	296441398	Zm00001eb061860	chr1	297953408	297957536																	
LOC103644221	258.59		GRMZM2G402765	Chr1	291009896	291010483					Zm00001d034563	Chr1	296443576	296444124	Zm00001eb061870	chr1	297959921	297960666																	
aga4	259.00		GRMZM2G077181	Chr1	291025126	291029456					Zm00001d034564	Chr1	296458782	296462896	Zm00001eb061880	chr1	297975056	297979571																	
dia2	259.24																																		
Zm00001d034568	259.46		GRMZM2G363545	Chr1	291051941	291057953					Zm00001d034568	Chr1	296485583	296489077	Zm00001eb061910	chr1	298001894	298005641																	
LOC100284856	259.48		GRMZM2G363545	Chr1	291051941	291057953					Zm00001d034569	Chr1	296489820	296491595	Zm00001eb061920	chr1	298006146	298007982																	
bzip29	259.50		GRMZM2G138340	Chr1	291173937	291177741					Zm00001d034571	Chr1	296596877	296600683	Zm00001eb061930	chr1	298113149	298117134																	
tlc3	259.52		GRMZM2G138330	Chr1	291180041	291181471					Zm00001d034572	Chr1	296603347	296604114	Zm00001eb061940	chr1	298119419	298120895																	
pco110869	259.55		GRMZM2G134227	Chr1	291327116	291332488					Zm00001d034575	Chr1	296750495	296755871	Zm00001eb061960	chr1	298267096	298272297																	
LOC103644232	259.59		GRMZM2G417217	Chr1	291607067	291632087					Zm00001d034582	Chr1	297049820	297072520	Zm00001eb062020	chr1	298539379	298561883																	
ipt6	259.60		GRMZM2G116878	Chr1	291634128	291635190					Zm00001d034584	Chr1	297077046	297078035	Zm00001eb062030	chr1	298566258	298567661																	
nudx2	259.64		GRMZM2G179133	Chr1	291727304	291744307					Zm00001d034586	Chr1	297171528	297188267	Zm00001eb062040	chr1	298660889	298677679																	
cl10536_1a	259.70		GRMZM2G127404	Chr1	291800658	291802017					Zm00001d034588	Chr1	297243182	297244057	Zm00001eb062050	chr1	298731966	298734263																	
IDP1633	259.90		GRMZM2G004459	Chr1	291863335	291871909					Zm00001d034590	Chr1	297307679	297316251	Zm00001eb062070	chr1	298797017	298805790																	
AY110479	259.93		GRMZM2G087612	Chr1	291937388	291941593					Zm00001d034591	Chr1	297382217	297386554	Zm00001eb062080	chr1	298871628	298876029																	
grf14	259.95		GRMZM2G388347	Chr1	291942500	291954191					Zm00001d034593	Chr1	297394913	297398248	Zm00001eb062100	chr1	298886343	298887097																	
umc1538a	260.00		GRMZM5G831951	Chr1	291973322	291974630					Zm00001d034595	Chr1	297417890	297419492	Zm00001eb062120	chr1	298906290	298908933																	
bhlh48	260.02		GRMZM2G027068	Chr1	291976341	291978412					Zm00001d034596	Chr1	297421545	297422826	Zm00001eb062130	chr1	298909177	298912649																	
cl29544_1a	260.10		GRMZM2G128663	Chr1	292000334	292004696					Zm00001d034597	Chr1	297445060	297449584	Zm00001eb062140	chr1	298934455	298938985																	
LOC100281981	260.12		GRMZM2G107745	Chr1	292028914	292029924					Zm00001d034598	Chr1	297473677	297474069	Zm00001eb062150	chr1	298963085	298963554																	
Zm00001d034600	260.88		GRMZM2G047365	Chr1	292153642	292157269					Zm00001d034600	Chr1	297593232	297596522	Zm00001eb062160	chr1	299082611	299086110																	
nactf49	260.90		GRMZM2G347043	Chr1	292162441	292164227					Zm00001d034601	Chr1	297601946	297603764	Zm00001eb062170	chr1	299091374	299093227																	
bm2	261.00		GRMZM2G347056	Chr1	292165519	292171793					Zm00001d034602	Chr1	297605177	297611407	Zm00001eb062180	chr1	299092809	299100835																	
ereb159	261.00		GRMZM2G009598	Chr1	292178941	292180261					Zm00001d034605	Chr1	297620879	297621595	Zm00001eb062200	chr1	299110046	299111398																	
iws1	261.00		GRMZM2G465553	Chr1	292209665	292211668					Zm00001d034606	Chr1	297653338	297656301	Zm00001eb062210	chr1	299142889	299145880																	
pub54	261.02		GRMZM2G160304	Chr1	292213553	292226420					Zm00001d034607	Chr1	297658231	297671159	Zm00001eb062220	chr1	299147561	299160835																	
LOC100193263	261.08		GRMZM2G129015	Chr1	292314733	292318036					Zm00001d034609	Chr1	297759749	297762863	Zm00001eb062250	chr1	299249304	299252309																	
Zm00001eb062270	261.36		GRMZM2G031523	Chr1	292353817	292358239					Zm00001d034610	Chr1	297799649	297803579	Zm00001eb062270	chr1	299289206	299293097																	
Zm00001d034611	261.38		GRMZM2G450960	Chr1	292403027	292403416					Zm00001d034611	Chr1	297848873	297849262	Zm00001eb062280	chr1	299338431	299338820																	
Zm00001d034616	261.44		GRMZM2G450920	Chr1	292417709	292430613					Zm00001d034616	Chr1	297863276	297876107	Zm00001eb062310	chr1	299352917	299366006																	
pco091084	261.50		GRMZM2G151967	Chr1	292431207	292437073					Zm00001d034617	Chr1	297877086	297882893	Zm00001eb062330	chr1	299366619	299372581																	
IDP4199	261.60		GRMZM2G151962	Chr1	292476828	292482569									Zm00001eb062340	chr1	299412309	299417686																	
tbl7	261.70		GRMZM2G139250	Chr1	292594033	292598813					Zm00001d034621	Chr1	298057974	298062686	Zm00001eb062390	chr1	299547568	299552303																	
miR390a	262.00		zma-MIR390a	Chr1	292655931	292656111					zma-MIR390a	Chr1	298107396	298107576																					
umc1744	262.78		GRMZM2G073155	Chr1	292873373	292873972					Zm00001d034625	Chr1	298324557	298324799	Zm00001eb062430	chr1	299814103	299814991																	
alf15	262.80		AC225147.4_FG003	Chr1	292952249	292956375					Zm00001d034627	Chr1	298407976	298412063	Zm00001eb062440	chr1	299897609	299901743																	
ts6	262.90		GRMZM5G862109	Chr1	292966682	292970925					Zm00001d034629	Chr1	298422859	298427050	Zm00001eb062460	chr1	299912499	299916742																	
pco135148	262.97		GRMZM2G155580	Chr1	293065806	293074599					Zm00001d034630	Chr1	298527321	298536055	Zm00001eb062480	chr1	300016885	300025777																	
cl21246_1a	262.98		GRMZM2G155525	Chr1	293110470	293112290					Zm00001d034634	Chr1	298573878	298575017	Zm00001eb062500	chr1	300062919	300064765																	
chi1	263.00		GRMZM2G155329	Chr1	293118119	293119647					Zm00001d034635	Chr1	298580972	298582430	Zm00001eb062510	chr1	300070598	300072122																	
ara3	263.55		GRMZM2G061900	Chr1	293212122	293215703					Zm00001d034638	Chr1	298677159	298680740	Zm00001eb062530	chr1	300166853	300170407																	
IDP2440	263.57		GRMZM2G061662	Chr1	293217775	293228618					Zm00001d034640	Chr1	298682827	298693357	Zm00001eb062550	chr1	300172451	300183091																	
umc1220	263.60		GRMZM2G061626	Chr1	293231711	293232742					Zm00001d034641	Chr1	298696773	298697294	Zm00001eb062560	chr1	300186105	300187252																	
GRMZM2G361210	263.61		GRMZM2G361210	Chr1	293235244	293236062					Zm00001d034642	Chr1	298700432	298700869	Zm00001eb062570	chr1	300189976	300190763																	
adf14	263.61										Zm00001d034643	Chr1	298704379	298705314	Zm00001eb062580	chr1	300194049	300194984																	
adf3	263.62		GRMZM2G060702	Chr1	293239343	293243048					Zm00001d034644	Chr1	298705539	298708107	Zm00001eb062600	chr1	300195447	300197511																	
IDP3868	263.64		GRMZM2G012280	Chr1	293297192	293300173					Zm00001d034649	Chr1	298761458	298764905	Zm00001eb062620	chr1	300251180	300254507																	
dof27	263.65		GRMZM2G017470	Chr1	293405280	293407607					Zm00001d034651	Chr1	298855809	298858616	Zm00001eb062640	chr1	300345541	300348354																	
dof28	263.67		GRMZM2G093725	Chr1	293486116	293487783					Zm00001d034653	Chr1	298949392	298950066	Zm00001eb062660	chr1	300438849	300439854																	
prh133	263.68		GRMZM2G093776	Chr1	293531158	293535465					Zm00001d034655	Chr1	298994999	298998450	Zm00001eb062680	chr1	300484734	300488297																	
mterf32	263.73		GRMZM2G054517	Chr1	293596590	293597275									Zm00001eb062700	chr1	300547839	300548499																	
cl30871_1	263.80		GRMZM2G129620	Chr1	293652559	293655110					Zm00001d034659	Chr1	299111288	299113821	Zm00001eb062720	chr1	300601153	300603703																	
blk1	263.90		GRMZM2G068117	Chr1	293700005	293704720					Zm00001d034662	Chr1	299188693	299193386	Zm00001eb062730	chr1	300678560	300683252																	
expa4	263.98		GRMZM2G368886	Chr1	293705165	293708788					Zm00001d034663	Chr1	299194181	299196764	Zm00001eb062750	chr1	300684048	300685030																	
gras40	264.30		GRMZM2G368909	Chr1	293715271	293717691					Zm00001d034664	Chr1	299204252	299206111	Zm00001eb062760	chr1	300693320	300696150																	
AY109128	264.40		GRMZM2G459811	Chr1	293870055	293875566					Zm00001d034667	Chr1	299308121	299311210	Zm00001eb062800	chr1	300797981	300801081																	
dnaj112	264.42		GRMZM2G459811	Chr1	293870055	293875566					Zm00001d034668	Chr1	299311424	299313518	Zm00001eb062810	chr1	300801292	300803494																	
php15058	264.45																																		
mterf5	264.50		GRMZM2G159766	Chr1	293884036	293885697					Zm00001d034669	Chr1	299321980	299323654	Zm00001eb062820	chr1	300811708	300813560																	
Zm00001d034671	264.56		GRMZM2G093210	Chr1	294010124	294012577					Zm00001d034671	Chr1	299442286	299444334	Zm00001eb062850	chr1	300931909	300934616																	
IDP7286	264.80		GRMZM2G055802	Chr1	294073998	294075815					Zm00001d034673	Chr1	299503736	299505297	Zm00001eb062880	chr1	300994360	300995221																	
Zm00001eb062890	264.80														Zm00001eb062890	chr1	300994360	300996427																	
npf34	264.84		GRMZM2G055834	Chr1	294120611	294123122					Zm00001d034674	Chr1	299550121	299552583	Zm00001eb062900	chr1	301039904	301042507																	
Zm00001eb062910	264.86		GRMZM2G473906	Chr1	294174320	294178904					Zm00001d034675	Chr1	299603375	299608703	Zm00001eb062910	chr1	301093430	301097816																	
AY106606	264.90		GRMZM2G045921	Chr1	294214749	294215680					Zm00001d034677	Chr1	299617924	299618295																					
nbcs4	265.00		GRMZM2G045781	Chr1	294209663	294213978					Zm00001d034678	Chr1	299619441	299623771	Zm00001eb062920	chr1	301109184	301113447																	
cl40696_1	265.30		GRMZM6G992293	Chr1	294221998	294222472					Zm00001d034682	Chr1	299670183	299673346	Zm00001eb062940	chr1	301160036	301163280																	
nactf146	265.31		GRMZM2G362996	Chr1	294487684	294489690					Zm00001d034686	Chr1	299835726	299837165	Zm00001eb062960	chr1	301356849	301358288																	
nactf163	265.31		GRMZM5G834566	Chr1	294409617	294411623									Zm00001eb062950	chr1	301325609	301327615																	
nactf165	265.37		GRMZM2G137518	Chr1	294466381	294468387					Zm00001d000331	B73V4_ctg125	13663	15102	Zm00001eb062990	chr1	301396524	301400490																	
nactf135	265.38														Zm00001eb063000	chr1	301415685	301417124																	
nactf137	265.40														Zm00001eb063010	chr1	301432337	301433777																	
nactf142	265.42		GRMZM2G007817	Chr1	294633061	294634500									Zm00001eb063020	chr1	301448966	301450405																	
nactf141	265.44		GRMZM2G177490	Chr1	294580973	294583078					Zm00001d034687	Chr1	300051119	300052558	Zm00001eb063030	chr1	301508952	301510391																	
IDP772	265.90		GRMZM2G477609	Chr1	294578526	294580616					Zm00001d034688	Chr1	300052846	300055171																					
bsk8	265.91		GRMZM2G177445	Chr1	294570639	294576165					Zm00001d034689	Chr1	300057445	300062985	Zm00001eb063040	chr1	301515275	301520903																	
Zm00001d034691	265.92		GRMZM2G177438	Chr1	294544091	294550160					Zm00001d034691	Chr1	300086263	300087873	Zm00001eb063050	chr1	301544294	301545205																	
LOC109943562	265.93										Zm00001d034692	Chr1	300145669	300147246	Zm00001eb063070	chr1	301603401	301605367																	
pco107818	265.94		GRMZM2G156848	Chr1	294712203	294714683					Zm00001d034698	Chr1	300196498	300198969	Zm00001eb063090	chr1	301654407	301656734																	
cl12529_1	265.95		GRMZM2G479744	Chr1	294782663	294790423					Zm00001d034701	Chr1	300239123	300249012	Zm00001eb063130	chr1	301697021	301706947																	
AY112175	265.96		GRMZM2G120440	Chr1	294807181	294809796					Zm00001d034702	Chr1	300265094	300268087	Zm00001eb063140	chr1	301722924	301726153																	
pco087746	265.97		GRMZM2G081114	Chr1	294892538	294893344					Zm00001d034705	Chr1	300345623	300345976	Zm00001eb063160	chr1	301803281	301804115																	
LOC100279720	265.97		GRMZM2G081105	Chr1	294893675	294897336					Zm00001d034706	Chr1	300346551	300349807	Zm00001eb063170	chr1	301804392	301808205																	
c3h30	265.98		GRMZM2G123876	Chr1	294963341	294966931					Zm00001d034710	Chr1	300423240	300426736	Zm00001eb063190	chr1	301881211	301884321																	
plc6	265.99		GRMZM2G139041	Chr1	295097497	295100438					Zm00001d034714	Chr1	300523648	300526448	Zm00001eb063230	chr1	301981340	301984450																	
pco104500	265.99		GRMZM2G138382	Chr1	295080146	295084217					Zm00001d034713	Chr1	300502986	300509397	Zm00001eb063220	chr1	301960851	301967461																	
raf2	266.00		GRMZM2G139123	Chr1	295100635	295101482					Zm00001d034715	Chr1	300526733	300527389	Zm00001eb063250	chr1	301984662	301985432																	
LOC103645721	266.02		GRMZM2G583575	Chr1	295017217	295017710					Zm00001d034716	Chr1	300552772	300555135	Zm00001eb063260	chr1	302010833	302013117																	
cl35795_1	266.98		GRMZM2G122148	Chr1	295140739	295143494					Zm00001d034717	Chr1	300607639	300610410	Zm00001eb063270	chr1	302065236	302068343																	
spx3	266.99		GRMZM2G122108	Chr1	295145995	295148714					Zm00001d034718	Chr1	300613074	300615633	Zm00001eb063280	chr1	302070742	302073696																	
laz3	267.00		GRMZM2G122045	Chr1	295148983	295152584					Zm00001d034719	Chr1	300615968	300619520	Zm00001eb063290	chr1	302073697	302077660																	
rh4	268.00		AC198418.3_FG005	Chr1	295187054	295270267					Zm00001d034721	Chr1	300730265	300737926	Zm00001eb063300	chr1	302187958	302195792																	
LOC103644285	268.40		GRMZM2G340257	Chr1	295340755	295341847					Zm00001d034723	Chr1	300779318	300781313	Zm00001eb063330	chr1	302236628	302239534																	
Zm00001d034725	268.42		AC191575.2_FG001	Chr1	295351659	295380113					Zm00001d034725	Chr1	300790094	300803516	Zm00001eb063350	chr1	302248000	302261422																	
si614004c06a	268.44		GRMZM5G840909	Chr1	295385156	295387876					Zm00001d034726	Chr1	300808420	300811355	Zm00001eb063360	chr1	302266326	302269256																	
pgl101	268.46		GRMZM5G882418	Chr1	295389162	295393055					Zm00001d034727	Chr1	300812534	300816835	Zm00001eb063370	chr1	302270419	302274741																	
pdcb6	268.48		GRMZM2G127309	Chr1	295428832	295431356					Zm00001d034729	Chr1	300852251	300854480	Zm00001eb063380	chr1	302310042	302312646																	
sbp17	268.50		GRMZM2G156756	Chr1	295502079	295509029					Zm00001d034730	Chr1	300925472	300932654	Zm00001eb063390	chr1	302383385	302390549																	
gpat3	268.55		GRMZM2G156729	Chr1	295523278	295525470					Zm00001d034732	Chr1	300946909	300949101	Zm00001eb063420	chr1	302404546	302407061																	
pco060326	269.00		GRMZM2G458549	Chr1	295530301	295537431					Zm00001d034733	Chr1	300954125	300961062	Zm00001eb063430	chr1	302412038	302418859																	
T1-4g(1)	270.00																																		
cps1	270.00		GRMZM2G156565	Chr1	295555161	295563804					Zm00001d034736	Chr1	300979516	300987458	Zm00001eb063470	chr1	302436933	302445382																	
prh65	270.05		GRMZM2G156543	Chr1	295568052	295572936					Zm00001d034738	Chr1	300991818	300995223	Zm00001eb063490	chr1	302449509	302453159																	
pco067797	270.07		GRMZM2G156516	Chr1	295613903	295617230					Zm00001d034739	Chr1	301037532	301040854	Zm00001eb063500	chr1	302495422	302498565																	
pmei17	270.10		GRMZM2G458349	Chr1	295668690	295669825					Zm00001d034742	Chr1	301092589	301093283	Zm00001eb063520	chr1	302550204	302551313																	
cnr7	270.80		GRMZM2G119755	Chr1	295710508	295711472					Zm00001d034745	Chr1	301133345	301134292	Zm00001eb063530	chr1	302591253	302592214																	
pmei35	271.00		GRMZM2G067710	Chr1	295772300	295773062					Zm00001d034746	Chr1	301188841	301189452	Zm00001eb063540	chr1	302646470	302647564																	
pmei10	272.00		GRMZM2G369432	Chr1	295803707	295804892					Zm00001d034747	Chr1	301229954	301230535	Zm00001eb063550	chr1	302687504	302688713																	
AY111767	272.40										Zm00001d034748	Chr1	301251076	301251288	Zm00001eb063570	chr1	302709001	302709303																	
