MaizeGDB: Details of Map Genetic 5
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
LOC100284386	159.04		GRMZM2G027439	Chr5	213153989	213156178	Zm00001d018344	Chr5	218939864	218940712	Zm00001eb257530	chr5	221475883	221477602																					
umc57d	159.63																																		
Zm00001d018349	160.14		GRMZM2G110626	Chr5	213220196	213226180	Zm00001d018349	Chr5	219001909	219011521	Zm00001eb257580	chr5	221541900	221547838																					
LOC100274751	160.16		GRMZM2G110558	Chr5	213229456	213231732	Zm00001d018350	Chr5	219015403	219016722	Zm00001eb257590	chr5	221550690	221553833																					
atg18e	160.20		GRMZM2G018573	Chr5	213304323	213308887	Zm00001d018355	Chr5	219132562	219138725	Zm00001eb257610	chr5	221668772	221673402																					
RSZ20	160.33		GRMZM2G080930	Chr5	213083606	213087243	Zm00001d018341	Chr5	218864557	218871863	Zm00001eb257500	chr5	221403559	221408141																					
umc1225	160.35		GRMZM2G318662	Chr5	213313364	213317055	Zm00001d018356	Chr5	219142628	219145001	Zm00001eb257620	chr5	221674643	221681091																					
LOC100382079	160.37		GRMZM2G018484	Chr5	213327972	213330152	Zm00001d018358	Chr5	219156200	219158425	Zm00001eb257630	chr5	221692533	221694657																					
GRMZM2G018103	160.40		GRMZM2G018103	Chr5	213330139	213332966	Zm00001d018359	Chr5	219158470	219161256	Zm00001eb257640	chr5	221694649	221697516																					
AY110182	160.42		GRMZM2G017923	Chr5	213333374	213337573	Zm00001d018360	Chr5	219161503	219165844	Zm00001eb257650	chr5	221697873	221702130																					
LOC103627850	160.44		GRMZM2G318635	Chr5	213340251	213350414	Zm00001d018362	Chr5	219168490	219178653	Zm00001eb257660	chr5	221704658	221715011																					
msb1	160.50		GRMZM2G119782	Chr5	213385394	213386254	Zm00001d018363	Chr5	219212152	219212466	Zm00001eb257670	chr5	221748271	221749057																					
GRMZM2G119769	160.52		GRMZM2G119769	Chr5	213387250	213390312	Zm00001d018364	Chr5	219213801	219216830	Zm00001eb257680	chr5	221750029	221753207																					
emb17	160.56		GRMZM2G119691	Chr5	213411819	213415006	Zm00001d018366	Chr5	219238426	219241502	Zm00001eb257720	chr5	221773954	221777929																					
hct31	160.57		GRMZM2G051005	Chr5	213448288	213450047	Zm00001d018367	Chr5	219274877	219276542	Zm00001eb257730	chr5	221811064	221812904																					
cl8680_1	160.60		GRMZM5G879749	Chr5	213582679	213588252	Zm00001d018369	Chr5	219413422	219418916	Zm00001eb257750	chr5	221949465	221955020																					
pco101682(581)	160.62		GRMZM2G178958	Chr5	213590124	213594002	Zm00001d018370	Chr5	219420754	219424631	Zm00001eb257760	chr5	221956892	221960722																					
GRMZM2G031257	160.66		GRMZM2G031257	Chr5	213610111	213612088	Zm00001d018372	Chr5	219441315	219442499	Zm00001eb257780	chr5	221976878	221978861																					
lrl3	160.80		GRMZM5G832135	Chr5	213639198	213647876	Zm00001d018374	Chr5	219467838	219478518	Zm00001eb257810	chr5	222003935	222014668																					
arr8	160.87		GRMZM2G479110	Chr5	213780789	213785593	Zm00001d018380	Chr5	219584158	219587472	Zm00001eb257860	chr5	222120267	222124937																					
Zm00001eb257880	160.89		GRMZM2G179658	Chr5	213795955	213800058	Zm00001d018382	Chr5	219599116	219617445	Zm00001eb257880	chr5	222135286	222139422																					
vps2	160.90		GRMZM2G179662	Chr5	213805700	213814223	Zm00001d018382	Chr5	219599116	219617445	Zm00001eb257890	chr5	222145236	222153647																					
rpl39	161.00		GRMZM2G100467	Chr5	213868446	213869401	Zm00001d018383	Chr5	219689034	219689884																									
mcm5	161.10		GRMZM2G075978	Chr5	213893289	213897966	Zm00001d018384	Chr5	219713468	219718521	Zm00001eb257900	chr5	222250182	222254975																					
got2	161.20		GRMZM5G836910	Chr5	213953336	213958271	Zm00001d018386	Chr5	219773951	219778845	Zm00001eb257910	chr5	222310139	222315127																					
IDP646	161.22		GRMZM2G469142	Chr5	213964193	213966299	Zm00001d018388	Chr5	219784860	219785621	Zm00001eb257920	chr5	222321057	222323423																					
pco114025	161.25		GRMZM2G469111	Chr5	213993539	213996283	Zm00001d018389	Chr5	219814555	219816540	Zm00001eb257930	chr5	222350434	222353154																					
ring367	161.30		GRMZM2G170434	Chr5	214105626	214109686	Zm00001d018391	Chr5	219928336	219932462	Zm00001eb257960	chr5	222464095	222468240																					
pco091730	161.31		GRMZM2G467717	Chr5	214116619	214124315	Zm00001d018392	Chr5	219939330	219947234	Zm00001eb257970	chr5	222475055	222483116																					
mmp175	161.35																																		
dbptf2	162.00		GRMZM2G180430	Chr5	214138462	214147660	Zm00001d018394	Chr5	219962014	219970575	Zm00001eb258010	chr5	222497712	222501703																					
umc2143	162.60		GRMZM2G180422	Chr5	214159425	214165468	Zm00001d018399	Chr5	219982191	219988382	Zm00001eb258050	chr5	222517780	222524020																					
ptac17	163.00		GRMZM2G180418	Chr5	214171178	214181309	Zm00001d018401	Chr5	219999576	220004268	Zm00001eb258070	chr5	222535201	222539937																					
IDP7641a	163.98		GRMZM2G083745	Chr5	214219580	214222877	Zm00001d018405	Chr5	220042578	220045746	Zm00001eb258110	chr5	222578215	222582008																					
mgd3	164.00		GRMZM2G178892	Chr5	214328389	214333953	Zm00001d018406	Chr5	220155599	220160963	Zm00001eb258130	chr5	222690951	222696538																					
AY105910	164.18		GRMZM2G027282	Chr5	214382241	214386531	Zm00001d018409	Chr5	220204813	220209169	Zm00001eb258170	chr5	222740113	222744759																					
Zm00001d018411	164.18		GRMZM2G096815	Chr5	214423007	214426676	Zm00001d018411	Chr5	220247366	220250282	Zm00001eb258180	chr5	222782903	222785841																					
miR396f	164.18		zma-MIR396f	Chr5	214389077	214389193	zma-MIR396f	Chr5	220211653	220211769																									
miR396g	164.18		zma-MIR396g	Chr5	214399572	214399685	zma-MIR396g	Chr5	220222148	220222261																									
LOC100285012	164.18		GRMZM2G096962	Chr5	214426017	214429185	Zm00001d018412	Chr5	220251920	220252721	Zm00001eb258190	chr5	222785881	222788367																					
dnaJ58	164.19		GRMZM2G092632	Chr5	214441459	214453871	Zm00001d018413	Chr5	220253083	220277481	Zm00001eb258210	chr5	222800293	222813716																					
dnaJ57	164.19		GRMZM2G536644	Chr5	214429474	214439851	Zm00001d018413	Chr5	220253083	220277481	Zm00001eb258200	chr5	222788619	222799235																					
gpm447	164.19		GRMZM2G096690	Chr5	214422987	214423725	Zm00001d018410	Chr5	220246585	220247259																									
LOC103627869	164.19																																		
iaa24	164.20		GRMZM2G030465	Chr5	214460676	214461910	Zm00001d018414	Chr5	220284286	220285517	Zm00001eb258220	chr5	222819625	222821061																					
pcna1	164.26		GRMZM2G030523	Chr5	214473508	214475861	Zm00001d018415	Chr5	220297125	220299214	Zm00001eb258230	chr5	222832659	222834892																					
bhlh168	164.27		GRMZM2G030744	Chr5	214476567	214480784	Zm00001d018416	Chr5	220300212	220303859	Zm00001eb258240	chr5	222835769	222839719																					
qor1	164.30		GRMZM2G008728	Chr5	214550602	214553744	Zm00001d018418	Chr5	220374188	220377348	Zm00001eb258260	chr5	222909731	222912893																					
umc2136	164.36		GRMZM5G855200	Chr5	214556200	214560912	Zm00001d018420	Chr5	220379839	220387369	Zm00001eb258280	chr5	222915349	222922946																					
gata24	164.40		GRMZM2G163200	Chr5	214574879	214580853	Zm00001d018421	Chr5	220398106	220404278	Zm00001eb258290	chr5	222934029	222939864																					
uggt1	164.50		GRMZM5G846198	Chr5	214661469	214670315	Zm00001d018423	Chr5	220485106	220523102	Zm00001eb258320	chr5	223019154	223058762																					
ring369	165.03		GRMZM2G178038	Chr5	214755720	214760368	Zm00001d018428	Chr5	220579161	220583564	Zm00001eb258330	chr5	223114690	223119685																					
ppck1	165.10		GRMZM2G178074	Chr5	214764762	214766299	Zm00001d018429	Chr5	220588216	220589696	Zm00001eb258360	chr5	223123858	223125340																					
LOC103628906	165.12		GRMZM2G419257	Chr5	214781721	214782640	Zm00001d018430	Chr5	220601504	220606182																									
wakl31	165.48		GRMZM2G080247	Chr5	214809768	214812832	Zm00001d018431	Chr5	220634043	220637003	Zm00001eb258370	chr5	223169734	223172857																					
pco102615	165.50		GRMZM2G168335	Chr5	214891634	214894847	Zm00001d018432	Chr5	220722065	220725258	Zm00001eb258380	chr5	223257569	223261596																					
GRMZM2G168371	165.60		GRMZM2G168371	Chr5	214952997	214954917	Zm00001d018433	Chr5	220783919	220784662	Zm00001eb258390	chr5	223319126	223321160																					
nactf104	165.70		GRMZM5G857701	Chr5	214998412	215000055	Zm00001d018435	Chr5	220828387	220830479	Zm00001eb258400	chr5	223364171	223366183																					
AW065811	166.08		GRMZM2G150876	Chr5	215054862	215059843	Zm00001d018438	Chr5	220885277	220890325	Zm00001eb258440	chr5	223420878	223426105																					
Zm00001d018440	166.20		GRMZM2G150932	Chr5	215066101	215070502	Zm00001d018440	Chr5	220896917	220900829	Zm00001eb258460	chr5	223432625	223436617																					
IDP471	166.22		GRMZM2G150984	Chr5	215072425	215077392	Zm00001d018441	Chr5	220902906	220907799	Zm00001eb258470	chr5	223438555	223443509																					
rz446b	166.24		GRMZM2G058289	Chr5	215100771	215104662	Zm00001d018443	Chr5	220931187	220935179	Zm00001eb258480	chr5	223466565	223470784																					
phos3	166.26		GRMZM5G872499	Chr5	215110729	215111805	Zm00001d018445	Chr5	220941468	220946307	Zm00001eb258520	chr5	223477062	223482483																					
cle19	166.30		GRMZM2G354253	Chr5	215125905	215127363					Zm00001eb258540	chr5	223492715	223493074																					
LOC100284620	166.98		GRMZM5G862817	Chr5	215314501	215316377	Zm00001d018452	Chr5	221122059	221123875	Zm00001eb258590	chr5	223657677	223660025																					
T5-6(8696)(5)	167.00																																		
gsr2	167.00		GRMZM5G806449	Chr5	215337445	215346511	Zm00001d018454	Chr5	221144871	221153975	Zm00001eb258600	chr5	223680613	223689690																					
kcs24	167.10		GRMZM5G894016	Chr5	215348380	215351490	Zm00001d018455	Chr5	221156569	221157963	Zm00001eb258610	chr5	223691917	223693843																					
c3h66	167.14		GRMZM5G834778	Chr5	215353006	215359821	Zm00001d018458	Chr5	221165234	221165520	Zm00001eb258640	chr5	223699296	223702997																					
Zm00001d018459	167.16		GRMZM5G897740	Chr5	215369080	215369690	Zm00001d018459	Chr5	221176542	221177152	Zm00001eb258650	chr5	223712256	223713013																					
lug2	167.30		GRMZM2G079013	Chr5	215387951	215401364	Zm00001d018460	Chr5	221195976	221208870	Zm00001eb258660	chr5	223731255	223744605																					
pco141631	167.33		GRMZM2G078887	Chr5	215406439	215407922	Zm00001d018461	Chr5	221213922	221215452	Zm00001eb258670	chr5	223749589	223751033																					
LOC100384378	167.34		GRMZM2G376595	Chr5	215413099	215429360	Zm00001d018462	Chr5	221220610	221236850	Zm00001eb258680	chr5	223756238	223772744																					
mybr51	167.35		GRMZM5G811428	Chr5	215526724	215527047	Zm00001d018465	Chr5	221328960	221335180	Zm00001eb258720	chr5	223865992	223866760																					
GRMZM2G078118	167.38		GRMZM2G078118	Chr5	215538245	215541505					Zm00001eb258750	chr5	223881576	223884681																					
fdh1	167.40		GRMZM5G824600	Chr5	215541812	215545867	Zm00001d018468	Chr5	221346595	221353674	Zm00001eb258770	chr5	223884899	223889043																					
Zm00001d018470	167.44		GRMZM2G379002	Chr5	215549489	215554056	Zm00001d018470	Chr5	221357720	221362176	Zm00001eb258790	chr5	223890973	223897311																					
Zm00001eb258800	167.46		GRMZM5G841900	Chr5	215555775	215558260	Zm00001d018471	Chr5	221363993	221366395	Zm00001eb258800	chr5	223898954	223901454																					
mctp8	167.82		GRMZM5G800598	Chr5	215607166	215610841	Zm00001d018473	Chr5	221415304	221418321	Zm00001eb258830	chr5	223950003	223954789																					
Zm00001d018474	167.84		GRMZM2G017869	Chr5	215615055	215616761	Zm00001d018474	Chr5	221423120	221424916	Zm00001eb258840	chr5	223958233	223960058																					
cl21401_1b	167.88		GRMZM2G143591	Chr5	215696397	215700169	Zm00001d018477	Chr5	221507910	221515299	Zm00001eb258860	chr5	224042781	224050174																					
IDP217	167.90		GRMZM2G143627	Chr5	215703236	215705092	Zm00001d018478	Chr5	221516602	221518161	Zm00001eb258870	chr5	224051266	224052981																					
si946088d04	167.91		GRMZM2G143651	Chr5	215707063	215712278	Zm00001d018479	Chr5	221521586	221525322	Zm00001eb258880	chr5	224054663	224060231																					
myo2	168.00		GRMZM2G332687	Chr5	215751740	215753860	Zm00001d018481	Chr5	221569552	221583567	Zm00001eb258890	chr5	224090834	224105222																					
rhw1	168.01		GRMZM2G056598	Chr5	215831867	215837866	Zm00001d018482	Chr5	221644235	221650146	Zm00001eb258900	chr5	224165101	224171353																					
LOC100282429	168.04		GRMZM2G356938	Chr5	215861536	215867283	Zm00001d018485	Chr5	221680806	221687059	Zm00001eb258940	chr5	224201910	224207983																					
umc2308	168.05		GRMZM5G848768	Chr5	215868239	215872073	Zm00001d018487	Chr5	221688156	221691939	Zm00001eb258950	chr5	224209159	224213083																					
cyp13	168.10		GRMZM5G837869	Chr5	215877677	215882183	Zm00001d018488	Chr5	221696671	221702095	Zm00001eb258960	chr5	224217735	224223236																					
pza02480	168.13		GRMZM2G013981	Chr5	215883771	215886889	Zm00001d018489	Chr5	221702963	221706664	Zm00001eb258970	chr5	224224163	224227952																					
LOC100192656	168.14		GRMZM5G894916	Chr5	215891535	215893568	Zm00001d018490	Chr5	221706613	221713343	Zm00001eb258990	chr5	224232454	224234487																					
ppr328	168.14		AC232393.1_FG009	Chr5	215887036	215888766	Zm00001d018490	Chr5	221706613	221713343	Zm00001eb258980	chr5	224227889	224230762																					
umc2307	168.15		GRMZM5G879872	Chr5	215894298	215895127	Zm00001d018491	Chr5	221714098	221714640	Zm00001eb259000	chr5	224235149	224236075																					
miR172b	168.17		zma-MIR172b	Chr5	215901574	215901699	zma-MIR172b	Chr5	221721349	221721474																									
LOC103627897	168.28		GRMZM5G800359	Chr5	215962665	215963955	Zm00001d018493	Chr5	221782915	221784572	Zm00001eb259020	chr5	224304160	224317806																					
gpm21	168.30		GRMZM5G840612	Chr5	215977530	215977943	Zm00001d018494	Chr5	221797234	221800106	Zm00001eb259030	chr5	224318317	224321315																					
pum11	168.34		GRMZM2G038818	Chr5	215983934	215985181	Zm00001d018496	Chr5	221803945	221816646	Zm00001eb259050	chr5	224324767	224338047																					
pco084210c	168.35		GRMZM2G342327	Chr5	215985491	215990474	Zm00001d018497	Chr5	221816955	221821994	Zm00001eb259060	chr5	224337469	224343318																					
LOC100280259	168.37		GRMZM2G364172	Chr5	216027242	216036741	Zm00001d018499	Chr5	221856058	221866963	Zm00001eb259080	chr5	224377190	224389433																					
Zm00001d018500	168.39		GRMZM2G064603	Chr5	216040526	216044643	Zm00001d018500	Chr5	221871850	221876358	Zm00001eb259100	chr5	224393001	224397829																					
pco084909	168.40		GRMZM2G064608	Chr5	216044949	216047002	Zm00001d018501	Chr5	221876374	221878395	Zm00001eb259110	chr5	224397445	224399636																					
pco094064	168.50		GRMZM2G390076	Chr5	216126699	216135540	Zm00001d018503	Chr5	221970822	221973170	Zm00001eb259130	chr5	224485286	224494341																					
pco073425a	168.60		GRMZM2G101571	Chr5	216212474	216216783	Zm00001d018507	Chr5	222067940	222071136	Zm00001eb259160	chr5	224573067	224576214																					
Zm00001eb259200	168.66		GRMZM2G344974	Chr5	216262015	216262925	Zm00001d018510	Chr5	222118821	222119375	Zm00001eb259200	chr5	224623572	224624604																					
ring370	168.68		GRMZM2G045286	Chr5	216270770	216273987	Zm00001d018511	Chr5	222127237	222130356	Zm00001eb259210	chr5	224632335	224635558																					
pco127746	168.70		GRMZM2G108739	Chr5	216297200	216300828	Zm00001d018512	Chr5	222155942	222159306	Zm00001eb259220	chr5	224661109	224664414																					
si603018e09	168.74		GRMZM2G164489	Chr5	216433451	216437705	Zm00001d018515	Chr5	222298217	222302462	Zm00001eb259240	chr5	224803365	224807594																					
rh48	168.79		GRMZM2G171801	Chr5	216488917	216493748	Zm00001d018516	Chr5	222352424	222357010	Zm00001eb259260	chr5	224857555	224862139																					
cl9363_1	168.80		GRMZM2G171662	Chr5	216493770	216497128	Zm00001d018517	Chr5	222357026	222359110	Zm00001eb259270	chr5	224861377	224864768																					
pco063423	168.85		GRMZM2G013890	Chr5	216547625	216554815	Zm00001d018522	Chr5	222423548	222430070	Zm00001eb259290	chr5	224928722	224935286																					
LOC103627906	168.86		GRMZM2G014116	Chr5	216585750	216591547	Zm00001d018523	Chr5	222461872	222467180	Zm00001eb259300	chr5	224967115	224972322																					
cl65727_1c	168.87		GRMZM2G015090	Chr5	216599024	216606013	Zm00001d018525	Chr5	222474888	222481326	Zm00001eb259320	chr5	224980012	224986568																					
proh8	168.88		GRMZM2G145061	Chr5	216607022	216610111	Zm00001d018526	Chr5	222482005	222484957	Zm00001eb259330	chr5	224986997	224990086																					
sut4	168.90		GRMZM2G145107	Chr5	216637674	216642140	Zm00001d018527	Chr5	222512491	222516983	Zm00001eb259340	chr5	225017631	225022166																					
GRMZM2G145133	168.92		GRMZM2G145133	Chr5	216652192	216653914	Zm00001d018529	Chr5	222527039	222528726	Zm00001eb259360	chr5	225032162	225033868																					
tcptf4	168.93		GRMZM2G445944	Chr5	216656588	216657717	Zm00001d018530	Chr5	222531797	222532420	Zm00001eb259370	chr5	225036687	225037628																					
rfa5	168.95		GRMZM2G445958	Chr5	216667564	216671809	Zm00001d018531	Chr5	222542079	222544935	Zm00001eb259380	chr5	225047534	225050107																					
rpa3	169.00																																		
LOC100278371	169.01		GRMZM2G145482	Chr5	216694690	216699476	Zm00001d018533	Chr5	222569518	222573939	Zm00001eb259400	chr5	225074658	225079150																					
ppr330	169.03		GRMZM2G145504	Chr5	216699951	216701837	Zm00001d018534	Chr5	222575337	222576596	Zm00001eb259410	chr5	225080098	225081936																					
cl24571_1a	169.05		GRMZM2G134067	Chr5	216746218	216747720					Zm00001eb259420	chr5	225126309	225127767																					
brk1	169.07		GRMZM5G842058	Chr5	216747837	216749400					Zm00001eb259430	chr5	225127773	225129446																					
prl1	169.09		GRMZM2G133919	Chr5	216749557	216756161					Zm00001eb259450	chr5	225130717	225136296																					
umc1153	169.18		GRMZM2G133764	Chr5	216787405	216796012	Zm00001d018541	Chr5	222662281	222667195	Zm00001eb259470	chr5	225172568	225175699																					
