MaizeGDB: Details of Map Genetic 10
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-NC358-REFERENCE-NAM-1.0_gene_model	Zm-NC358-REFERENCE-NAM-1.0_chr	Zm-NC358-REFERENCE-NAM-1.0_start	Zm-NC358-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence
miR171b	108.38		zma-MIR171b	Chr10	142397981	142398065					zma-MIR171b	Chr5	223360741	223360825																									
atg8b	108.40		GRMZM2G419694	Chr10	142392553	142395739					Zm00001d026335	Chr10	143747463	143750718	Zm00001eb431210	chr10	145202668	145206158																					
GRMZM2G121605	108.41		GRMZM2G121605	Chr10	142383923	142386390					Zm00001d026336	Chr10	143757099	143759324	Zm00001eb431220	chr10	145212322	145214767																					
ss3	108.42		GRMZM2G121612	Chr10	142347313	142356351					Zm00001d026337	Chr10	143786832	143796162	Zm00001eb431240	chr10	145242158	145251817																					
cl12076_1b	108.43		GRMZM2G021885	Chr10	142593121	142596900					Zm00001d026344	Chr10	143883390	143887047	Zm00001eb431290	chr10	145338719	145342652																					
LOC103642077	108.43		GRMZM2G326066	Chr10	142589468	142590316					Zm00001d026343	Chr10	143879828	143880241	Zm00001eb431270	chr10	145335045	145335967																					
IDP7345	108.44		GRMZM2G021822	Chr10	142600552	142604023					Zm00001d026345	Chr10	143890795	143894261	Zm00001eb431300	chr10	145345977	145349631																					
cl862_1(759)	108.45		GRMZM2G058098	Chr10	142670634	142675088					Zm00001d026346	Chr10	143957324	143961926	Zm00001eb431310	chr10	145412559	145417512																					
AY111500	108.50		GRMZM2G150901	Chr10	142681795	142686823					Zm00001d026347	Chr10	143968635	143973630	Zm00001eb431320	chr10	145423818	145429046																					
ppr516	109.00		GRMZM2G123014	Chr10	142804446	142807994					Zm00001d026350	Chr10	144091288	144093948	Zm00001eb431340	chr10	145546077	145549808																					
hb91	109.40		GRMZM2G122897	Chr10	142812773	142817535					Zm00001d026351	Chr10	144099075	144105329	Zm00001eb431350	chr10	145554415	145560749																					
e2f15	109.50		GRMZM2G148506	Chr10	142876623	142885325					Zm00001d026355	Chr10	144165524	144168971	Zm00001eb431380	chr10	145623335	145624005																					
prx119	109.52		GRMZM2G448051	Chr10	142907225	142909566					Zm00001d026357	Chr10	144191354	144192970	Zm00001eb431400	chr10	145646723	145648651																					
cl22364_1b	109.55		GRMZM2G148518	Chr10	142909948	142913809					Zm00001d026358	Chr10	144194271	144197480																									
cdk3	109.58		GRMZM2G148621	Chr10	142927784	142929873					Zm00001d026360	Chr10	144211470	144213519	Zm00001eb431420	chr10	145666879	145668973																					
agrr37c	110.55																																						
mybr71	111.43		GRMZM2G448104	Chr10	142938806	142965743					Zm00001d026362	Chr10	144222451	144249626	Zm00001eb431440	chr10	145677877	145705060																					
prh76	111.50		GRMZM2G180471	Chr10	143089757	143102281					Zm00001d026363	Chr10	144369745	144382245	Zm00001eb431460	chr10	145825082	145837813																					
chr35	111.55		GRMZM2G324781	Chr10	143135357	143140377					Zm00001d026366	Chr10	144415204	144421773	Zm00001eb431470	chr10	145870621	145877422																					
umc1196a	111.60		GRMZM2G324767	Chr10	143142000	143142817					Zm00001d026367	Chr10	144422318	144422683	Zm00001eb431480	chr10	145877597	145878310																					
IDP8225	111.62		GRMZM2G023387	Chr10	143143262	143146284					Zm00001d026368	Chr10	144424159	144426437	Zm00001eb431490	chr10	145879781	145881875																					
andr1	111.64		GRMZM2G097854	Chr10	143165140	143167467					Zm00001d026369	Chr10	144444247	144447064	Zm00001eb431500	chr10	145899677	145901860																					
andr2	111.66		GRMZM2G097841	Chr10	143173068	143175301					Zm00001d026370	Chr10	144452263	144458167	Zm00001eb431510	chr10	145907556	145909912																					
andr3	111.68		GRMZM2G431504	Chr10	143178904	143180837					Zm00001d026371	Chr10	144458006	144460016	Zm00001eb431520	chr10	145913455	145915491																					
Zm00001d026376	111.76		GRMZM5G812525	Chr10	143355300	143357792					Zm00001d026376	Chr10	144632946	144635563																									
Zm00001d026377	111.78		GRMZM5G831843	Chr10	143362031	143362467					Zm00001d026377	Chr10	144637101	144640154	Zm00001eb431560	chr10	146092495	146095877																					
csd4	112.30		GRMZM5G895313	Chr10	143487131	143488239																																	
bnlg1677	112.33		GRMZM5G898792	Chr10	143459817	143464307					Zm00001d026378	Chr10	144728996	144729422																									
GRMZM5G838853	112.36		GRMZM5G838853	Chr10	143535445	143536365					Zm00001d026379	Chr10	144776845	144780116	Zm00001eb431580	chr10	146232557	146235829																					
pco115693	112.40		GRMZM2G366270	Chr10	143557315	143559873					Zm00001d026381	Chr10	144810240	144816007	Zm00001eb431600	chr10	146266011	146271943																					
IDP8237	112.42		GRMZM2G000620	Chr10	143570637	143573924					Zm00001d026383	Chr10	144823842	144827200	Zm00001eb431620	chr10	146279623	146283204																					
Zm00001d026382	112.42		GRMZM2G000633	Chr10	143565467	143570034					Zm00001d026382	Chr10	144818522	144822103	Zm00001eb431610	chr10	146274300	146277859																					
LOC100274055	112.44		GRMZM2G161693	Chr10	143621508	143626168					Zm00001d026386	Chr10	144857193	144861500	Zm00001eb431650	chr10	146313459	146314256																					
myb207	112.48		GRMZM2G066514	Chr10	143847293	143849135					Zm00001d026389	Chr10	144938108	144939059	Zm00001eb431670	chr10	146393599	146401088																					
hagtf43	112.50		GRMZM5G818977	Chr10	143741016	143743695					Zm00001d026391	Chr10	144991865	144994560	Zm00001eb431690	chr10	146447619	146450434																					
cl3044_1c	112.52		GRMZM2G016097	Chr10	143733448	143740302					Zm00001d026392	Chr10	144995255	145002117	Zm00001eb431700	chr10	146451109	146457917																					
Zm00001d026394	112.54		GRMZM2G143102	Chr10	143870814	143873411					Zm00001d026394	Chr10	145133662	145136374	Zm00001eb431710	chr10	146589369	146592169																					
cl13411_1e	112.68		GRMZM2G143071	Chr10	143877838	143886034					Zm00001d026396	Chr10	145140791	145148851	Zm00001eb431730	chr10	146596538	146604683																					
AY110016	112.70		GRMZM2G037226	Chr10	143895568	143897863					Zm00001d026397	Chr10	145157330	145158895	Zm00001eb431740	chr10	146607953	146614946																					
bzip113	112.71		GRMZM2G445575	Chr10	143949572	143957213					Zm00001d026398	Chr10	145211405	145218613	Zm00001eb431760	chr10	146666774	146674410																					
epf1	112.72		GRMZM2G177393	Chr10	143987393	143988341					Zm00001d026401	Chr10	145260364	145261731	Zm00001eb431780	chr10	146716167	146717535																					
w2	113.00		GRMZM2G480171	Chr10	144030003	144038674					Zm00001d026402	Chr10	145302797	145311603	Zm00001eb431790	chr10	146758676	146767484																					
propep2	113.07										Zm00001d026404	Chr10	145313977	145314876																									
gtr1	113.10		GRMZM2G177412	Chr10	144041132	144046169					Zm00001d026405	Chr10	145315798	145319169	Zm00001eb431800	chr10	146769920	146774956																					
Zm00001d026406	113.12		GRMZM2G177491	Chr10	144050664	144051265					Zm00001d026406	Chr10	145323560	145324304																									
npi208b	113.65																																						
bxs1	113.90		GRMZM2G136895	Chr10	144110170	144115996					Zm00001d026415	Chr10	145395974	145401877	Zm00001eb431850	chr10	146851832	146857758																					
LOC100194099	113.94		GRMZM2G427031	Chr10	144142961	144166562					Zm00001d026421	Chr10	145450797	145461255	Zm00001eb431870	chr10	146906613	146917198																					
miR395n	113.96		zma-MIR395n	Chr10	144171200	144171265					zma-MIR395n	Chr10	145465911	145465976																									
miR395o	113.97		zma-MIR395o	Chr10	144171373	144171598					zma-MIR395o	Chr10	145466084	145466309																									
miR395p	113.98		zma-MIR395p	Chr10	144171691	144171779					zma-MIR395p	Chr10	145466402	145466490																									
pme8	114.00		GRMZM2G128549	Chr10	144177414	144179985					Zm00001d026422	Chr10	145472125	145494737	Zm00001eb431890	chr10	146926951	146930681																					
pco068227	114.10		GRMZM2G114325	Chr10	144272421	144277340					Zm00001d026425	Chr10	145556564	145561470	Zm00001eb431910	chr10	147012523	147017387																					
mrpa12	114.14		GRMZM2G085236	Chr10	144340205	144347836					Zm00001d026426	Chr10	145633928	145641425	Zm00001eb431930	chr10	147089742	147097455																					
pco142704	115.88		GRMZM2G003190	Chr10	144408908	144413411					Zm00001d026429	Chr10	145713940	145718508	Zm00001eb431950	chr10	147169841	147174369																					
ga20ox9	115.90		GRMZM2G127668	Chr10	144405285	144406983					Zm00001d026431	Chr10	145720480	145722209	Zm00001eb431960	chr10	147176103	147178145																					
IDP4050	115.92		GRMZM2G331770	Chr10	144445971	144448260					Zm00001d026432	Chr10	145732222	145734725	Zm00001eb431970	chr10	147188070	147191832																					
si945024a02	115.94		GRMZM2G044100	Chr10	144383214	144386006					Zm00001d026434	Chr10	145756681	145759431	Zm00001eb431980	chr10	147212499	147215324																					
Zm00001d026436	115.96		GRMZM2G331518	Chr10	144524900	144525094					Zm00001d026436	Chr10	145797717	145798331	Zm00001eb431990	chr10	147252854	147254228																					
pco127780	115.99		GRMZM2G086030	Chr10	144610790	144625026					Zm00001d026439	Chr10	145882413	145897009	Zm00001eb432020	chr10	147338114	147352876																					
vq60	116.00		GRMZM2G064903	Chr10	144626911	144627887					Zm00001d026440	Chr10	145898798	145899433	Zm00001eb432030	chr10	147354345	147355691																					
cl34132_1b	116.04		GRMZM2G064831	Chr10	144630450	144635115					Zm00001d026442	Chr10	145903057	145906518	Zm00001eb432050	chr10	147358797	147362608																					
mmp181	116.15																																						
ufg75b	116.60		GRMZM2G120136	Chr10	144700121	144706394					Zm00001d026445	Chr10	145970289	145976752	Zm00001eb432070	chr10	147426165	147432675																					
ereb156	116.80		GRMZM2G421033	Chr10	144707377	144708793					Zm00001d026447	Chr10	145983350	145983982	Zm00001eb432090	chr10	147438701	147440123																					
ereb212	117.00		GRMZM2G076602	Chr10	144777835	144780346					Zm00001d026448	Chr10	146059085	146062110	Zm00001eb432100	chr10	147514289	147518344																					
LOC100276709	117.08		GRMZM6G287947	Chr10	144897571	144898216					Zm00001d026451	Chr10	146093787	146096629	Zm00001eb432120	chr10	147549430	147552228																					
umc1176	117.10										Zm00001d026452	Chr10	146098952	146102717	Zm00001eb432130	chr10	147552789	147558519																					
wox4	117.12		GRMZM6G260565	Chr10	144893352	144894218					Zm00001d026453	Chr10	146111095	146112832	Zm00001eb432140	chr10	147566728	147568465																					
Zm00001eb432150	117.13		GRMZM2G107226	Chr10	144801627	144802623					Zm00001d026454	Chr10	146117284	146117613	Zm00001eb432150	chr10	147572732	147573610																					
mybr65	117.14		GRMZM2G546369	Chr10	144803533	144808264					Zm00001d026456	Chr10	146121659	146122160																									
umc2351	117.40		GRMZM2G445616	Chr10	144892214	144893091					Zm00001d026457	Chr10	146225848	146226322	Zm00001eb432160	chr10	147681483	147682157																					
ccp3	117.43		GRMZM2G073465	Chr10	144912181	144916261					Zm00001d026458	Chr10	146241809	146245690	Zm00001eb432170	chr10	147697454	147701528																					
Zm00001eb432180	117.44		GRMZM2G527256	Chr10	144916662	144920273					Zm00001d026459	Chr10	146249015	146249765	Zm00001eb432180	chr10	147701997	147705555																					
umc1249	117.45										Zm00001d026460	Chr10	146257808	146261085	Zm00001eb432200	chr10	147713514	147716684																					
LOC100272875	117.50		GRMZM5G870470	Chr10	145009704	145016853					Zm00001d026463	Chr10	146324020	146327524	Zm00001eb432240	chr10	147784955	147786970																					
Zm00001d026467	117.54		GRMZM2G153096	Chr10	145095718	145097071					Zm00001d026467	Chr10	146439215	146440716	Zm00001eb432270	chr10	147894988	147896608																					
Zm00001d026468	117.56		GRMZM2G005033	Chr10	145169860	145170463					Zm00001d026468	Chr10	146511738	146512471	Zm00001eb432290	chr10	147958536	147968159																					
cl12596_1b	117.58		GRMZM2G004924	Chr10	145173827	145178977					Zm00001d026469	Chr10	146515760	146519994	Zm00001eb432300	chr10	147971561	147976708																					
kwl2	117.60		GRMZM2G305329	Chr10	145178210	145178892					Zm00001d026470	Chr10	146520142	146520723	Zm00001eb432310	chr10	147975804	147976648																					
LOC103642134	117.62		GRMZM2G426242	Chr10	145189823	145191414					Zm00001d026471	Chr10	146531880	146533322	Zm00001eb432320	chr10	147987421	147989178																					
pgdh4	117.64		GRMZM2G009323	Chr10	145229818	145234017					Zm00001d026472	Chr10	146562821	146566812	Zm00001eb432330	chr10	148018603	148022666																					
umc2203	117.68		GRMZM2G143499	Chr10	145327221	145330634					Zm00001d026475	Chr10	146663667	146667358	Zm00001eb432350	chr10	148119460	148122910																					
zim34	117.70		GRMZM2G143402	Chr10	145369299	145373351					Zm00001d026477	Chr10	146705762	146709602	Zm00001eb432370	chr10	148161552	148165409																	Zm00004b040435	chr10	144792420	144796806	
fax2	117.71		GRMZM2G143389	Chr10	145372861	145375250					Zm00001d026478	Chr10	146709454	146711583	Zm00001eb432380	chr10	148165134	148167489																					
npi254b	117.73		GRMZM2G143356	Chr10	145376700	145382697					Zm00001d026479	Chr10	146713592	146719187	Zm00001eb432390	chr10	148169443	148175018																					
iaa44	117.80		GRMZM2G143352	Chr10	145384711	145385639					Zm00001d026480	Chr10	146721094	146722100	Zm00001eb432400	chr10	148176920	148177870																					
cpr2	118.00		GRMZM2G104294	Chr10	145490001	145511384					Zm00001d026483	Chr10	146795024	146816445	Zm00001eb432420	chr10	148250954	148272641																					
si486071b12	118.98		GRMZM2G104291	Chr10	145531146	145533428					Zm00001d026484	Chr10	146871265	146873306	Zm00001eb432430	chr10	148328594	148329274																					
si486071b12a	118.99		GRMZM2G104288	Chr10	145534474	145539858									Zm00001eb432440	chr10	148328712	148335633																					
farl15	119.00		GRMZM2G104268	Chr10	145543618	145550014					Zm00001d026485	Chr10	146872939	146890622	Zm00001eb432450	chr10	148340935	148345717																					
ereb190	119.20		GRMZM2G104260	Chr10	145554185	145555089					Zm00001d026486	Chr10	146894287	146895167	Zm00001eb432460	chr10	148350038	148351114																					
mkaku41	119.50		GRMZM2G104199	Chr10	145555475	145562891					Zm00001d026487	Chr10	146895594	146903010	Zm00001eb432470	chr10	148351451	148358785																					
IDP7783	119.55		GRMZM2G308365	Chr10	145599366	145600720					Zm00001d026488	Chr10	146938408	146939628	Zm00001eb432480	chr10	148393971	148395774																					
umc2172	120.00		GRMZM2G007477	Chr10	145605846	145607808					Zm00001d026489	Chr10	146944932	146946110	Zm00001eb432490	chr10	148400373	148402683																					
umc1877	120.50										Zm00001d023198	Chr10	146950198	146950671																									
mha4	120.90		GRMZM2G006894	Chr10	145614824	145621943					Zm00001d026490	Chr10	146954113	146960946	Zm00001eb432500	chr10	148409966	148416551																					
sbp28	120.93		GRMZM2G058588	Chr10	145726895	145730461					Zm00001d026491	Chr10	147051884	147055513	Zm00001eb432520	chr10	148507547	148511270																					
bcd135b	120.95		GRMZM2G101179	Chr10	145772111	145774663					Zm00001d026495	Chr10	147115022	147116956	Zm00001eb432550	chr10	148570791	148572722																					
cle35	120.98		GRMZM2G427603	Chr10	145857098	145858255					Zm00001d026498	Chr10	147196018	147196308	Zm00001eb432560	chr10	148651766	148652056																					
gln1	121.00		GRMZM2G098290	Chr10	145900776	145906241					Zm00001d026501	Chr10	147240629	147249381	Zm00001eb432580	chr10	148696490	148700868																					
LOC103642147	121.02		GRMZM5G885867	Chr10	145906651	145910532					Zm00001d026501	Chr10	147240629	147249381	Zm00001eb432590	chr10	148701228	148705119																					
Zm00001d026505	121.40		GRMZM2G428119	Chr10	145960204	145960768					Zm00001d026505	Chr10	147307733	147308281	Zm00001eb432650	chr10	148763363	148764287																					
cl7262_1b	121.42										Zm00001d026506	Chr10	147315590	147316694																									
ibh2	121.50		GRMZM2G084576	Chr10	146014393	146015453					Zm00001d026510	Chr10	147364599	147365225	Zm00001eb432720	chr10	148819928	148821356																					
mpkl5	121.60		GRMZM2G477491	Chr10	146034493	146035450					Zm00001d026511	Chr10	147370578	147387613	Zm00001eb432730	chr10	148826200	148843431																					
LOC100285180	121.62		GRMZM2G067424	Chr10	146078442	146080197					Zm00001d026512	Chr10	147430706	147433738	Zm00001eb432740	chr10	148886364	148888273																					
hipp65	121.64		GRMZM2G067421	Chr10	146081925	146082730					Zm00001d026513	Chr10	147434126	147434913	Zm00001eb432750	chr10	148889848	148890740																					
ipk1	121.98		GRMZM2G067299	Chr10	146085173	146089027					Zm00001d026514	Chr10	147437436	147441371	Zm00001eb432760	chr10	148893159	148897054																					
vp10	122.00		GRMZM2G067176	Chr10	146104115	146108434					Zm00001d026515	Chr10	147456386	147460691	Zm00001eb432770	chr10	148912067	148916449																					
cl15947_1b	122.02		GRMZM2G066981	Chr10	146110506	146116814					Zm00001d026516	Chr10	147462770	147465833	Zm00001eb432780	chr10	148918689	148924869																					
LOC100276453	122.04		GRMZM2G368908	Chr10	146117005	146122004					Zm00001d026517	Chr10	147469298	147474320	Zm00001eb432790	chr10	148925025	148930162																					
