MaizeGDB: Details of Map Genetic 8
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Sequence
trx1	108.07		GRMZM2G166877	Chr8	162381173	162382855					Zm00001d012083	Chr8	167838073	167839724	Zm00001eb365000	chr8	169137115	169145200									
LOC118473166	108.07		GRMZM2G470862	Chr8	162341426	162350000									Zm00001eb364970	chr8	169101532	169110249									
cl60188_1b	108.09		GRMZM2G166873	Chr8	162390300	162397439					Zm00001d012085	Chr8	167847285	167854405	Zm00001eb365010	chr8	169146329	169153907									
umc2361	108.10		GRMZM2G166855	Chr8	162399396	162409530					Zm00001d012086	Chr8	167856339	167866530	Zm00001eb365020	chr8	169155783	169166037									
IDP7958	108.12		GRMZM2G001088	Chr8	162513339	162517065					Zm00001d012087	Chr8	167976609	167980265	Zm00001eb365030	chr8	169269128	169272254									
Zm00001d012088	108.14		GRMZM2G022958	Chr8	162551646	162552395					Zm00001d012088	Chr8	168007697	168007981	Zm00001eb365040	chr8	169299570	169300327									
hdt104	108.20		GRMZM5G898314	Chr8	162662841	162666204					Zm00001d012092	Chr8	168113678	168117049	Zm00001eb365080	chr8	169405523	169408859									
hin17	108.26		AC183950.2_FG004	Chr8	162763801	162766540					Zm00001d012096	Chr8	168215612	168217009	Zm00001eb365110	chr8	169507204	169509063									
Zm00001eb365150	108.32		AC183950.2_FG006	Chr8	162772166	162776503					Zm00001d012099	Chr8	168226977	168228299	Zm00001eb365150	chr8	169518813	169519270									
ring496	108.38		GRMZM2G065893	Chr8	162830937	162835037					Zm00001d012101	Chr8	168277736	168281863	Zm00001eb365180	chr8	169569616	169573696									
mgt8	108.40		GRMZM2G065971	Chr8	162836382	162842987					Zm00001d012102	Chr8	168283208	168289577	Zm00001eb365190	chr8	169575037	169581447									
ald2	108.50		GRMZM2G066024	Chr8	162856704	162859417					Zm00001d012103	Chr8	168303869	168306204	Zm00001eb365200	chr8	169595770	169598133									
umc2616	108.51		GRMZM2G061419	Chr8	162918361	162924550					Zm00001d012108	Chr8	168364890	168371205	Zm00001eb365210	chr8	169656783	169663104									
jmj11	108.52		GRMZM2G339379	Chr8	162996669	163001414					Zm00001d012119	Chr8	168442999	168449985	Zm00001eb365340	chr8	169734832	169741820									
ccp32	108.52		GRMZM2G035045	Chr8	163005125	163007208					Zm00001d012120	Chr8	168452148	168453287	Zm00001eb365360	chr8	169743899	169745492									
IDP771	108.53		GRMZM2G112079	Chr8	163067685	163069598					Zm00001d012127	Chr8	168508873	168510872	Zm00001eb365410	chr8	169800818	169802747									
IDP8012	108.53		GRMZM2G068392	Chr8	163058682	163066247					Zm00001d012126	Chr8	168499982	168507430	Zm00001eb365390	chr8	169791550	169799378									
arr7	108.54		GRMZM2G100318	Chr8	163129203	163133084					Zm00001d012128	Chr8	168571952	168576042	Zm00001eb365420	chr8	169863648	169868337									
LOC103636392	108.54		GRMZM2G371890	Chr8	163166110	163169520					Zm00001d012131	Chr8	168615878	168619047	Zm00001eb365450	chr8	169907670	169910806									
ca5p2	108.55		GRMZM2G479610	Chr8	163223636	163224280					Zm00001d012133	Chr8	168640352	168640741	Zm00001eb365480	chr8	169932198	169932587									
ca5p6	108.55		GRMZM2G375448	Chr8	163213351	163214685					Zm00001d012134	Chr8	168648634	168649023	Zm00001eb365500	chr8	169940154	169941649									
ccl26	108.55		GRMZM2G333861	Chr8	163203515	163205870					Zm00001d012136	Chr8	168668494	168670713	Zm00001eb365520	chr8	169960003	169962649									
cl13065_1b	108.56		GRMZM5G884972	Chr8	163265615	163273476					Zm00001d012137	Chr8	168708662	168716908	Zm00001eb365530	chr8	170000816	170008720									
ptac10	108.56		GRMZM2G091419	Chr8	163288195	163292627					Zm00001d012141	Chr8	168732016	168736038	Zm00001eb365570	chr8	170023792	170027881									
npf19	108.56		GRMZM5G817436	Chr8	163273947	163279830					Zm00001d012138	Chr8	168717328	168723055	Zm00001eb365540	chr8	170006271	170015276									
ccl27	108.70		GRMZM5G805585	Chr8	163391160	163403415					Zm00001d012144	Chr8	168855687	168867132	Zm00001eb365590	chr8	170148155	170159527									
IDP355a	108.72		GRMZM2G700757	Chr8	163440255	163444812					Zm00001d012145	Chr8	168870912	168875246	Zm00001eb365600	chr8	170163318	170167667									
pub82	108.73		GRMZM5G821267	Chr8	163452919	163457381					Zm00001d012146	Chr8	168883542	168888435	Zm00001eb365610	chr8	170175931	170180557									
LOC103636398	108.74		AC233916.1_FG002	Chr8	163461418	163462800					Zm00001d012147	Chr8	168892045	168893427	Zm00001eb365620	chr8	170184482	170185819									
LOC103636400	108.75		GRMZM5G812425	Chr8	163560435	163561796					Zm00001d012152	Chr8	168994371	168995732	Zm00001eb365630	chr8	170286456	170288330									
cl37712_1	108.76		GRMZM5G842886	Chr8	163577406	163586683					Zm00001d012153	Chr8	169011340	169020658	Zm00001eb365640	chr8	170303841	170313168									
umc2602	108.78		GRMZM5G813206	Chr8	163608661	163616447					Zm00001d012155	Chr8	169041107	169049261	Zm00001eb365660	chr8	170333557	170341725									
cl20634_1b	108.80		GRMZM2G421829	Chr8	163632810	163641809					Zm00001d012156	Chr8	169060792	169075234	Zm00001eb365670	chr8	170353254	170367999									
glu4	109.90		AC155376.2_FG005	Chr8	163719701	163727524					Zm00001d012159	Chr8	169165307	169173792	Zm00001eb365690	chr8	170457573	170466286									
pco101615	109.92		GRMZM2G163473	Chr8	163730183	163735296					Zm00001d012160	Chr8	169176092	169181164	Zm00001eb365700	chr8	170468534	170473723									
rpl5b	110.00		GRMZM2G163081	Chr8	163737203	163740608					Zm00001d012161	Chr8	169183712	169186572	Zm00001eb365710	chr8	170476151	170478948									
cl16119_1c	110.30		AC204007.3_FG008	Chr8	163906305	163906790					Zm00001d012165	Chr8	169363195	169363680	Zm00001eb365730	chr8	170655380	170656407									
iqd28	110.40		GRMZM2G024799	Chr8	163925756	163929617					Zm00001d012167	Chr8	169382734	169386405	Zm00001eb365750	chr8	170675151	170678976									
Zm00001d012170	110.48		GRMZM2G028516	Chr8	163981580	163986308					Zm00001d012170	Chr8	169429054	169433174	Zm00001eb365780	chr8	170721485	170725722									
IDP2426	110.50		GRMZM2G028779	Chr8	163995497	163996363					Zm00001d012171	Chr8	169443002	169444175	Zm00001eb365790	chr8	170735402	170736601									
pco070293b	110.70		GRMZM2G026969	Chr8	164067675	164075959					Zm00001d012173	Chr8	169516096	169525048	Zm00001eb365810	chr8	170808636	170817629									
Zm00001d012175	110.72		GRMZM2G418635	Chr8	164100052	164103912					Zm00001d012175	Chr8	169547499	169551527	Zm00001eb365820	chr8	170839856	170845096									
exo4	110.80		GRMZM2G117405	Chr8	164107807	164113168					Zm00001d012176	Chr8	169557355	169562468	Zm00001eb365840	chr8	170849713	170855399									
LOC103636410	110.82		GRMZM2G418689	Chr8	164124514	164128163					Zm00001d012177	Chr8	169573763	169577154	Zm00001eb365850	chr8	170866287	170870106									
ial1	111.00		GRMZM2G133806	Chr8	164174038	164177190					Zm00001d012180	Chr8	169618708	169621826	Zm00001eb365880	chr8	170911238	170914401									
npf51	111.74										Zm00001d012192	Chr8	169860197	169860559	Zm00001eb365920	chr8	171153574	171155578									
IDP27	111.78		GRMZM2G472991	Chr8	164284560	164291670					Zm00001d012195	Chr8	169913481	169917971	Zm00001eb365940	chr8	171206181	171210642									
alf8	111.90		GRMZM2G172001	Chr8	164293635	164297965					Zm00001d012196	Chr8	169919970	169924239	Zm00001eb365950	chr8	171212589	171216941									
dmes2	112.00		GRMZM2G172032	Chr8	164298387	164301819					Zm00001d012197	Chr8	169924646	169928100	Zm00001eb365960	chr8	171217333	171220817									
LOC100275780	112.06		GRMZM2G172829	Chr8	164360831	164366920					Zm00001d012199	Chr8	170004527	170012968	Zm00001eb365990	chr8	171296952	171303800									
nudx30	112.08		GRMZM2G172857	Chr8	164367580	164369137					Zm00001d012199	Chr8	170004527	170012968	Zm00001eb366000	chr8	171304361	171305542									
pco105945	112.80		GRMZM2G050693	Chr8	164405885	164410100					Zm00001d012203	Chr8	170033894	170036587	Zm00001eb366020	chr8	171325155	171329387									
pco115287b	112.83		GRMZM2G050803	Chr8	164415013	164417628					Zm00001d012204	Chr8	170042407	170043615	Zm00001eb366030	chr8	171334108	171336897									
LOC100275452	112.85		GRMZM2G068271	Chr8	164445777	164448851					Zm00001d012205	Chr8	170071902	170075152	Zm00001eb366040	chr8	171364745	171368240									
jac9	112.89		GRMZM2G368663	Chr8	164455903	164457909					Zm00001d012208	Chr8	170082170	170084266	Zm00001eb366070	chr8	171376149	171377024									
umc1369	112.90		GRMZM2G049269	Chr8	164482156	164487602					Zm00001d012211	Chr8	170110027	170115232	Zm00001eb366080	chr8	171402753	171407944									
ga20ox5	113.00		GRMZM2G049418	Chr8	164487836	164490694					Zm00001d012212	Chr8	170115789	170118570	Zm00001eb366090	chr8	171408453	171411293									
IDP2402	113.04		GRMZM5G893263	Chr8	164516395	164516781					Zm00001d012213	Chr8	170144186	170164756	Zm00001eb366130	chr8	171453160	171457042									
Zm00001eb366150	113.07		GRMZM2G316214	Chr8	164707632	164708545					Zm00001d012217	Chr8	170342986	170343896	Zm00001eb366150	chr8	171633277	171634352									
dek701	113.10		GRMZM5G834335	Chr8	164712934	164717168					Zm00001d012218	Chr8	170348297	170353281	Zm00001eb366170	chr8	171638613	171642374									
sacd9	113.20		GRMZM2G316362	Chr8	164731500	164733879					Zm00001d012221	Chr8	170366926	170368457	Zm00001eb366200	chr8	171657132	171659201									
saur70	113.22		GRMZM2G431066	Chr8	164749931	164750632					Zm00001d012222	Chr8	170385558	170386010	Zm00001eb366210	chr8	171675646	171676362									
pco098921	113.30		GRMZM2G002023	Chr8	164783953	164789519					Zm00001d012224	Chr8	170419466	170424898	Zm00001eb366250	chr8	171709926	171715248									
sdg29	113.76		GRMZM2G092759	Chr8	164816458	164819112					Zm00001d012226	Chr8	170452341	170454988	Zm00001eb366280	chr8	171742667	171745420									
bnlg1031	113.78		GRMZM2G092817	Chr8	164822848	164826124					Zm00001d012228	Chr8	170458719	170462003	Zm00001eb366290	chr8	171749061	171753050									
aaap55	113.81		GRMZM2G092945	Chr8	164830515	164836644					Zm00001d012229	Chr8	170466437	170472563	Zm00001eb366300	chr8	171756795	171762937									
aaap56	113.83		GRMZM2G096407	Chr8	164898620	164901193					Zm00001d012231	Chr8	170532866	170534989	Zm00001eb366310	chr8	171822776	171825387									
si603022b10	113.86		GRMZM2G119397	Chr8	164954733	164956119					Zm00001d012233	Chr8	170593617	170597148	Zm00001eb366330	chr8	171875030	171879010									
ms8	113.88		GRMZM2G119265	Chr8	164959333	164961811					Zm00001d012234	Chr8	170600288	170602763	Zm00001eb366340	chr8	171882026	171884587									
Zm00001d012238	113.92		GRMZM2G005236	Chr8	165092449	165098186					Zm00001d012238	Chr8	170738666	170744400	Zm00001eb366360	chr8	172020513	172026192									
LOC103636432	113.98		GRMZM2G005374	Chr8	165105288	165109977					Zm00001d012239	Chr8	170751541	170756148	Zm00001eb366380	chr8	172033188	172038212									
sun4	114.00		GRMZM2G005483	Chr8	165131574	165135243					Zm00001d012240	Chr8	170777809	170781884	Zm00001eb366390	chr8	172059580	172063389									
dnaJ82	114.04		GRMZM2G128248	Chr8	165144630	165147134					Zm00001d012242	Chr8	170791056	170793403	Zm00001eb366410	chr8	172072514	172075285									
pza01316	114.08		GRMZM2G114172	Chr8	165228258	165231972					Zm00001d012244	Chr8	170881851	170885565	Zm00001eb366430	chr8	172163656	172167381									
GRMZM2G114057	114.10		GRMZM2G114057	Chr8	165263340	165265762					Zm00001d012245	Chr8	170916913	170919259	Zm00001eb366440	chr8	172198761	172201187									
npi268a	114.80																										
shmt3	114.86		GRMZM2G171116	Chr8	165281846	165283370					Zm00001d012247	Chr8	170932391	170938329	Zm00001eb366470	chr8	172214292	172220065									
stsl10	114.90		GRMZM5G858593	Chr8	165314993	165316039					Zm00001d012249	Chr8	170969911	170970948	Zm00001eb366490	chr8	172251573	172252944									
stsl11	114.96		GRMZM2G338431	Chr8	165377375	165378833					Zm00001d012252	Chr8	171035928	171036965	Zm00001eb366520	chr8	172317611	172319118									
myb163	115.00		GRMZM2G405094	Chr8	165425516	165426742					Zm00001d012255	Chr8	171085931	171087013	Zm00001eb366540	chr8	172367546	172368797									
IDP7934	115.04		GRMZM2G148773	Chr8	165526430	165535578					Zm00001d012257	Chr8	171216718	171226043	Zm00001eb366560	chr8	172498532	172508065									
LOC111590089	115.05																										
npf39	115.06		GRMZM2G148800	Chr8	165543587	165545831					Zm00001d012259	Chr8	171234043	171236231	Zm00001eb366570	chr8	172515933	172518350									
pco129491	116.00		GRMZM2G075956	Chr8	165628436	165631708					Zm00001d012260	Chr8	171319753	171321312	Zm00001eb366580	chr8	172601342	172604694									
Zm00001d012262	116.01										Zm00001d012262	Chr8	171412553	171415338													
amt7	116.02		GRMZM2G335218	Chr8	165655084	165656780					Zm00001d012261	Chr8	171344660	171346209	Zm00001eb366590	chr8	172626253	172628459									
stk5	116.20		GRMZM2G334791	Chr8	165727932	165735893					Zm00001d012263	Chr8	171421196	171427134	Zm00001eb366610	chr8	172702916	172709110									
umc1607	116.22		GRMZM2G033330	Chr8	165739641	165744934																					
tlc16	116.25		GRMZM2G075023	Chr8	165780662	165790509					Zm00001d012265	Chr8	171473506	171483308	Zm00001eb366620	chr8	172755409	172765208									
sbt49	116.31		GRMZM2G026535	Chr8	165933817	165936129					Zm00001d012268	Chr8	171622007	171624319	Zm00001eb366650	chr8	172903925	172906240									
bzip44	116.80		GRMZM2G438293	Chr8	165990148	165991775					Zm00001d012273	Chr8	171684370	171696504	Zm00001eb366690	chr8	172966248	172978706									
hct10	116.85		GRMZM2G034360	Chr8	166031514	166034207					Zm00001d012274	Chr8	171718376	171721067	Zm00001eb366700	chr8	173000291	173003033									
cl11215_-2b	116.87		GRMZM2G387076	Chr8	166048597	166054072					Zm00001d012275	Chr8	171735134	171739795	Zm00001eb366710	chr8	173016998	173022625									
LOC103636448	116.88		GRMZM2G387076	Chr8	166048597	166054072					Zm00001d012276	Chr8	171739920	171740516	Zm00001eb366710	chr8	173016998	173022625									
act2	117.00										Zm00001d012277	Chr8	171775071	171778423	Zm00001eb366720	chr8	173057044	173060586									
ring497	117.14		GRMZM2G341159	Chr8	166110824	166111927					Zm00001d012279	Chr8	171805669	171806328	Zm00001eb366740	chr8	173087387	173088379									
dof38	117.16		GRMZM2G042218	Chr8	166129975	166131371					Zm00001d012280	Chr8	171824647	171825663	Zm00001eb366750	chr8	173106466	173107900									
Zm00001eb366760	117.17		GRMZM2G084979	Chr8	166167300	166168165					Zm00001d012281	Chr8	171836888	171837640	Zm00001eb366760	chr8	173118682	173119837									
ofp35	117.18		GRMZM2G085035	Chr8	166174085	166175881					Zm00001d012282	Chr8	171844019	171844762	Zm00001eb366770	chr8	173126002	173126745									
Zm00001d012284	117.19		GRMZM2G143613	Chr8	166193309	166198151					Zm00001d012284	Chr8	171862718	171867456	Zm00001eb366780	chr8	173144669	173149440									
mybr55	117.20		GRMZM2G143640	Chr8	166202168	166203590					Zm00001d012285	Chr8	171871807	171872971	Zm00001eb366790	chr8	173153442	173155014									
Zm00001d012293	117.98		AC232238.2_FG005	Chr8	166336743	166337189					Zm00001d012293	Chr8	172030728	172031174	Zm00001eb366870	chr8	173313419	173314524									
lrs1	118.00		AC232238.2_FG004	Chr8	166341735	166349613					Zm00001d012294	Chr8	172035363	172043591	Zm00001eb366880	chr8	173318775	173326650									
GRMZM2G168087	118.01		GRMZM2G168087	Chr8	166350438	166354890					Zm00001d012295	Chr8	172039519	172048923	Zm00001eb366890	chr8	173327388	173332010									
bzip75	118.02		GRMZM2G168079	Chr8	166357554	166362143					Zm00001d012296	Chr8	172051538	172056127	Zm00001eb366900	chr8	173334557	173339272									
Zm00001d012304	118.34		GRMZM2G396248	Chr8	166450674	166452870					Zm00001d012304	Chr8	172140280	172142915	Zm00001eb366970	chr8	173423587	173426003									
nbcs22	118.40		GRMZM2G095611	Chr8	166471154	166476642					Zm00001d012307	Chr8	172160772	172166114	Zm00001eb367000	chr8	173444472	173449924									
IDP7782	118.78		GRMZM2G074462	Chr8	166563001	166565165					Zm00001d012313	Chr8	172255204	172257134	Zm00001eb367050	chr8	173539109	173541324									
IDP257	118.80		GRMZM2G061043	Chr8	166638225	166643039					Zm00001d012314	Chr8	172325977	172333899	Zm00001eb367060	chr8	173609931	173617990									
pco075967	118.98		GRMZM2G123394	Chr8	166704450	166706350					Zm00001d012321	Chr8	172400471	172401895	Zm00001eb367110	chr8	173684382	173686223									
cyp26	119.00		GRMZM2G087875	Chr8	166707310	166709115					Zm00001d012322	Chr8	172403401	172405359	Zm00001eb367120	chr8	173687415	173689394									
cyp98	119.50		GRMZM2G350020	Chr8	166776052	166778048					Zm00001d012326	Chr8	172464424	172466070	Zm00001eb367160	chr8	173748209	173750200									
wox5a	120.00		GRMZM2G478396	Chr8	166836265	166837239					Zm00001d012330	Chr8	172530595	172531302	Zm00001eb367200	chr8	173814443	173815504									
Zm00001d012333	120.28		GRMZM2G115422	Chr8	166930905	166932864					Zm00001d012333	Chr8	172624862	172626394	Zm00001eb367240	chr8	173908590	173910553									
czog2	120.30		GRMZM2G110511	Chr8	166957556	166959303					Zm00001d012335	Chr8	172652749	172654298	Zm00001eb367250	chr8	173936706	173940214									
cdlb15	120.38		GRMZM2G057075	Chr8	167002425	167003835					Zm00001d012336	Chr8	172697736	172698849	Zm00001eb367290	chr8	173981536	173983214									
myb79	120.40		GRMZM2G056986	Chr8	167004561	167005794					Zm00001d012337	Chr8	172699749	172700888	Zm00001eb367300	chr8	173983699	173984903									
coi5	120.42		GRMZM2G035314	Chr8	167012130	167014371					Zm00001d012338	Chr8	172708664	172712351	Zm00001eb367310	chr8	173992352	173996518									
cl26172_1	120.44		GRMZM2G031057	Chr8	167015328	167016465					Zm00001d012339	Chr8	172717220	172718296	Zm00001eb367320	chr8	174001210	174002808									
Zm00001eb367350	120.50		GRMZM2G065448	Chr8	167078822	167079905					Zm00001d008414	Chr8	8115188	8121057	Zm00001eb367350	chr8	174065334	174066504									
si946050d11g	120.60		GRMZM2G123572	Chr8	167104934	167105660					Zm00001d012348	Chr8	172808029	172808959	Zm00001eb367390	chr8	174092217	174092602									
Zm00001eb367400	120.62		GRMZM2G123567	Chr8	167105913	167106983									Zm00001eb367400	chr8	174093292	174093812									
IDP7615	120.70		GRMZM2G076651	Chr8	167209872	167211341					Zm00001d012351	Chr8	172912446	172913614	Zm00001eb367440	chr8	174196738	174197487									
hcf60	120.72		GRMZM2G055165	Chr8	167216409	167217610					Zm00001d012353	Chr8	172918437	172918835	Zm00001eb367450	chr8	174202238	174203062									
LOC103636488	120.74		GRMZM2G515800	Chr8	167222633	167227354					Zm00001d012354	Chr8	172924889	172928317	Zm00001eb367460	chr8	174208464	174215248									
gbptf29	120.77		GRMZM5G891518	Chr8	167314313	167315032					Zm00001d012358	Chr8	172986860	172987579	Zm00001eb367480	chr8	174270813	174271532									
cl19330_1c	120.78		GRMZM2G009499	Chr8	167309613	167312034					Zm00001d012359	Chr8	172991460	172992514													
pco111461	120.80		GRMZM5G897988	Chr8	167324676	167328523					Zm00001d012361	Chr8	173019571	173023422	Zm00001eb367490	chr8	174303432	174307566									
bnlg1823	120.81																										
stsl12	120.82		AC234519.1_FG005	Chr8	167334674	167336562					Zm00001d012363	Chr8	173029321	173031464	Zm00001eb367510	chr8	174314457	174315421									
stsl13	120.84		AC234519.1_FG003	Chr8	167352580	167353617					Zm00001d012364	Chr8	173047507	173048544	Zm00001eb367530	chr8	174331437	174332474									
stsl14	120.88		GRMZM2G700784	Chr8	167379291	167380826					Zm00001d012366	Chr8	173074639	173075676	Zm00001eb367560	chr8	174358570	174359607									
stsl15	120.90		GRMZM2G700790	Chr8	167410439	167411992					Zm00001d012368	Chr8	173111603	173112640	Zm00001eb367580	chr8	174395540	174396646									
