MaizeGDB: Details of Map Genetic 2
Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-B97-REFERENCE-NAM-1.0_gene_model	Zm-B97-REFERENCE-NAM-1.0_chr	Zm-B97-REFERENCE-NAM-1.0_start	Zm-B97-REFERENCE-NAM-1.0_end	Zm-CML103-REFERENCE-NAM-1.0_gene_model	Zm-CML103-REFERENCE-NAM-1.0_chr	Zm-CML103-REFERENCE-NAM-1.0_start	Zm-CML103-REFERENCE-NAM-1.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-Oh7B-REFERENCE-NAM-1.0_gene_model	Zm-Oh7B-REFERENCE-NAM-1.0_chr	Zm-Oh7B-REFERENCE-NAM-1.0_start	Zm-Oh7B-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-Tx303-REFERENCE-NAM-1.0_gene_model	Zm-Tx303-REFERENCE-NAM-1.0_chr	Zm-Tx303-REFERENCE-NAM-1.0_start	Zm-Tx303-REFERENCE-NAM-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Sequence
bzip132	134.11		GRMZM2G387310	Chr2	214151535	214153592	Zm00001d007022	Chr2	220339404	220345439	Zm00001eb110200	chr2	220320766	220325100																																	
Zm00001eb110230	134.12		GRMZM5G818192	Chr2	214243103	214244906	Zm00001d007026	Chr2	220375885	220377718	Zm00001eb110230	chr2	220356060	220357318																																	
npi210	134.13										Zm00001eb110260	chr2	220376775	220399460																																	
cdrk2	134.13		GRMZM2G422576	Chr2	214250595	214256002	Zm00001d007029	Chr2	220383064	220388898	Zm00001eb110250	chr2	220362737	220368624																																	
IDP4500	134.24		GRMZM2G123322	Chr2	214264594	214265387					Zm00001eb110260	chr2	220376775	220399460																																	
pco066521(186)	134.26		GRMZM2G035063	Chr2	214325483	214327737	Zm00001d007031	Chr2	220439682	220441965	Zm00001eb110270	chr2	220419444	220421627																																	
mmp137	134.28		GRMZM2G035356	Chr2	214320662	214324612	Zm00001d007032	Chr2	220442953	220446764	Zm00001eb110280	chr2	220422405	220426449																																	
ereb210	134.60		GRMZM2G125460	Chr2	214344857	214345995	Zm00001d007033	Chr2	220493755	220494609	Zm00001eb110290	chr2	220473201	220475047																																	
ftip8	134.62		GRMZM2G049347	Chr2	214430362	214467100	Zm00001d007034	Chr2	220570259	220602599	Zm00001eb110300	chr2	220549948	220582294																																	
Zm00001eb110330	134.67		GRMZM2G159200	Chr2	214481004	214482365	Zm00001d007037	Chr2	220616340	220618744	Zm00001eb110330	chr2	220596025	220599058																																	
GRMZM2G323828	134.68		GRMZM2G323828	Chr2	214500191	214502113																																									
AY109645	134.70		GRMZM2G008623	Chr2	214508389	214514872	Zm00001d007038	Chr2	220640379	220648182	Zm00001eb110340	chr2	220621547	220626944																																	
chc101b	134.72		GRMZM2G052416	Chr2	214536178	214538313	Zm00001d007039	Chr2	220650818	220653048	Zm00001eb110350	chr2	220630472	220632667																																	
bzip91	134.75		GRMZM2G060109	Chr2	214613200	214616521	Zm00001d007042	Chr2	220735632	220738913	Zm00001eb110370	chr2	220715293	220718667																																	
cyp80	134.78		GRMZM2G022947	Chr2	214657145	214662132	Zm00001d007044	Chr2	220795933	220800967	Zm00001eb110390	chr2	220775632	220780674																																	
pco137705	134.80		GRMZM2G322618	Chr2	214663333	214664742	Zm00001d007045	Chr2	220801586	220803587	Zm00001eb110400	chr2	220781861	220783242																																	
Zm00001eb110420	134.81		GRMZM2G040175	Chr2	214695979	214696962	Zm00001d007047	Chr2	220835395	220835967	Zm00001eb110420	chr2	220814976	220815944																																	
LOC100282384	134.82		GRMZM2G040209	Chr2	214723508	214726970	Zm00001d007048	Chr2	220862814	220866296	Zm00001eb110430	chr2	220842492	220845995																																	
ccp7	134.83		GRMZM2G077479	Chr2	214729286	214730721	Zm00001d007049	Chr2	220868699	220870177	Zm00001eb110440	chr2	220848398	220849876																																	
prh131	134.84		GRMZM2G077500	Chr2	214746267	214747083	Zm00001d007050	Chr2	220882228	220886249	Zm00001eb110450	chr2	220861770	220866133																																	
alf20	134.85		GRMZM2G008236	Chr2	214821518	214822280	Zm00001d007054	Chr2	220967519	220968785	Zm00001eb110470	chr2	220947410	220950064																																	
Zm00001d007055	134.85		GRMZM2G305551	Chr2	214824512	214825799	Zm00001d007055	Chr2	220970887	220971603	Zm00001eb110480	chr2	220950101	220951074																																	
ht1	134.86		GRMZM2G379770	Chr2	214870532	214873480	Zm00001d007056	Chr2	220976693	220979812	Zm00001eb110490	chr2	220956966	220959768																																	
cl4951_1a	134.87		GRMZM2G048013	Chr2	214899438	214901770	Zm00001d007059	Chr2	221005987	221007884	Zm00001eb110520	chr2	220985732	220987580																																	
IDP350a	134.90						Zm00001d007064	Chr2	221084621	221090754	Zm00001eb110550	chr2	221064329	221070732																																	
IDP785	135.00		GRMZM2G172138	Chr2	215188197	215192021	Zm00001d007067	Chr2	221307113	221311112	Zm00001eb110580	chr2	221286939	221291022																																	
mab16	135.10		GRMZM2G172210	Chr2	215193244	215198622	Zm00001d007068	Chr2	221312374	221317785	Zm00001eb110590	chr2	221292079	221297442																																	
pco073370	135.60		GRMZM5G819438	Chr2	215245945	215249454	Zm00001d007069	Chr2	221364843	221370428	Zm00001eb110600	chr2	221344377	221348374																																	
AY107622	136.00		GRMZM2G327686	Chr2	215332840	215335028	Zm00001d007072	Chr2	221453612	221455343	Zm00001eb110630	chr2	221433304	221435375																																	
umc2085	136.10		GRMZM2G327595	Chr2	215329302	215333218	Zm00001d007073	Chr2	221455838	221459336	Zm00001eb110640	chr2	221435250	221439052																																	
npi113b	137.03		GRMZM2G035985	Chr2	215498779	215518573	Zm00001d007075	Chr2	221665730	221685464	Zm00001eb110650	chr2	221638530	221658366																																	
umc1633	137.13		GRMZM2G459363	Chr2	215589211	215591168	Zm00001d007076	Chr2	221755305	221756948	Zm00001eb110660	chr2	221728089	221730025																																	
Zm00001eb110670	137.15		GRMZM2G459372	Chr2	215589318	215590961					Zm00001eb110670	chr2	221728107	221731749																																	
stp8	137.20		GRMZM2G159187	Chr2	215603077	215614082	Zm00001d007078	Chr2	221769030	221780225	Zm00001eb110690	chr2	221741834	221753016																																	
Zm00001eb110700	137.22		GRMZM2G166971	Chr2	215615938	215617398	Zm00001d007079	Chr2	221781854	221783251	Zm00001eb110700	chr2	221754669	221756529																																	
si687083f06a	137.26		GRMZM2G340359	Chr2	215673780	215681681	Zm00001d007081	Chr2	221845580	221853609	Zm00001eb110720	chr2	221818401	221826461																																	
PCO142214	137.30																																														
LOC103647911	137.98		GRMZM2G141432	Chr2	215752863	215754422	Zm00001d007084	Chr2	221914642	221915449	Zm00001eb110750	chr2	221887398	221888228																																	
pza00804	138.00		GRMZM2G440459	Chr2	215755359	215758839	Zm00001d007085	Chr2	221916956	221920555	Zm00001eb110760	chr2	221889925	221893397																																	
Zm00001eb110770	138.01		GRMZM2G141258	Chr2	215784889	215801488	Zm00001d007089	Chr2	221949341	221966837	Zm00001eb110770	chr2	221922203	221925504																																	
rlua3	138.02		GRMZM2G075431	Chr2	215922000	215925673	Zm00001d007090	Chr2	222096488	222100048	Zm00001eb110780	chr2	222054727	222058271																																	
LOC103647914	138.04		GRMZM2G075387	Chr2	215926247	215927881	Zm00001d007091	Chr2	222100778	222102412	Zm00001eb110790	chr2	222058692	222060708																																	
AY109575	138.18		GRMZM2G137734	Chr2	215950237	215955487	Zm00001d007092	Chr2	222127551	222132890	Zm00001eb110810	chr2	222086026	222091136																																	
ubp13	140.00		GRMZM2G327635	Chr2	216065592	216070724	Zm00001d007096	Chr2	222237595	222249013	Zm00001eb110870	chr2	222202648	222212134																																	
erdh1	140.02		GRMZM2G327692	Chr2	216070250	216071810	Zm00001d007097	Chr2	222250044	222250523	Zm00001eb110880	chr2	222208296	222208775																																	
smk1	140.10		GRMZM2G030148	Chr2	216076499	216078010	Zm00001d007100	Chr2	222255509	222256819	Zm00001eb110890	chr2	222212728	222215499																																	
ring159	140.59		GRMZM2G025255	Chr2	216143235	216152138	Zm00001d007102	Chr2	222318437	222326608	Zm00001eb110910	chr2	222276828	222284941																																	
B4FC44	140.61		GRMZM2G131467	Chr2	216180699	216184715	Zm00001d007103	Chr2	222356739	222360755	Zm00001eb110920	chr2	222314992	222318837																																	
mmp34	140.63		GRMZM2G131554	Chr2	216186526	216188890	Zm00001d007105	Chr2	222362512	222364930	Zm00001eb110930	chr2	222320762	222323183																																	
tubtf16	140.65		GRMZM2G053311	Chr2	216215272	216218760	Zm00001d007106	Chr2	222391001	222393219	Zm00001eb110950	chr2	222350260	222352232																																	
bbx7	140.66		GRMZM5G813532	Chr2	216219628	216220701	Zm00001d007107	Chr2	222393488	222401395	Zm00001eb110960	chr2	222350920	222355295																																	
si687057g05	140.68		GRMZM2G053434	Chr2	216224243	216225943	Zm00001d007108	Chr2	222399684	222401369	Zm00001eb110980	chr2	222357874	222359642																																	
Zm00001d007113	140.69		GRMZM2G005493	Chr2	216322527	216327171	Zm00001d007113	Chr2	222491159	222495761	Zm00001eb111020	chr2	222449477	222454208																																	
Zm00001eb111030	140.69						Zm00001d007115	Chr2	222501428	222501895	Zm00001eb111030	chr2	222456665	222460774																																	
nbcs7	140.70		GRMZM2G429142	Chr2	216337138	216338043	Zm00001d007116	Chr2	222533371	222540067	Zm00001eb111040	chr2	222491101	222496989																																	
si945010d02b	140.72		GRMZM2G077632	Chr2	216580868	216585087	Zm00001d007117	Chr2	222661588	222665700	Zm00001eb111050	chr2	222619984	222624052																																	
ereb183	140.80		GRMZM2G458437	Chr2	216615448	216616387	Zm00001d007119	Chr2	222724965	222725855	Zm00001eb111080	chr2	222682960	222684338																																	
si683010e05a	140.84		GRMZM2G171068	Chr2	216673893	216698339	Zm00001d007121	Chr2	222781921	222806658	Zm00001eb111100	chr2	222739726	222765409																																	
bzip137	140.87		GRMZM2G474462	Chr2	216709894	216711451	Zm00001d007124	Chr2	222817974	222819401	Zm00001eb111130	chr2	222776201	222777924																																	
hipp25	140.90		GRMZM2G123486	Chr2	216859592	216861107	Zm00001d007130	Chr2	222969311	222970868	Zm00001eb111160	chr2	222927680	222929469																																	
prmt4	140.92		GRMZM2G057448	Chr2	216947060	216954513	Zm00001d007133	Chr2	223062728	223070243	Zm00001eb111180	chr2	223021254	223029119																																	
cl69005_1	140.98		GRMZM2G157621	Chr2	217085799	217102228	Zm00001d007139	Chr2	223189582	223205906	Zm00001eb111230	chr2	223148147	223164726																																	
tacs1	141.02		GRMZM5G800754	Chr2	217173577	217174216	Zm00001d007141	Chr2	223272401	223275423	Zm00001eb111250	chr2	223231199	223234096																																	
LOC103647933	141.46		GRMZM2G163519	Chr2	217200168	217201688	Zm00001d007143	Chr2	223302174	223303586	Zm00001eb111270	chr2	223260715	223262423																																	
si486055b11	141.48		GRMZM2G009571	Chr2	217215985	217219050	Zm00001d007144	Chr2	223318792	223321790	Zm00001eb111280	chr2	223277106	223280534																																	
LOC100280219	141.48		GRMZM2G009876	Chr2	217219349	217222007	Zm00001d007145	Chr2	223322274	223324776	Zm00001eb111290	chr2	223280948	223283488																																	
LOC100285122	141.48		GRMZM2G010136	Chr2	217223376	217227902	Zm00001d007146	Chr2	223326064	223330709	Zm00001eb111300	chr2	223284762	223289393																																	
pco074618	141.49		GRMZM2G010783	Chr2	217276427	217278951	Zm00001d007153	Chr2	223379334	223381670	Zm00001eb111350	chr2	223338239	223340216																																	
IDP176	141.49		GRMZM2G010551	Chr2	217268308	217272447	Zm00001d007152	Chr2	223371157	223372287	Zm00001eb111340	chr2	223329639	223333898																																	
IDP469	141.49		GRMZM2G010991	Chr2	217279639	217281219	Zm00001d007154	Chr2	223382570	223383942	Zm00001eb111360	chr2	223341216	223342722																																	
esdl4	141.49		GRMZM2G010505	Chr2	217262683	217266694	Zm00001d007151	Chr2	223365402	223370712	Zm00001eb111330	chr2	223324158	223328543																																	
Zm00001eb111320	141.49						Zm00001d007149	Chr2	223337038	223337578	Zm00001eb111320	chr2	223295715	223296137																																	
psr119b	141.50																																														
mir164a	141.50		zma-MIR164a	Chr2	217296418	217296569	zma-MIR164a	Chr2	223401157	223401308																																					
cl41475_1	141.51		GRMZM2G001297	Chr2	217350439	217356268	Zm00001d007158	Chr2	223462980	223469222	Zm00001eb111400	chr2	223421534	223427907																																	
Zm00001d007157	141.51		GRMZM2G001247	Chr2	217334517	217335757	Zm00001d007157	Chr2	223447284	223448572	Zm00001eb111390	chr2	223406471	223407009																																	
prx26	141.52		GRMZM2G133475	Chr2	217454675	217456356	Zm00001d007160	Chr2	223566224	223567878	Zm00001eb111420	chr2	223539821	223541923																																	
Zm00001d007161	141.52		GRMZM2G450717	Chr2	217490438	217492033	Zm00001d007161	Chr2	223601902	223603313	Zm00001eb111430	chr2	223575349	223577062																																	
Zm00001d007163	141.52						Zm00001d007163	Chr2	223621321	223625177	Zm00001eb111480	chr2	223595207	223597019																																	
cipk35	141.53		GRMZM2G316136	Chr2	217552266	217554998	Zm00001d007167	Chr2	223667838	223669229	Zm00001eb111520	chr2	223641027	223643819																																	
cipk36	141.53		GRMZM2G308752	Chr2	217520267	217522325	Zm00001d007166	Chr2	223634679	223635971	Zm00001eb111510	chr2	223608167	223610631																																	
ofp12	141.55		GRMZM2G359116	Chr2	217596031	217596732	Zm00001d007168	Chr2	223714590	223715291	Zm00001eb111540	chr2	223688165	223689101																																	
bzip138	141.59						Zm00001d007172	Chr2	223801093	223807824	Zm00001eb111560	chr2	223774825	223781556																																	
abi39	141.60		GRMZM2G172621	Chr2	217651494	217673563	Zm00001d007173	Chr2	223808167	223823179	Zm00001eb111570	chr2	223781937	223797411																																	
npi610	141.85																																														
pur1	142.81																																														
LOC100383622	142.98		GRMZM2G473709	Chr2	217676436	217678659	Zm00001d007174	Chr2	223827344	223828133																																					
TIDP3280	143.00		GRMZM2G172485	Chr2	217679510	217682041	Zm00001d007175	Chr2	223829103	223831634	Zm00001eb111590	chr2	223802842	223805366																																	
GRMZM2G030646	143.02		GRMZM2G030646	Chr2	217762119	217766498	Zm00001d007179	Chr2	223879706	223884083	Zm00001eb111600	chr2	223853357	223857323																																	
Zm00001d007181	143.04		GRMZM2G031329	Chr2	217789087	217790346	Zm00001d007181	Chr2	223926017	223926628	Zm00001eb111620	chr2	223899577	223900739																																	
cl55962_1a	143.05		GRMZM2G151983	Chr2	217889025	217898090	Zm00001d007183	Chr2	224004021	224013768	Zm00001eb111630	chr2	223977742	223987557																																	
cl34424_1	143.06		GRMZM2G005103	Chr2	217946561	217950747	Zm00001d007184	Chr2	224061979	224067160	Zm00001eb111640	chr2	224035610	224041010																																	
cl24104_1a	143.08		GRMZM2G003252	Chr2	217997898	218001975	Zm00001d007185	Chr2	224106697	224110890	Zm00001eb111650	chr2	224080256	224084702																																	
apy1	143.09		GRMZM2G003331	Chr2	218004232	218008192	Zm00001d007186	Chr2	224112942	224116966	Zm00001eb111660	chr2	224086517	224090723																																	
mmc0381	143.10		GRMZM2G003409	Chr2	218011745	218014457	Zm00001d007187	Chr2	224120990	224123245	Zm00001eb111670	chr2	224094430	224096987																																	
eil2	143.12		GRMZM2G003558	Chr2	218017798	218019723	Zm00001d007188	Chr2	224126723	224128510	Zm00001eb111680	chr2	224100183	224102355																																	
myb110	143.16		GRMZM2G176327	Chr2	218127126	218128844	Zm00001d007191	Chr2	224248136	224249179	Zm00001eb111710	chr2	224221614	224223318																																	
Zm00001d007192	143.17		GRMZM2G109425	Chr2	218300933	218306277	Zm00001d007192	Chr2	224425013	224429818	Zm00001eb111720	chr2	224399017	224403831																																	
IDP117	143.18		GRMZM2G097568	Chr2	218307299	218309995	Zm00001d007193	Chr2	224430359	224437889	Zm00001eb111730	chr2	224404317	224411870																																	
TIDP2761	143.20		GRMZM2G395244	Chr2	218313414	218316109	Zm00001d007194	Chr2	224442712	224443008	Zm00001eb111740	chr2	224415512	224417469																																	
abf4	143.25		GRMZM2G097277	Chr2	218318696	218325243	Zm00001d007195	Chr2	224443511	224453697	Zm00001eb111760	chr2	224419538	224432233																																	
Zm00001d007197	143.27		GRMZM2G402307	Chr2	218327038	218330230	Zm00001d007197	Chr2	224454609	224458174																																					
vq16	143.30		GRMZM2G101409	Chr2	218353795	218354765	Zm00001d007199	Chr2	224482011	224482619	Zm00001eb111780	chr2	224455697	224456699																																	
bnlg1746	143.31		GRMZM2G101390	Chr2	218356370	218361811	Zm00001d007200	Chr2	224484114	224490009	Zm00001eb111790	chr2	224458204	224464019																																	
ring161	143.32		GRMZM2G402262	Chr2	218364045	218364593	Zm00001d007201	Chr2	224491943	224492485	Zm00001eb111800	chr2	224465885	224467331																																	
cdo38c(ntp)	143.33																																														
mmp188	143.33																																														
umc1798	143.34		GRMZM2G387383	Chr2	218505544	218512724	Zm00001d007202	Chr2	224615447	224646665	Zm00001eb111810	chr2	224589318	224620748																																	
pco138005	143.36		GRMZM2G002280	Chr2	218535089	218538166	Zm00001d007204	Chr2	224654476	224657554	Zm00001eb111820	chr2	224628500	224631673																																	
IDP5860	143.38		GRMZM5G855808	Chr2	218547358	218549624	Zm00001d007205	Chr2	224666711	224669775	Zm00001eb111830	chr2	224640451	224644220																																	
