Locus	Coordinate	Bin	B73 RefGen_v3_gene_model	B73 RefGen_v3_chr	B73 RefGen_v3_start	B73 RefGen_v3_end	Zm-B104-DRAFT-ISU_USDA-0.1_gene_model	Zm-B104-DRAFT-ISU_USDA-0.1_chr	Zm-B104-DRAFT-ISU_USDA-0.1_start	Zm-B104-DRAFT-ISU_USDA-0.1_end	Zm-B73-REFERENCE-GRAMENE-4.0_gene_model	Zm-B73-REFERENCE-GRAMENE-4.0_chr	Zm-B73-REFERENCE-GRAMENE-4.0_start	Zm-B73-REFERENCE-GRAMENE-4.0_end	Zm-B73-REFERENCE-NAM-5.0_gene_model	Zm-B73-REFERENCE-NAM-5.0_chr	Zm-B73-REFERENCE-NAM-5.0_start	Zm-B73-REFERENCE-NAM-5.0_end	Zm-Ky21-REFERENCE-NAM-1.0_gene_model	Zm-Ky21-REFERENCE-NAM-1.0_chr	Zm-Ky21-REFERENCE-NAM-1.0_start	Zm-Ky21-REFERENCE-NAM-1.0_end	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_gene_model	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_chr	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_start	Zm-PH207-REFERENCE_NS-UIUC_UMN-1.0_end	Zm-Tzi8-REFERENCE-NAM-1.0_gene_model	Zm-Tzi8-REFERENCE-NAM-1.0_chr	Zm-Tzi8-REFERENCE-NAM-1.0_start	Zm-Tzi8-REFERENCE-NAM-1.0_end	Zm-W22-REFERENCE-NRGENE-2.0_gene_model	Zm-W22-REFERENCE-NRGENE-2.0_chr	Zm-W22-REFERENCE-NRGENE-2.0_start	Zm-W22-REFERENCE-NRGENE-2.0_end	Sequence	source_file	map_id	linkage_group	Zm-B97-REFERENCE-NAM-1.0_gene_model	Zm-B97-REFERENCE-NAM-1.0_chr	Zm-B97-REFERENCE-NAM-1.0_start	Zm-B97-REFERENCE-NAM-1.0_end	Zm-CML103-REFERENCE-NAM-1.0_gene_model	Zm-CML103-REFERENCE-NAM-1.0_chr	Zm-CML103-REFERENCE-NAM-1.0_start	Zm-CML103-REFERENCE-NAM-1.0_end	Zm-CML333-REFERENCE-NAM-1.0_gene_model	Zm-CML333-REFERENCE-NAM-1.0_chr	Zm-CML333-REFERENCE-NAM-1.0_start	Zm-CML333-REFERENCE-NAM-1.0_end	Zm-Oh7B-REFERENCE-NAM-1.0_gene_model	Zm-Oh7B-REFERENCE-NAM-1.0_chr	Zm-Oh7B-REFERENCE-NAM-1.0_start	Zm-Oh7B-REFERENCE-NAM-1.0_end	Zm-Tx303-REFERENCE-NAM-1.0_gene_model	Zm-Tx303-REFERENCE-NAM-1.0_chr	Zm-Tx303-REFERENCE-NAM-1.0_start	Zm-Tx303-REFERENCE-NAM-1.0_end	Zm-Mo17-REFERENCE-CAU-1.0_gene_model	Zm-Mo17-REFERENCE-CAU-1.0_chr	Zm-Mo17-REFERENCE-CAU-1.0_start	Zm-Mo17-REFERENCE-CAU-1.0_end	Zm-CML277-REFERENCE-NAM-1.0_gene_model	Zm-CML277-REFERENCE-NAM-1.0_chr	Zm-CML277-REFERENCE-NAM-1.0_start	Zm-CML277-REFERENCE-NAM-1.0_end	Zm-CML322-REFERENCE-NAM-1.0_gene_model	Zm-CML322-REFERENCE-NAM-1.0_chr	Zm-CML322-REFERENCE-NAM-1.0_start	Zm-CML322-REFERENCE-NAM-1.0_end	Zm-CML52-REFERENCE-NAM-1.0_gene_model	Zm-CML52-REFERENCE-NAM-1.0_chr	Zm-CML52-REFERENCE-NAM-1.0_start	Zm-CML52-REFERENCE-NAM-1.0_end	Zm-Il14H-REFERENCE-NAM-1.0_gene_model	Zm-Il14H-REFERENCE-NAM-1.0_chr	Zm-Il14H-REFERENCE-NAM-1.0_start	Zm-Il14H-REFERENCE-NAM-1.0_end	Zm-M162W-REFERENCE-NAM-1.0_gene_model	Zm-M162W-REFERENCE-NAM-1.0_chr	Zm-M162W-REFERENCE-NAM-1.0_start	Zm-M162W-REFERENCE-NAM-1.0_end	Zm-M37W-REFERENCE-NAM-1.0_gene_model	Zm-M37W-REFERENCE-NAM-1.0_chr	Zm-M37W-REFERENCE-NAM-1.0_start	Zm-M37W-REFERENCE-NAM-1.0_end	Zm-Mo18W-REFERENCE-NAM-1.0_gene_model	Zm-Mo18W-REFERENCE-NAM-1.0_chr	Zm-Mo18W-REFERENCE-NAM-1.0_start	Zm-Mo18W-REFERENCE-NAM-1.0_end	Zm-Ms71-REFERENCE-NAM-1.0_gene_model	Zm-Ms71-REFERENCE-NAM-1.0_chr	Zm-Ms71-REFERENCE-NAM-1.0_start	Zm-Ms71-REFERENCE-NAM-1.0_end	Zm-NC350-REFERENCE-NAM-1.0_gene_model	Zm-NC350-REFERENCE-NAM-1.0_chr	Zm-NC350-REFERENCE-NAM-1.0_start	Zm-NC350-REFERENCE-NAM-1.0_end	Zm-Oh43-REFERENCE-NAM-1.0_gene_model	Zm-Oh43-REFERENCE-NAM-1.0_chr	Zm-Oh43-REFERENCE-NAM-1.0_start	Zm-Oh43-REFERENCE-NAM-1.0_end	Zm-P39-REFERENCE-NAM-1.0_gene_model	Zm-P39-REFERENCE-NAM-1.0_chr	Zm-P39-REFERENCE-NAM-1.0_start	Zm-P39-REFERENCE-NAM-1.0_end	Zm-HP301-REFERENCE-NAM-1.0_gene_model	Zm-HP301-REFERENCE-NAM-1.0_chr	Zm-HP301-REFERENCE-NAM-1.0_start	Zm-HP301-REFERENCE-NAM-1.0_end	Zm-Ki11-REFERENCE-NAM-1.0_gene_model	Zm-Ki11-REFERENCE-NAM-1.0_chr	Zm-Ki11-REFERENCE-NAM-1.0_start	Zm-Ki11-REFERENCE-NAM-1.0_end	Zm-NC358-REFERENCE-NAM-1.0_gene_model	Zm-NC358-REFERENCE-NAM-1.0_chr	Zm-NC358-REFERENCE-NAM-1.0_start	Zm-NC358-REFERENCE-NAM-1.0_end
acx4	55.03		GRMZM2G052389	Chr9	28517992	28523621					Zm00001d045606	Chr9	28548471	28570138	Zm00001eb379490	chr9	30488226	30509945																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
IDP248	55.10		GRMZM2G154093	Chr9	28623738	28626266					Zm00001d045610	Chr9	28669344	28671875	Zm00001eb379510	chr9	30609074	30611726																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
Zm00008a033967	55.11		GRMZM2G154229	Chr9	28628215	28634137					Zm00001d045611	Chr9	28673728	28679642	Zm00001eb379530	chr9	30613379	30619443					Zm00008a033967	chr9	28878159	28886907										maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
nactf68	55.12		GRMZM2G459156	Chr9	28855314	28857245					Zm00001d045616	Chr9	28908014	28908461	Zm00001eb379540	chr9	30832984	30848137																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
LOC103638196	55.12		GRMZM2G459172	Chr9	28839991	28844642					Zm00001d045615	Chr9	28893204	28896517	Zm00001eb379540	chr9	30832984	30848137																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
nactf117	55.13		GRMZM2G163914	Chr9	28857463	28862279					Zm00001d045617	Chr9	28909570	28912421	Zm00001eb379550	chr9	30849309	30852203																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
pete1	55.14										Zm00001d045620	Chr9	29037559	29038026	Zm00001eb379570	chr9	30977201	30979124																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
pco116018	55.14		GRMZM2G163877	Chr9	28860742	28862279					Zm00001d045618	Chr9	28912539	28913902	Zm00001eb379560	chr9	30852137	30853684																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
phd21	55.16		GRMZM2G156129	Chr9	29170751	29171909					Zm00001d045629	Chr9	29279184	29282692	Zm00001eb379610	chr9	31218964	31220380																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
arm5	55.16		GRMZM2G452016	Chr9	29411944	29414525					Zm00001d045632	Chr9	29535058	29540801	Zm00001eb379620	chr9	31474729	31477467																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
chr30	55.17		GRMZM2G472428	Chr9	30063256	30088418					Zm00001d045635	Chr9	30190972	30217757	Zm00001eb379660	chr9	32130893	32157724																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
cct48	55.17		GRMZM2G167216	Chr9	30133118	30134309					Zm00001d045636	Chr9	30233033	30234250	Zm00001eb379680	chr9	32172937	32174184																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
voz6	55.17										Zm00001d045641	Chr9	30486865	30489167	Zm00001eb379720	chr9	32446268	32449496																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
e2f24	55.17		GRMZM2G080196	Chr9	30210996	30212269					Zm00001d045639	Chr9	30352619	30353995	Zm00001eb379690	chr9	32281911	32293342																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
pco095808	55.18										Zm00001d045646	Chr9	30798021	30805907	Zm00001eb379800	chr9	32758863	32769062																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
dnaJ85	55.18		GRMZM2G434839	Chr9	30634901	30641723					Zm00001d045645	Chr9	30795326	30797123	Zm00001eb379790	chr9	32754838	32757839																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
cl1900_1b	55.19		GRMZM2G058407	Chr9	30956416	30961752					Zm00001d045650	Chr9	31087032	31092256	Zm00001eb379840	chr9	33047870	33053094																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
cl57132_1	55.19		GRMZM2G096184	Chr9	31100528	31112675					Zm00001d045655	Chr9	31231033	31243303	Zm00001eb379890	chr9	33191872	33204205																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
rnrs1	55.19		GRMZM2G060163	Chr9	30855562	30857663					Zm00001d045649	Chr9	30986811	30987830	Zm00001eb379830	chr9	32947245	32949163																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
col4	55.20		GRMZM2G107886	Chr9	31881581	31883549					Zm00001d045661	Chr9	32056769	32058471	Zm00001eb379950	chr9	34000907	34002871																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
kcs22	55.20		GRMZM2G168956	Chr9	31493354	31495325					Zm00001d045660	Chr9	31624631	31625506	Zm00001eb379940	chr9	33585557	33587502																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
npf50	55.20		GRMZM2G361652	Chr9	32305176	32309221					Zm00001d045667	Chr9	32539610	32542534	Zm00001eb380020	chr9	34483609	34487825																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
Zm00001eb379970	55.20		GRMZM2G157670	Chr9	31939333	31940901					Zm00001d045663	Chr9	32136528	32137595	Zm00001eb379970	chr9	34081128	34081440																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
GRMZM2G035417	55.20		GRMZM2G035417	Chr9	32078633	32089472					Zm00001d045665	Chr9	32284202	32295054	Zm00001eb379990	chr9	34228339	34239154																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
asn1	55.21		GRMZM2G074589	Chr9	32468024	32477360					Zm00001d045675	Chr9	32681291	32690688	Zm00001eb380080	chr9	34625482	34634881																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
bag18	55.21		GRMZM2G018988	Chr9	32531261	32533637					Zm00001d045678	Chr9	32740463	32742908	Zm00001eb380100	chr9	34684958	34685785																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
ccl29	55.21										Zm00001d045679	Chr9	32796228	32798400	Zm00001eb380130	chr9	34740499	34742661																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
gsl3	55.22		GRMZM2G105364	Chr9	32910946	32912670					Zm00001d045685	Chr9	33208139	33209281	Zm00001eb380150	chr9	35152744	35153561																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
IDP8189	55.30		GRMZM2G058026	Chr9	33338848	33342335					Zm00001d045695	Chr9	33746028	33749898	Zm00001eb380190	chr9	35690449	35694204																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
almt10	55.31		GRMZM2G057983	Chr9	33342558	33346609					Zm00001d045696	Chr9	33750126	33754020	Zm00001eb380200	chr9	35694307	35698385																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
mads94	55.33		GRMZM2G057966	Chr9	33352557	33353735					Zm00001d045697	Chr9	33759999	33760972																						maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
umc1420	55.42		GRMZM2G031479	Chr9	33582844	33588447					Zm00001d045703	Chr9	33995167	34000710	Zm00001eb380240	chr9	35939506	35945182																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
rf2	55.44		GRMZM2G058675	Chr9	34129753	34143728					Zm00001d045706	Chr9	34496670	34509714	Zm00001eb380260	chr9	36441093	36454140																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
ccp26	55.44		GRMZM2G137690	Chr9	34444257	34446105					Zm00001d045713	Chr9	34815482	34816606	Zm00001eb380320	chr9	36759799	36760923																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
ccp27	55.44		AC225716.2_FG003	Chr9	34374791	34375915					Zm00001d045711	Chr9	34739030	34740154	Zm00001eb380300	chr9	36683341	36684465																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
ccp39	55.44		GRMZM2G165086	Chr9	34238081	34239847					Zm00001d045708	Chr9	34597188	34598313	Zm00001eb380280	chr9	36541494	36542619																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
ccp40	55.44		AC225716.2_FG006	Chr9	34287761	34288884					Zm00001d045709	Chr9	34649471	34650594	Zm00001eb380290	chr9	36593781	36594904																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
tbl54	55.45		AC216886.3_FG003	Chr9	34674866	34676053					Zm00001d045720	Chr9	35046631	35047818	Zm00001eb380380	chr9	36991724	36992163																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
LOC103639885	55.45		GRMZM2G318737	Chr9	34558485	34561089					Zm00001d045718	Chr9	34930085	34931686	Zm00001eb380360	chr9	36874961	36875764																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
tbl55	55.46		AC216886.3_FG002	Chr9	34716862	34718301					Zm00001d045721	Chr9	35087132	35088916	Zm00001eb380390	chr9	37031446	37033271																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
tbl56	55.48		AC216886.3_FG001	Chr9	34737601	34738854					Zm00001d045722	Chr9	35108084	35109388	Zm00001eb380400	chr9	37052397	37053868																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
hsbp2	55.50		GRMZM2G065355	Chr9	34805920	34808236					Zm00001d045724	Chr9	35182183	35184071	Zm00001eb380410	chr9	37126151	37130062																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
impb10	55.52		GRMZM2G457415	Chr9	34843533	34862015					Zm00001d045725	Chr9	35215354	35239296	Zm00001eb380420	chr9	37160368	37178997																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
bak1	55.80		GRMZM2G145720	Chr9	35179613	35185362					Zm00001d045728	Chr9	35557580	35561282	Zm00001eb380430	chr9	37501969	37505622																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
LOC103638261	55.81		GRMZM2G060522	Chr9	35248510	35250105					Zm00001d045729	Chr9	35624307	35627408	Zm00001eb380440	chr9	37568555	37570298																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
prx107	55.82		GRMZM2G438129	Chr9	35393789	35394711					Zm00001d045731	Chr9	35769635	35770365																						maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
rz273c(ant)	55.98																																			maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
T6-9(4505)(9)	56.00																																			maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
T3-9(020-5)(9)	56.00																																			maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
T7-9(6225)(9)	56.00																																			maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
T7-9(8383)(9)	56.00																																			maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
TB-9Sd(9)	56.00																																			maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
conz1	56.00		GRMZM2G405368	Chr9	35635308	35639846					Zm00001d045735	Chr9	36009335	36013889	Zm00001eb380460	chr9	37953594	37958207																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
pub26	56.01		GRMZM2G065612	Chr9	35710137	35730164					Zm00001d045739	Chr9	36163702	36169052	Zm00001eb380500	chr9	38081972	38087620																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
aaap58	56.02		GRMZM2G150406	Chr9	35849286	35852651					Zm00001d045740	Chr9	36283444	36288609	Zm00001eb380520	chr9	38201641	38205180																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
fha20	56.03		GRMZM2G455687	Chr9	35929143	35945956					Zm00001d045744	Chr9	36378780	36410375	Zm00001eb380550	chr9	38297012	38328671																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
Zm00001eb380540	56.03										Zm00001d045743	Chr9	36373724	36374773	Zm00001eb380540	chr9	38292410	38293036																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
Zm00001eb380560	56.03		GRMZM2G121319	Chr9	35965177	35968202					Zm00001d045745	Chr9	36431389	36432700	Zm00001eb380560	chr9	38349814	38350914																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
AM490196a	56.04		GRMZM5G894110	Chr9	36469352	36471144					Zm00001d045748	Chr9	36897127	36898825	Zm00001eb380580	chr9	38788066	38850065																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
phd27	56.05		GRMZM2G071613	Chr9	36768420	36771264					Zm00001d045755	Chr9	37242832	37245915	Zm00001eb380630	chr9	39161221	39164290																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
endo1	56.06		GRMZM2G144610	Chr9	37552323	37553942					Zm00001d000418	B73V4_ctg121	28928	30307	Zm00001eb380720	chr9	39963966	39965630																		maizegdb_genetic1_1203645_map_text_BROWSER.txt	1203645	9																																																																																
